name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-2116-3p	0.0	3.3872745514740403	0.0	0.0	0.0	4.625100885013055	0.0	4.281078489293023	3.5036291758880242	2.143562987526607	3.6833633527446583	0.0	0.5868867491976157	0.13830180094530664	0.0	2.703747664637955	1.5034564463702051	0.0	0.0	0.0	0.0	0.0	0.0	1.6151728041079658	0.71637984608579	1.0933962692225898	0.0	2.68249697548466	0.2691004831968276	0.0	0.0	2.397431870979806	0.0	0.0	0.0	0.8809744752328709	0.0941776991917199	1.528225951263346	0.0	0.25841946777218516	4.571987660205305	0.0	0.0	0.0	3.0938411522949494	2.2754425616022185	0.0	3.1545293521069886	51.18797867183771
hsa-miR-222-5p	0.0	0.0	0.7719898609939616	0.9792647223474412	0.0	4.625100885013055	0.0	0.0	0.0	0.0	0.0	0.0	1.7606602475928474	0.4149054028359199	0.0	0.0	0.0	0.9460612631431562	1.0513881740909565	10.903353762583833	0.0	0.0	2.8507043377742556	0.0	0.0	0.0	3.8891035097862807	6.706242438711651	0.2691004831968276	0.0	0.6742788250826329	0.0	1.1506162412934307	0.0	0.0	0.0	0.12557026558895987	0.0	0.4723991994588195	1.6797265405192034	0.0	4.251194585678576	1.2011737870246806	1.9927483886138344	3.0938411522949494	0.0	1.2408333436736112	0.0	51.05025741729889
hsa-miR-503-5p	0.0	0.0	0.0	1.305686296463255	0.0	0.0	0.0	0.0	2.3357527839253494	2.143562987526607	0.0	0.0	1.2471343420449335	2.0284264138644974	0.8756840917098112	0.0	0.0	0.9460612631431562	2.6284704352273915	7.087179945679492	0.0	2.3683119856322405	0.0	0.9691036824647795	0.0	0.0	0.0	2.68249697548466	0.0	0.0	4.71995177557843	4.794863741959612	4.027156844527007	0.0	0.0	0.8809744752328709	0.5336736287530794	1.528225951263346	0.944798398917639	3.6824774157536386	0.0	0.0	1.2011737870246806	0.0	1.2375364609179798	0.0	0.8272222291157407	0.0	50.99592591221019
hsa-miR-5683	0.0	0.0	0.7719898609939616	1.6321078705790686	0.0	0.0	0.0	8.562156978586046	0.0	0.0	0.0	0.0	5.648784961027052	0.6915090047265332	0.0	0.0	0.0	0.0	0.0	0.0	3.8858266416160374	3.9471866427204008	0.0	1.6151728041079658	0.0	1.6400944038338845	0.0	0.0	0.2691004831968276	0.0	1.3485576501652659	0.0	0.0	2.724918150271061	0.0	0.0	0.3139256639723996	3.820564878158365	0.6073703993041965	8.463237569539064	0.0	0.0	0.0	1.9927483886138344	0.0	0.0	2.0680555727893517	0.0	50.003307924201316
hsa-miR-668-3p	0.0	1.3549098205896162	0.6175918887951694	4.243480463505579	0.0	0.0	1.0587113682838658	0.0	2.3357527839253494	0.0	0.0	0.0	8.363136176066025	1.521319810398373	7.881156825388301	0.0	0.0	0.0	2.102776348181913	0.0	0.0	3.9471866427204008	0.0	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.6742788250826329	3.5961478064697094	0.0	0.0	0.0	0.0	0.4394959295613595	1.528225951263346	0.4723991994588195	5.039179621557611	2.2859938301026523	0.0	0.8007825246831204	0.0	0.0	0.23952026964233877	0.8272222291157407	0.0	49.97533743643511
hsa-miR-1197	1.11267937086883	0.0	0.3087959443975847	3.264215741158137	0.0	0.0	0.0	0.0	3.5036291758880242	0.0	0.0	0.0	4.034846400733609	1.6826719115012307	2.043262880656226	4.055621496956932	1.5034564463702051	0.0	0.0	0.0	0.0	4.736623971264481	0.0	1.6151728041079658	0.0	0.0	0.0	0.0	0.0	0.0	1.6856970627065821	3.5961478064697094	0.0	0.0	1.500697824488387	1.7619489504657417	0.910384425519959	0.0	1.1472551986857045	6.8481158959629065	2.2859938301026523	0.0	0.0	0.0	0.0	0.23952026964233877	2.0680555727893517	0.0	49.904792980736566
hsa-miR-627-3p	1.6690190563032452	1.3549098205896162	0.463193916596377	1.9585294446948824	0.0	0.0	0.0	4.281078489293023	5.839381959813373	3.2153444812899106	0.0	0.0	3.4479596515359927	1.498269510240822	1.1675787889464149	0.0	0.0	0.0	0.0	0.0	0.0	3.9471866427204008	7.126760844435639	0.0	0.0	0.0	0.0	2.68249697548466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.055607108876699	0.5650661951503194	0.0	0.4723991994588195	3.4240579479814532	2.2859938301026523	0.0	2.402347574049361	0.0	0.0	0.0	0.0	0.0	49.85718143756366
hsa-miR-378a-5p	1.11267937086883	0.0	2.4703675551806774	1.305686296463255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1274644658413573	1.521319810398373	0.5837893944732074	2.703747664637955	2.2551846695553075	0.0	0.0	1.0903353762583834	5.828739962424057	0.0	4.276056506661384	2.9073110473943387	2.507329461300265	1.0933962692225898	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	0.0	4.404872376164354	1.1615249566978787	0.0	0.674855999226885	1.3567022058039722	2.2859938301026523	0.0	3.6035213610740415	0.0	0.0	2.0359222919598796	0.0	0.0	49.704232742689456
hsa-miR-1256	0.0	0.0	0.0	0.0	31.909886480578848	11.562752212532637	2.1174227365677316	0.0	0.0	0.0	0.0	0.0	0.3668042182485099	0.3457545023632666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.592735673190854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269942399690754	0.5168389355443703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.68213715871697
hsa-miR-214-5p	0.0	1.3549098205896162	0.6175918887951694	0.0	0.0	4.625100885013055	0.0	0.0	0.0	3.2153444812899106	0.0	6.116494759183407	0.0	0.11525150078775553	0.0	0.0	0.0	0.0	1.0513881740909565	0.0	0.0	2.3683119856322405	2.8507043377742556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.724918150271061	0.0	12.62730081167115	0.1569628319861998	0.0	0.0	0.0	5.714984575256631	0.0	0.0	0.0	0.0	0.0	0.8272222291157407	4.731794028160484	49.098280459617634
hsa-miR-4738-3p	0.0	0.0	0.0	0.9792647223474412	0.0	0.0	0.0	0.0	0.0	0.0	3.6833633527446583	0.0	0.9536909674461257	1.3830180094530664	1.1675787889464149	2.703747664637955	1.5034564463702051	0.9460612631431562	1.0513881740909565	1.0903353762583834	0.0	0.0	4.276056506661384	2.5842764865727452	1.790949615214475	1.0933962692225898	9.074574856167988	0.0	0.6727512079920691	0.0	0.6742788250826329	3.5961478064697094	0.0	0.0	0.0	0.0	0.5650661951503194	0.0	0.269942399690754	0.45223406860132404	0.0	4.251194585678576	2.802738836390921	0.0	0.0	0.3592804044635082	0.0	0.0	47.924792828797365
hsa-miR-4449	1.11267937086883	0.0	0.3087959443975847	1.9585294446948824	0.0	6.937651327519582	0.0	0.0	2.3357527839253494	0.0	3.6833633527446583	0.0	1.3204951856946354	0.5071066034661244	0.5837893944732074	0.0	0.0	0.0	1.0513881740909565	4.906509193162725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40365072479524144	0.0	0.0	2.397431870979806	0.0	0.0	0.0	0.5873163168219139	0.0	1.528225951263346	0.134971199845377	2.3903800768927126	0.0	2.834129723785717	0.8007825246831204	0.0	1.8563046913769696	0.7185608089270163	1.6544444582314815	7.886323380267472	47.898582502908695
hsa-miR-4785	0.0	0.0	1.2351837775903387	3.590637315273951	0.0	4.625100885013055	1.0587113682838658	0.0	2.3357527839253494	0.0	0.0	0.0	3.5946813388353966	1.6826719115012307	2.6270522751294334	0.0	0.0	0.9460612631431562	1.0513881740909565	3.27100612877515	0.0	1.5788746570881602	0.0	1.2921382432863726	1.43275969217158	0.0	2.592735673190854	0.0	0.5382009663936552	0.0	0.6742788250826329	0.0	1.1506162412934307	0.0	2.0009304326511828	0.5873163168219139	0.973169558314439	0.0	1.754625597989901	3.1656384802092683	0.0	2.834129723785717	0.0	0.0	0.0	0.5988006741058469	0.0	0.0	47.19246230394682
hsa-miR-181b-3p	0.0	1.3549098205896162	0.0	0.0	23.932414860434136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.09220120063020443	0.0	0.0	1.5034564463702051	0.0	0.0	2.180670752516767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40365072479524144	0.0	0.0	2.397431870979806	0.0	0.0	1.500697824488387	2.6429234256986125	0.2825330975751597	0.0	0.4723991994588195	0.8398632702596017	0.0	0.0	0.8007825246831204	7.970993554455338	0.0	0.0	0.0	0.0	46.66837194753382
hsa-miR-642a-3p	1.11267937086883	0.0	0.463193916596377	2.284951018810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7336084364970198	0.2535533017330622	0.5837893944732074	0.0	1.5034564463702051	0.9460612631431562	0.0	4.361341505033534	3.8858266416160374	0.0	0.0	0.6460691216431863	0.71637984608579	0.0	0.0	6.706242438711651	0.0	0.0	0.6742788250826329	0.0	0.0	2.724918150271061	0.0	1.4682907920547847	0.3139256639723996	3.056451902526692	0.0	0.19381460082913887	0.0	7.085324309464293	2.402347574049361	2.9891225829207517	0.0	0.0	1.2408333436736112	0.0	46.34646044642747
hsa-miR-376a-5p	0.0	0.0	0.3087959443975847	7.5076962046637155	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	5.5754241173773496	2.5585833174881727	3.210841669602641	0.0	2.2551846695553075	0.0	0.0	0.0	0.0	3.1577493141763204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0009304326511828	0.0	0.3767107967668796	0.0	1.2822263985310816	10.336778710887407	0.0	4.251194585678576	0.0	0.0	0.0	0.23952026964233877	0.0	0.0	45.39738921534391
hsa-miR-132-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9073819348922514	0.48405630330857324	0.8756840917098112	0.0	0.0	4.2572756841442025	0.0	2.7258384406459584	0.0	3.1577493141763204	0.0	0.6460691216431863	0.0	0.0	3.8891035097862807	0.0	0.0	0.0	1.6856970627065821	3.5961478064697094	0.0	0.0	1.0004652163255914	7.047795801862967	0.5336736287530794	7.64112975631673	0.269942399690754	2.0673557421774813	2.2859938301026523	0.0	0.0	0.0	0.0	0.47904053928467755	0.8272222291157407	0.0	45.377622413112555
hsa-miR-490-3p	1.11267937086883	0.0	1.5439797219879232	2.9377941670423233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.077663172788938	3.007794589637781	0.9450623064595953	2.918946972366037	2.703747664637955	3.0069128927404103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71637984608579	3.280188807667769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.087377225406591	0.0	0.0	0.2825330975751597	1.528225951263346	0.8773127989949505	4.263921218241055	2.2859938301026523	2.834129723785717	0.8007825246831204	0.0	0.0	0.0	2.0680555727893517	0.0	45.2794814551253
hsa-miR-3130-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.702696223232557	0.0	0.0	0.0	0.0	0.22008253094910593	0.13830180094530664	0.0	4.055621496956932	0.0	0.9460612631431562	0.0	0.0	13.60039324565613	0.0	0.0	0.6460691216431863	0.71637984608579	1.0933962692225898	0.0	2.68249697548466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.0	5.348790829421711	0.0	0.0	0.0	0.0	3.2031300987324816	0.0	1.2375364609179798	0.0	0.0	0.0	45.1782724792135
hsa-miR-195-3p	2.781698427172075	0.0	0.3087959443975847	0.0	0.0	9.25020177002611	0.0	0.0	0.0	3.2153444812899106	0.0	0.0	1.7606602475928474	0.3918551026783688	0.8756840917098112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6460691216431863	0.0	0.0	0.0	5.36499395096932	0.2691004831968276	0.0	2.6971153003305317	0.0	0.0	0.0	0.0	3.2302397425205265	0.25114053117791973	0.0	0.6073703993041965	1.1628876049748331	2.2859938301026523	0.0	0.8007825246831204	0.0	4.331377613212929	4.790405392846775	0.0	0.0	45.02171655982953
hsa-miR-495-3p	0.0	0.0	1.6983776941867157	2.61137259292651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.876662081613938	4.079903127886546	0.5837893944732074	0.0	0.0	1.4190918947147342	0.0	0.0	0.0	4.736623971264481	0.0	1.2921382432863726	0.0	0.0	0.0	2.68249697548466	0.0	0.0	1.6856970627065821	0.0	0.0	0.0	2.5011630408139784	0.5873163168219139	0.6278513279447993	0.0	0.7423415991495734	4.328526085184102	3.4289907451539787	0.0	2.0019563117078008	0.0	0.0	0.23952026964233877	0.8272222291157407	0.0	44.95104096407798
hsa-miR-95-3p	0.0	0.0	0.0	1.9585294446948824	0.0	4.625100885013055	1.0587113682838658	0.0	0.0	6.430688962579821	3.6833633527446583	0.0	0.29344337459880787	0.2996539020481644	0.0	2.703747664637955	0.0	2.3651531578578906	0.0	0.0	0.0	5.526061299808561	0.0	0.0	0.0	1.0933962692225898	0.0	4.02374546322699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.992188692986268	0.2825330975751597	0.0	0.404913599536131	0.19381460082913887	0.0	0.0	0.8007825246831204	1.9927483886138344	1.8563046913769696	0.0	0.0	0.0	44.58488074031786
hsa-miR-505-5p	1.11267937086883	0.0	0.0	1.9585294446948824	0.0	4.625100885013055	0.0	0.0	0.0	0.0	3.6833633527446583	6.116494759183407	3.007794589637781	1.8670743127616396	2.3351575778928297	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.592735673190854	0.0	0.2691004831968276	0.0	1.0114182376239493	2.397431870979806	0.0	0.0	0.0	0.5873163168219139	0.40810336316411955	0.0	0.2024567997680655	1.9381460082913886	0.0	0.0	0.0	0.0	3.7126093827539393	2.3952026964233877	3.308888916462963	0.0	44.47566530461745
hsa-miR-3940-3p	2.22535874173766	0.0	0.926387833192754	2.284951018810696	0.0	0.0	0.0	0.0	3.5036291758880242	4.287125975053214	0.0	0.0	1.0270518110958275	2.1206276144947016	1.7513681834196224	0.0	2.2551846695553075	0.0	1.0513881740909565	0.0	0.0	0.0	0.0	0.9691036824647795	0.0	1.0933962692225898	0.0	0.0	1.0764019327873104	0.0	0.0	0.0	0.0	0.0	0.0	6.166821326630096	2.1346945150123178	2.2923389268950194	0.944798398917639	0.9690730041456943	0.0	4.251194585678576	2.0019563117078008	0.0	0.0	0.7185608089270163	0.0	0.0	44.05141295972761
hsa-miR-874-5p	1.11267937086883	0.0	0.0	1.6321078705790686	0.0	0.0	0.0	0.0	0.0	2.143562987526607	0.0	0.0	0.5135259055479138	0.7376096050416354	0.0	0.0	1.5034564463702051	6.149398210430515	2.102776348181913	3.27100612877515	0.0	1.5788746570881602	0.0	1.938207364929559	0.0	1.0933962692225898	0.0	0.0	0.40365072479524144	0.0	0.0	0.0	0.0	0.0	0.0	8.222428435506796	0.06278513279447993	1.528225951263346	0.404913599536131	0.45223406860132404	0.0	0.0	4.804695148098722	0.0	0.0	0.0	0.8272222291157407	3.1545293521069886	43.637285806380916
hsa-miR-379-3p	0.0	0.0	0.0	2.61137259292651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.911508482347548	2.3050300157551105	1.7513681834196224	0.0	0.0	0.0	0.0	0.0	0.0	1.5788746570881602	0.0	1.2921382432863726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.794863741959612	0.0	0.0	1.0004652163255914	0.0	0.6592438943420392	0.0	0.809827199072262	7.9463986339946935	4.571987660205305	0.0	0.0	0.0	0.0	0.23952026964233877	0.8272222291157407	0.0	43.29982101948091
hsa-miR-4676-3p	0.0	1.3549098205896162	0.926387833192754	1.305686296463255	0.0	0.0	1.0587113682838658	6.421617733939534	0.0	0.0	0.0	0.0	1.1737734983952315	0.4149054028359199	0.5837893944732074	0.0	0.0	0.0	1.0513881740909565	9.81301838632545	5.828739962424057	1.5788746570881602	0.0	1.938207364929559	0.0	1.0933962692225898	0.0	2.68249697548466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4682907920547847	0.910384425519959	1.528225951263346	1.2822263985310816	0.7106535363735091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.12568424148149
hsa-miR-1224-5p	1.11267937086883	0.0	0.6175918887951694	0.0	0.0	0.0	3.176134104851598	0.0	0.0	0.0	0.0	0.0	0.5135259055479138	0.3918551026783688	0.0	0.0	0.0	0.0	1.0513881740909565	2.180670752516767	0.0	1.5788746570881602	0.0	1.6151728041079658	0.0	5.466981346112949	0.0	2.68249697548466	0.0	0.0	0.6742788250826329	2.397431870979806	3.451848723880292	5.449836300542122	0.0	1.1746326336438278	1.2870952222868386	0.0	0.0	0.38762920165827774	2.2859938301026523	0.0	0.0	1.9927483886138344	1.8563046913769696	1.6766418874963713	0.0	0.0	43.02181265780696
hsa-miR-1908-5p	0.0	0.0	1.0807858053915462	0.6528431482316275	0.0	0.0	1.0587113682838658	0.0	0.0	0.0	0.0	0.0	6.30903255387437	5.186317535448999	0.0	0.0	0.0	0.9460612631431562	1.577082261136435	0.0	0.0	0.0	0.0	2.9073110473943387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	4.087377225406591	2.5011630408139784	0.5873163168219139	0.2825330975751597	1.528225951263346	0.3374279996134425	4.6515504198993325	0.0	2.834129723785717	0.0	0.0	0.0	0.3592804044635082	3.722500031020833	0.0	43.00708106454796
hsa-miR-887-3p	1.11267937086883	1.3549098205896162	0.3087959443975847	1.305686296463255	0.0	0.0	1.588067052425799	0.0	0.0	0.0	0.0	0.0	0.0	0.11525150078775553	0.0	6.759369161594887	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.071236389680971	0.0	3.203818952191012	0.6742788250826329	3.5961478064697094	0.0	0.0	0.0	1.1746326336438278	0.0	1.528225951263346	0.0	0.19381460082913887	2.2859938301026523	0.0	0.8007825246831204	0.0	3.0938411522949494	0.0	0.0	0.0	42.25786718962747
hsa-miR-146a-3p	1.11267937086883	0.0	1.852775666385508	8.81338250112697	0.0	0.0	0.0	4.281078489293023	5.839381959813373	0.0	0.0	0.0	0.14672168729940394	2.420281516542866	4.378420458549056	5.40749532927591	0.0	0.0	0.0	0.0	0.0	3.1577493141763204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7619489504657417	0.8475992927254791	1.528225951263346	0.0	0.38762920165827774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.9353696894441
hsa-miR-382-5p	1.11267937086883	0.0	0.463193916596377	1.9585294446948824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.922971114167813	3.3653438230024615	1.1675787889464149	0.0	0.0	0.0	1.0513881740909565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68249697548466	0.2691004831968276	0.0	0.6742788250826329	0.0	0.0	0.0	3.001395648976774	3.2302397425205265	0.878991859122719	0.0	0.3374279996134425	8.850866771197342	0.0	0.0	2.0019563117078008	0.0	0.0	0.0	2.4816666873472224	0.0	41.45010593661769
hsa-miR-1283	1.11267937086883	37.260020066214445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68249697548466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.147397613198144
hsa-miR-6813-5p	0.0	2.032364730884424	0.6175918887951694	1.305686296463255	0.0	0.0	0.0	0.0	0.0	3.2153444812899106	0.0	0.0	4.401650618982118	0.7837102053567376	2.3351575778928297	0.0	0.0	0.0	0.0	0.0	0.0	7.104935956896721	0.0	2.2612419257511522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.500697824488387	0.0	0.25114053117791973	5.348790829421711	0.3374279996134425	3.9408968835258236	2.2859938301026523	0.0	0.0	0.0	1.2375364609179798	0.0	2.0680555727893517	0.0	41.02822361434959
hsa-miR-362-5p	0.0	2.032364730884424	0.3087959443975847	0.0	0.0	4.625100885013055	2.1174227365677316	0.0	0.0	0.0	0.0	0.0	1.3938560293443374	1.4521689099257196	0.0	0.0	0.0	1.4190918947147342	6.30832904454574	4.906509193162725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2691004831968276	0.0	1.6856970627065821	0.0	0.0	0.0	0.0	1.7619489504657417	0.6592438943420392	0.0	1.1472551986857045	0.7752584033165555	6.8579814903079575	0.0	1.2011737870246806	0.0	1.8563046913769696	0.23952026964233877	0.0	0.0	41.01712359962145
hsa-miR-520a-3p	1.6690190563032452	35.905110245624826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.0	0.0	0.0	0.0	0.0	1.577082261136435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.297933250363904
hsa-miR-548j-3p	0.0	0.0	0.0	1.305686296463255	0.0	0.0	2.1174227365677316	0.0	0.0	0.0	0.0	0.0	3.668042182485099	1.0372635070897998	2.918946972366037	0.0	0.0	0.9460612631431562	0.0	0.0	3.8858266416160374	3.9471866427204008	0.0	0.0	0.71637984608579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0009304326511828	0.0	0.7220290271365192	1.528225951263346	1.0122839988403274	1.550516806633111	3.4289907451539787	2.834129723785717	0.0	2.9891225829207517	0.0	0.0	2.4816666873472224	0.0	39.09071204426946
hsa-miR-3942-5p	1.11267937086883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.077663172788938	0.8803301237964237	0.7606599051991865	0.5837893944732074	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	5.526061299808561	4.276056506661384	1.938207364929559	2.14913953825737	1.6400944038338845	0.0	0.0	1.2109521743857243	4.805728428286518	2.359975887789215	0.0	0.0	0.0	1.0004652163255914	0.5873163168219139	1.5696283198619982	0.0	1.0122839988403274	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.23952026964233877	1.2408333436736112	0.0	38.19093014638906
hsa-miR-6859-5p	0.0	0.0	0.6175918887951694	0.6528431482316275	0.0	4.625100885013055	0.0	0.0	2.33575278392535	0.0	0.0	0.0	4.328289775332416	2.143677914652252	2.918946972366037	0.0	0.0	1.892122526286312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.186792538445179	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	1.5006978244883873	0.5873163168219139	0.753421593533759	0.0	1.484683198299147	4.845365020728471	2.2859938301026523	0.0	0.8007825246831201	0.0	1.2375364609179798	0.0	0.0	0.0	37.594347073602634
hsa-miR-455-3p	1.11267937086883	0.0	0.0	0.0	0.0	4.625100885013055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9073110473943387	0.0	1.0933962692225898	0.0	0.0	0.0	0.0	0.0	0.0	1.1506162412934307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0039126234156015	0.0	4.331377613212929	13.41313509997097	0.0	4.731794028160484	37.36932317855223
hsa-miR-7705	0.0	0.0	1.0807858053915462	1.9585294446948824	0.0	0.0	1.588067052425799	0.0	0.0	0.0	3.6833633527446583	0.0	2.640990371389271	1.290816808822862	2.043262880656226	0.0	0.0	0.0	3.15416452227287	1.635503064387575	0.0	1.5788746570881602	0.0	0.0	0.0	0.0	0.0	2.68249697548466	0.0	0.0	0.6742788250826329	0.0	0.0	0.0	1.500697824488387	0.0	0.1883553983834398	0.0	0.4723991994588195	1.3567022058039722	0.0	5.668259447571434	0.0	1.9927483886138344	1.8563046913769696	0.23952026964233877	0.0	0.0	37.286121185780345
hsa-miR-1910-5p	0.0	1.3549098205896162	0.463193916596377	0.0	0.0	0.0	1.0587113682838658	0.0	0.0	0.0	0.0	0.0	0.5135259055479138	0.09220120063020443	0.8756840917098112	0.0	1.5034564463702051	0.0	0.0	1.635503064387575	0.0	2.3683119856322405	0.0	0.0	1.43275969217158	2.7334906730564743	0.0	8.04749092645398	0.0	3.203818952191012	1.0114182376239493	0.0	0.0	2.724918150271061	1.0004652163255914	0.0	0.06278513279447993	4.584677853790039	0.0	0.32302433471523145	0.0	0.0	0.0	1.9927483886138344	0.0	0.23952026964233877	0.0	0.0	37.222615627397374
hsa-miR-149-5p	1.11267937086883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	1.1004126547455295	0.4149054028359199	0.0	5.40749532927591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68249697548466	0.0	3.203818952191012	1.6856970627065821	0.0	0.0	2.724918150271061	0.0	0.0	0.06278513279447993	0.0	0.0	0.9044681372026481	5.714984575256631	0.0	1.6015650493662408	0.0	4.950145843671919	2.8742432357080654	0.0	0.0	36.77636865630484
hsa-miR-6772-3p	0.0	0.0	0.6175918887951694	0.6528431482316275	0.0	0.0	0.0	0.0	7.0072583517760485	0.0	0.0	0.0	8.289775332416323	1.1755653080351063	0.5837893944732074	0.0	0.0	0.9460612631431562	0.0	0.0	3.8858266416160374	0.0	0.0	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.500697824488387	0.0	0.3139256639723996	0.0	0.8773127989949505	5.620623424045027	0.0	0.0	2.802738836390921	0.0	0.0	0.3592804044635082	1.2408333436736112	0.0	36.52019274615868
hsa-miR-106a-3p	0.0	0.0	1.6983776941867157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.155326345577876	0.9536909674461257	0.8989617061444931	0.0	0.0	0.0	0.0	1.577082261136435	0.0	7.771653283232075	2.3683119856322405	0.0	0.0	0.71637984608579	0.0	0.0	0.0	0.2691004831968276	0.0	2.359975887789215	0.0	0.0	0.0	0.0	0.0	2.009124249423358	0.0	1.4846831982991469	0.25841946777218516	0.0	4.251194585678576	0.0	0.0	0.0	0.3592804044635082	1.2408333436736112	0.0	36.372395709738186
hsa-miR-4638-3p	2.22535874173766	0.0	0.7719898609939616	0.9792647223474412	0.0	0.0	1.588067052425799	0.0	0.0	3.2153444812899106	7.366726705489317	0.0	0.8069692801467218	1.336917409137964	1.1675787889464149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.280188807667769	2.592735673190854	0.0	0.9418516911888967	0.0	1.6856970627065821	0.0	0.0	0.0	0.0	0.5873163168219139	0.8475992927254791	1.528225951263346	1.214740798608393	0.7106535363735091	0.0	0.0	0.0	1.9927483886138344	0.0	0.5988006741058469	0.8272222291157407	0.0	36.265997464897346
