name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-320b	361.08167588481786	287.94414468139996	757.1933886582437	358.7046677958675	2042.7645661983893	780.2545193017021	201.36690224759124	536.7758912491902	380.0325392608065	383.8406789664312	474.41719983351203	427.81482787843936	284.9707211632934	178.9178567462547	324.7676000444402	347.7598871223975	268.5674365365976	316.17592666926	182.7287613518319	664.7177700627028	483.3135665032862	419.8227713197418	433.16452412479805	248.13207572594632	2976.423512848741	419.91883719493575	763.1316197325953	3135.3312059854934	155.74895251996196	310.03050874737926	829.2104394031084	2348.164646031171	1474.8859239334727	799.6726464995475	350.529662959943	600.7903319903367	127.46607762253035	346.9436772689525	171.55723240346418	284.31540575963436	355.7822826007621	413.17900012443164	281.14902454106726	350.09742404532767	367.0739399159549	182.54295978527676	309.46974464240657	76439.54881517758	104938.19377106102
hsa-miR-425-5p	1820.8997904268404	3009.2547115295374	1095.6080107226303	2392.670138268915	789.7696903943265	2386.552056666736	1262.5133066785102	1299.3073215004324	2248.162054528149	1786.6597501034269	2749.6307428238874	1804.3659539591051	2729.9770747363596	2234.449996672689	1891.7695327904287	1818.2703044690245	2516.7860912237234	3245.936193844169	1719.5453587257596	3755.1150358338723	1841.881828126002	4093.2325485010556	1724.6761243534245	1975.3563394240423	847.1191679964467	900.9585258394139	2189.565276009676	2832.7168061118014	1643.8003016078217	2737.6632946472196	2396.049804931136	2271.5666977533665	1214.4754426852162	1498.7049826490836	2385.6093083283727	1989.2403650758224	1525.8670823042457	2686.6212223209623	1373.736872026247	2703.9074961673164	2564.885077375176	2394.839616598931	2120.071734098561	2237.856440413336	2590.7825809317906	501.31592436141506	2206.6152961662383	1044.1492155474132	99050.50848825007
hsa-miR-101-3p	1687.9346056080153	3209.7813649768004	1249.5427890048263	2118.1495944375156	2839.979896771518	4178.778649609294	959.1924996651825	1404.1937444881114	2176.921594618426	3112.4534578886332	2521.2622149537187	4096.012657066489	1294.5988078862906	1211.7542792824615	1633.7346204332712	2801.082580564921	1286.2069898697105	1373.2079234522912	1371.0101790146073	1426.1586721459653	2994.029427365157	2204.1090212950717	1208.6986392162844	1101.2248178408113	991.8278969057762	712.8943675331285	1461.006551843046	1876.4066343515199	806.6286983824908	1712.4412299460957	2233.8857474987626	2724.68132136855	756.5301786504307	1545.0285912036916	2240.541851961162	1669.4466305662904	2323.5835870245105	1117.8972833491375	1497.1005486849217	1653.0447304717254	2377.433583306759	2781.6983238956814	1520.285623110904	3601.8927124195056	1834.6478033109051	2601.788928989905	1474.523623398808	1380.1065915468075	92355.3420671759
hsa-miR-28-3p	2253.7320656948154	1319.682165254286	1268.996933501874	3130.7093173447693	2480.9936738650053	2435.115615959373	957.0750769286147	946.1183461337581	2289.0377282468426	2095.3328203072583	1734.864139142734	937.8625297414558	5315.653370013755	1911.1925872631923	2811.2378290857305	1354.5775799836154	1227.5721884612724	1902.529200180887	1165.4637909798255	2740.5579682254465	1103.5747662189547	1885.9657778918074	1573.588794451389	2700.2458939076973	372.8757098876537	167.83632732566753	2054.7430210037514	2513.4996660291267	192.27229524413335	1443.3204379620508	575.4969772080271	1938.3236676871734	154.75788445396643	521.8218257769082	2060.4581130225556	5239.448862368294	398.2774898817834	1497.6614322380792	1495.4134086868544	5396.638350353485	2146.5482064663906	1808.1747637752876	2628.168246010001	1792.477175558144	2368.644786197013	3396.636943798006	2311.2589081493797	733.4280743648749	90749.86273223296
hsa-miR-107	1157.9283319508274	1321.262893378308	2119.266566400621	2109.1185975536455	1739.088813191547	1201.7553799558914	562.5286403481609	1627.5233390128974	1216.927200425108	1495.4924442977301	1149.823259948457	1639.9002059899508	1668.250038208774	1613.8206649306298	1758.9574455477762	925.5829505277264	1225.3170037917178	931.3973135644371	782.0575701613241	741.9732235438303	1481.7952260029156	1173.8933075450477	1024.3530920402152	1121.0376042378678	817.6281976659142	666.0605606680948	487.0021839476822	2282.3578433081993	1399.5916131066992	1315.7016496997749	1680.0780724975616	1609.8755013629402	5350.365522014448	2205.8212426444247	1704.2924960106434	1023.7902262733994	1847.693208819949	870.8340878948975	1856.1239402736257	2345.232042377345	968.1183870484732	1531.3747607522166	1138.4458225911683	1093.68674061756	1059.94997877625	1635.963361702112	1371.2587151308592	9758.536550742976	77808.83381848261
hsa-miR-27a-3p	1028.3939085255163	1618.3268715425806	1449.1536340624984	2921.581895527904	2227.044160623732	2270.9245345414097	885.4356076747399	674.9833751452	1111.234386952485	1029.2674945106924	1119.7424592343762	1011.9400773804548	2221.6475622802996	1001.3588228777211	2079.603770462183	1408.4272209709882	713.5153718398598	1301.7802980849829	897.9731163548513	7750.739883414072	2314.657402855953	3517.601163104331	1028.629148546877	1057.992025784188	700.3209978693669	349.7956897954602	2343.4009259523336	2880.3311274266534	208.66499967887341	1151.2389434873035	941.2932398153555	2698.309570787772	761.5161823627022	980.7434575850594	1301.2717580341528	2327.68139264445	398.1205270497972	1332.1036208512166	887.5818577831861	1997.8409053467635	1692.2069327334884	1899.575447367377	1638.5345092557782	2137.388709154055	858.9534319154878	77.10556680236287	1272.957140237606	791.5239899328452	74270.41511616735
hsa-miR-223-3p	535.7551170733417	3054.6441905192896	1611.1428398943979	3535.7984908224944	526.5131269295509	1695.0994743572844	620.9342174984873	301.81603349515814	1496.0496581041862	1106.078501563729	1040.550147150366	560.678686258479	4843.356258596974	1981.9339584467168	2378.9417824783204	1076.091570525906	624.6861534668202	1274.3445214538315	771.7189197827622	3302.625854686643	1334.781451395109	4366.377864177307	607.2000239459164	1208.7953265944016	154.73804675453064	78.72453138402646	2612.181190739785	1005.9363658067476	68.88972369838787	816.9738328087079	345.5678978548493	1401.2989285876968	238.75287006838687	197.55656589465192	1436.6680506435493	3729.1649536607424	436.67059858560793	2870.008336472564	1902.7564898202022	3799.0892005858373	2574.029052695587	787.8880632124294	1375.7443774056007	1551.35462053587	451.7008082350626	29.341233031186498	1691.255847427132	97.79040991531666	69509.99616504194
hsa-miR-140-3p	1349.680076863891	1850.1293600151207	921.4470980823926	2173.314840463088	1268.4179876030091	1595.6598053295038	757.5079840071061	560.821282097386	1507.728422023813	1575.5187958320562	2016.6414356277005	1266.1144151509652	2235.9651535992666	1247.9432505298169	1419.4839126616039	1151.7965051357687	1180.965038623796	1463.083743450891	1032.4631869573195	2987.51893094797	1670.905455894896	2732.242594091061	909.3746837499875	1667.1813684002423	280.82089966562967	272.2556710364248	1127.8400178380214	1872.3828888882929	524.8804924754123	1412.884157916236	578.8683713334403	889.4472241335081	309.51576890793285	440.07428126877636	2321.079301875372	3722.7044741757013	1673.7574626016433	2204.4659346973767	1333.7853968720156	2624.3143000934833	1784.2181843951203	1750.0751044376805	1599.1627017921912	1578.2567237821568	950.4280019850084	788.8600080670427	1757.0200146418333	433.74778591471096	68772.75049593364
hsa-miR-30c-5p	873.6387526938431	685.8101875217774	778.8348377614413	2988.063089456159	717.972445813024	3471.9090643497993	607.347421605511	791.9995205192092	2090.4987416131876	1909.9146218862068	1313.1190352534707	797.8627608090355	4074.3389882316983	1859.3678290756316	2134.625920891283	1843.955907283085	702.1141604548858	1738.0722172711685	787.8402051188236	853.9143221730238	2073.088513302156	1603.3472142730268	639.9831238303203	595.9987647158395	265.7769228978281	303.96416284387993	1396.1881600132747	2644.942017827875	139.93225126235035	1098.909900601517	265.66585708255735	1391.7092011037776	164.5381225049606	411.46264069093024	1474.685728863922	633.5185337452378	322.9771872836039	678.5323223609257	1077.8575067652064	3996.887768209797	1531.615866168777	1523.8170814887872	978.0223901463178	1160.4438116361227	2048.329098896076	1122.751263948463	1667.2664027827755	454.2522267034064	62687.664071731975
hsa-miR-151a-5p	749.1113864374398	361.4221946422801	804.7222311001057	2641.076956171049	422.8059958676697	3741.706615975561	584.673353134765	836.950844656786	2864.800789484441	1437.25898313659	1123.4258225871208	835.9209504217323	5513.324163227877	2995.9281875274687	2090.8417163057925	1454.6162435752196	856.2184462078318	1653.0055420268795	932.3184633751558	387.34164241579066	1352.2676712823811	1434.8023446288657	625.0169260570055	912.7341516014116	115.51625018133365	136.67453365282373	1130.4327535112122	1748.3174037721274	133.81021526962255	1200.6311523335817	400.35305239281325	1717.7599355570312	84.57029373506715	363.77657306118664	1358.3816474660719	723.867360483009	445.90001310639644	573.0847317237548	1047.6464531998163	6419.688720830095	1631.0565977782426	1078.3863599004653	589.1757425356058	656.6105940482585	866.5849067578154	225.92749434013604	1291.7075107642293	511.0337550413322	61063.185673289256
hsa-miR-93-5p	568.0228188285378	1853.5166345665948	658.661749400048	1785.1995888393853	550.4455417899851	1907.854115067885	947.54667461406	738.4860394030464	2129.038662547956	1827.3874468664324	1646.4634186768624	1688.1525535346204	2448.711600183402	2243.0938592317707	1317.9045580232657	1576.2848884839277	1282.448348753785	2388.8046894364693	1603.8926595757544	659.6529026363219	1272.6082251292523	1154.9468116599892	1247.1831477762369	566.925654241896	210.25748482617936	123.00708028754134	768.7461271010882	1444.5246212984896	334.3573503720583	1074.8812584600844	850.2655984292	854.6844620043009	140.37518143779855	283.39148762819036	925.4303251011721	973.1831369739114	1331.233170641358	521.8891623564327	1594.5497549732838	2877.1777493085665	2434.5834290593248	1778.4164016755376	644.2295411075703	1381.9710075036942	847.0937074983572	371.73545848490977	730.850839423757	924.2771001673477	57484.34402538765
hsa-miR-143-3p	275.3881442900354	2067.592386219754	1419.998150312293	2071.7977309130697	2528.8585035858737	2164.5472141861096	320.78954459001136	171.24313957172092	1518.2393095514772	2009.590300806194	795.6064841928462	1792.1329644407383	1768.1430536451169	592.0239092465426	1583.820627205812	874.6623695103783	541.2443206932738	347.2044835735383	412.6698583307005	3517.9670914976737	575.1023429591736	3019.5977816811064	531.6563589948987	1208.1492574727586	212.76481428747965	86.92500340319589	1658.054463005551	832.9153108879871	111.67670052668346	684.015346292781	391.7559973730097	2426.201053431564	260.61457865296205	337.88985063361156	1453.6759593210843	1930.508733393631	313.3605977772493	1263.8428616947872	998.6519076559443	2370.3525681403685	2870.06525369388	1425.5672510642157	662.2471479129405	2535.772324511104	266.07033909736566	273.7716682011932	1112.6138981606714	198.7353491827403	56786.07430577309
hsa-miR-92b-3p	856.2067758835648	1644.1830672854992	548.5759952223092	465.1507431150346	2010.3228482764673	1991.10593099812	1146.0550561672849	1656.7773753564	1493.713905320261	1964.5754780681352	1475.1870227742356	2046.986912740047	669.9312242090784	414.31377846520945	607.1409702521357	2245.4624354818216	1096.0197494038796	747.861428514665	1297.938700915286	564.2485572137134	1632.0471894787358	1625.451459472261	1489.4930164870484	753.854986770658	887.5946293002938	1936.9514909278178	1077.2816722107998	1208.4648874558395	896.2391592870345	1517.008273862444	986.4699210958919	1014.113681424458	352.6638779564365	1979.6530361719258	1037.4824293296383	611.1026276532015	564.9929458287259	1023.9113873464419	425.9016211120871	456.36878008567896	1619.6266286277294	1147.8225381332154	676.2608420948951	1900.0855885432911	1224.542328078341	823.2311667607183	1256.5505660268102	1066.2309210121623	56133.15560819773
hsa-miR-30a-5p	1255.6586700254747	1115.090782345254	278.7655388049196	488.48988566431524	1364.1476470447458	3212.132564641566	494.1535311464944	500.88618324728367	1195.9054253697789	1237.9076252966156	1344.4276237518004	1374.172489229872	428.6840898670335	264.4215182573475	416.0958909107786	1264.002033218244	507.4165506499442	780.0275114615323	491.786818431045	760.5089249402224	2438.3562176140636	1578.8746570881603	668.4901672080629	736.034246832	1097.6730191649517	420.4108655160858	782.3579893853401	4878.120749918855	261.16201894252123	968.3542782997333	986.1327816833506	3566.779266050207	228.397323896746	968.7084024213622	906.1713696869044	1868.546861968919	144.8453013568652	674.7117574827673	112.26229547139232	686.8466429049967	2011.6745704903342	872.9119549260009	1102.0769495951445	1998.726633779676	1959.3296017483915	1908.7969088472082	490.54278186563425	2656.1137144740846	55748.090632924024
hsa-let-7d-3p	891.8125157513673	1511.4019048677167	702.3563755323063	1004.0727619802431	2066.1651496174804	1149.337569925744	737.9218236938545	1735.977327408321	720.5797338409703	1167.1700467082376	1075.5420990014402	1074.464246029885	1589.0692342961945	541.8203555033963	933.1873470654222	1535.7286735143582	959.9569410073759	1268.6681538749724	719.1495110782143	2383.473132500826	2758.9369155473864	2159.111093568059	808.1746797590015	852.811240569006	895.8329975302804	853.9424862628425	1005.9814411980512	2186.235035019998	308.1200532603676	909.8845824222473	635.1706532278401	1063.2610347795442	578.1846612499489	1053.1808650797652	1177.5475596152212	1316.175865997909	417.3641702513053	1195.8368068635684	610.7446793003309	966.2949948671434	1065.273124827836	891.3337981306081	1222.7949151911248	1988.7628918366067	832.2432699673413	282.3943979083174	2094.113073006498	675.0692813508956	54572.63147178738
hsa-let-7b-5p	737.4282530433171	939.9009425430166	624.7096353135337	1178.9367992340844	781.7922187741817	752.9664240801253	589.067005313143	1105.3744659354584	696.7550554449317	975.7498719221115	1103.1673241470253	1473.2597043286435	4369.753324163228	2343.9112620608676	1005.2853372828632	1100.1549247411838	982.508787702929	1937.0604362856122	1024.761768582103	702.3122742324312	1247.9332259549903	599.8934259606465	1247.1831477762369	580.8322920852656	759.076084912503	268.6474633479903	1003.3887055248604	2136.8770906710806	417.7112250422757	967.393132614076	2125.866279720525	1359.583614032648	529.6861866794308	557.5182535454592	801.8728708849616	945.7554649783281	802.6058969366348	667.9875632972086	771.1781959965382	4318.496179591193	762.6075417222448	1050.6118886073655	538.3660913444618	1194.403565425417	717.7402089209052	475.38186716589087	961.3149524554022	821.1239903534492	53055.89222067879
hsa-miR-130a-3p	624.2131270574137	732.3287580286875	1187.9379980975082	1836.1213544014522	901.4542930763524	1375.9675132913837	301.20338427675983	468.778094577586	1111.8183251484663	678.437685552171	694.3139919923681	731.9405395156144	1280.1467216872995	1210.0716073709605	1362.1266046546114	716.493131129058	556.2788851569759	652.7822715687778	445.2628917275201	532.083663614091	994.7716202537056	904.6951785115158	490.32114609717195	564.3413777553233	1133.3129165077198	402.9165252085243	885.4192323946766	1294.3047906713487	640.4591500084498	813.7700138565169	825.3172819011427	1360.5425867810402	842.826396747438	664.8800286661389	1050.9887097500339	833.9891698871178	1188.3812972507176	530.2944050883812	1089.0826115523469	1522.3490846459429	739.5190040382081	769.4662200078222	551.7391595066699	641.6649811336547	525.3342276596824	236.6460264066307	789.5836176909745	12979.311019244205	52665.98862114816
hsa-miR-16-2-3p	821.7137153866311	1291.229059021904	1043.2670981472397	978.9383007733254	630.2202579914323	911.1448743475717	804.0912842115962	708.5184899779953	1009.0452026557509	1221.830902890166	878.482159629601	1435.3374368217062	505.6762952773957	1687.1897703321108	721.5636915688845	1050.4059677118455	853.9632615382765	1541.606828291773	866.3438554509482	861.910114932252	1816.6239549554975	923.6416743965738	687.0197454035956	684.8332689417775	1995.476061271968	675.1721962449492	736.3369311862025	913.3902201525268	769.6273819429271	1098.909900601517	2523.8256422842946	1563.1255798788338	962.4904858419548	1494.617605423677	798.8714752359848	483.65498690284613	2058.34779353423	567.7359408943331	1318.7361080892558	442.1557093582088	1084.7040723837085	919.6750953684652	704.6886217211459	1223.5475106088943	964.6596712855652	457.2441947472247	925.248063265956	1192.4120950964418	49809.25055397697
