name	SRX3313436	SRX3313437	SRX3313434	SRX3313435	SRX3313432	SRX3313433	SRX3313430	SRX3313431	SRX3313454	SRX3313455	SRX3313456	SRX3313457	SRX3313443	SRX3313441	SRX3313438	SRX3313439	SRX3313440	SRX3313447	SRX3313446	SRX3313445	SRX3313442	SRX3313444	SRX3313425	SRX3313424	SRX3313427	SRX3313426	SRX3313421	SRX3313420	SRX3313423	SRX3313422	SRX3313450	SRX3313449	SRX3313448	SRX3313429	SRX3313428	SRX3313451	SRX3313452	SRX3313453	SRX3313418	SRX3313419	SRX3313458	SRX3313412	SRX3313413	SRX3313414	SRX3313415	SRX3313416	SRX3313417
hsa-miR-323b-3p	0.0	0.0	0.0	0.0	8.259984669468453	157.2001820212634	124.59196132665521	0.0	266.31158455392807	0.0	70.34802575300526	0.0	0.0	62.598788713438395	135.33020570191266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.53285016543249	0.0	65.05193312661275	79.00974453515934	0.0	150.0862996222828	37.19054368442584	0.0	0.0	166.90589845445137	227.51403003185195	0.0	0.0	48.3045116413873	0.0	93.40847526232214	120.89462018940156	0.0	152.13644737624057	0.0	0.0	120.66365007541478	644.0532417346501	0.0	2824.3929786393046
hsa-miR-34a-5p	75.52870090634441	49.096622152395916	0.0	0.0	8.259984669468453	124.10540685889215	240.87779189820006	0.0	0.0	0.0	118.18468326504885	0.0	0.0	156.496971783596	236.82785997834716	0.0	0.0	0.0	0.0	0.0	51.57696572710628	0.0	29.42301468208433	126.04380022057666	0.0	108.41988854435458	0.0	0.0	150.0862996222828	128.10076157968902	76.95859627520393	214.9151085321298	166.90589845445137	0.0	0.0	0.0	0.0	0.0	0.0	80.59641345960105	0.0	268.61591489867476	259.7852441981296	0.0	120.66365007541478	0.0	0.0	2791.469577781992
hsa-miR-15b-5p	151.05740181268882	0.0	152.15406686084424	0.0	341.963365315994	66.18955032474248	116.28583057154486	0.0	0.0	0.0	101.30115708432758	0.0	0.0	0.0	40.88099963911945	0.0	0.0	0.0	433.56109742984984	155.36566418821442	0.0	0.0	49.03835780347388	0.0	323.9216109701452	65.05193312661275	0.0	0.0	0.0	429.7573936866986	0.0	0.0	0.0	50.558673340411545	116.66569445254623	0.0	0.0	0.0	31.136158420774045	30.22365504735039	0.0	52.29690378558269	0.0	0.0	0.0	0.0	0.0	2707.4095138609205
hsa-miR-1296-5p	151.05740181268882	0.0	0.0	0.0	0.0	148.92648823067057	290.71457642886213	0.0	0.0	0.0	151.95173562649137	0.0	0.0	109.5478802485172	360.8805485384338	0.0	0.0	41.11757570773627	0.0	110.97547442015315	0.0	0.0	107.88438716764253	252.0876004411533	0.0	0.0	0.0	0.0	0.0	0.0	51.30573085013596	0.0	0.0	0.0	0.0	0.0	0.0	81.49959250203749	0.0	0.0	0.0	339.9298746062875	173.19016279875305	0.0	301.65912518853696	0.0	0.0	2672.7281545681003
hsa-miR-592	0.0	0.0	86.94518106333956	0.0	0.0	148.92648823067057	16.612261510220694	0.0	0.0	0.0	5.627842060240421	0.0	0.0	0.0	62.026344280043304	208.89910173386255	468.7290745948842	287.8230299541539	0.0	199.75585395627567	0.0	31.599570245844657	78.4613724855582	0.0	0.0	130.1038662532255	0.0	0.0	250.1438327038047	28.925978421220098	51.30573085013596	0.0	0.0	0.0	116.66569445254623	61.770337883748226	0.0	0.0	0.0	0.0	256.13113914324134	47.542639805075176	0.0	0.0	0.0	0.0	0.0	2537.995339628091
hsa-miR-7706	0.0	0.0	0.0	0.0	41.29992334734227	66.18955032474248	8.306130755110347	0.0	266.31158455392807	0.0	42.208815451803154	393.17007414064255	0.0	31.299394356719198	21.145344640923852	0.0	0.0	0.0	0.0	199.75585395627567	257.8848286355314	110.5984958604563	58.84602936416866	0.0	0.0	0.0	79.00974453515934	0.0	225.1294494334242	0.0	0.0	0.0	0.0	0.0	0.0	339.73685836061526	0.0	0.0	0.0	261.9383437437034	0.0	4.754263980507518	0.0	125.53351744915894	0.0	0.0	0.0	2533.118202890212
hsa-miR-151b	37.764350453172206	24.548311076197958	0.0	94.78223780863465	28.08394787619274	57.91585653414967	126.66849401543278	0.0	0.0	155.29557925251063	75.97586781324569	0.0	69.69774411634877	93.8981830701576	176.21120534103213	0.0	0.0	113.07333319627476	121.39710728035796	0.0	0.0	150.09795866776213	29.42301468208433	78.7773751378604	0.0	0.0	19.752436133789836	0.0	0.0	41.32282631602871	0.0	214.9151085321298	133.5247187635611	75.83801001061731	0.0	0.0	48.3045116413873	0.0	46.70423763116107	0.0	160.08196196452582	171.15350329827064	0.0	0.0	60.33182503770739	0.0	84.53085376162299	2490.0705594122164
hsa-miR-328-3p	402.8197381671702	122.74155538098978	282.5718384558536	0.0	29.735944810086433	140.65279444007777	145.35728821443107	0.0	0.0	0.0	109.74292017468821	0.0	0.0	46.9490915350788	159.29492962829303	0.0	0.0	143.91151497707696	0.0	0.0	103.15393145421255	47.39935536876698	88.26904404625299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.5247187635611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.18761514233077	173.19016279875305	0.0	120.66365007541478	0.0	0.0	2459.166093433038
hsa-miR-1307-3p	0.0	0.0	163.02221449376168	0.0	56.16789575238548	74.46324411533529	74.75517679599312	0.0	0.0	0.0	87.23155193372652	280.8357672433161	0.0	31.299394356719198	87.40075784915193	0.0	334.8064818534887	41.11757570773627	104.05466338316396	0.0	0.0	0.0	117.69205872833732	0.0	0.0	0.0	0.0	0.0	150.0862996222828	28.925978421220098	0.0	0.0	133.5247187635611	0.0	233.33138890509247	0.0	0.0	0.0	124.54463368309618	191.41648196655248	0.0	114.10233553218042	0.0	0.0	0.0	0.0	0.0	2428.778619107101
hsa-miR-219a-5p	0.0	0.0	0.0	189.5644756172693	4.9559908016810725	99.28432548711372	132.89809208176555	0.0	0.0	0.0	75.97586781324569	0.0	0.0	93.8981830701576	215.6825153374233	261.1238771673282	0.0	0.0	121.39710728035796	0.0	0.0	0.0	19.61534312138955	0.0	0.0	43.36795541774183	26.336581511719782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.3045116413873	366.7481662591687	140.1127128934832	0.0	0.0	166.39923931776312	0.0	125.53351744915894	0.0	143.1229426077	112.70780501549731	2387.029209891352
hsa-miR-196b-5p	302.11480362537765	0.0	402.1214624179455	0.0	66.07987735574763	0.0	37.37758839799656	250.18195050946142	0.0	0.0	19.697447210841474	168.50146034598967	0.0	0.0	12.687206784554313	0.0	0.0	61.67636356160441	0.0	0.0	0.0	78.99892561461164	107.88438716764253	0.0	0.0	0.0	197.52436133789837	0.0	0.0	8.264565263205743	128.2643271253399	0.0	0.0	0.0	0.0	216.1961825931188	0.0	0.0	0.0	0.0	192.098354357431	0.0	0.0	0.0	0.0	0.0	0.0	2249.6692636687667
hsa-miR-184	0.0	0.0	32.60444289875234	0.0	3.3039938677873817	148.92648823067057	107.9796998164345	341.1572052401747	0.0	0.0	45.02273648192337	224.66861379465288	69.69774411634877	125.19757742687679	152.24648141465175	104.44955086693128	0.0	0.0	0.0	0.0	103.15393145421255	0.0	0.0	63.02190011028833	0.0	0.0	105.34632604687913	0.0	0.0	0.0	51.30573085013596	0.0	0.0	101.11734668082309	0.0	0.0	0.0	0.0	46.70423763116107	90.67096514205117	0.0	140.25078742497178	0.0	0.0	0.0	0.0	169.06170752324599	2225.887467018973
hsa-miR-31-5p	0.0	0.0	119.5496239620919	0.0	4.9559908016810725	140.65279444007777	161.96954972465176	0.0	0.0	0.0	185.7187879879339	280.8357672433161	116.16290686058129	78.248485891798	226.96003247924938	0.0	0.0	0.0	121.39710728035796	0.0	51.57696572710628	0.0	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	0.0	128.2643271253399	0.0	0.0	0.0	116.66569445254623	0.0	0.0	0.0	108.97655447270915	0.0	0.0	313.78142271349617	0.0	0.0	0.0	0.0	0.0	2218.737911273225
hsa-miR-34b-3p	302.11480362537765	0.0	0.0	0.0	0.0	74.46324411533529	0.0	0.0	532.6231691078561	0.0	16.88352618072126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	310.73132837642885	0.0	205.39720659799028	107.88438716764253	0.0	0.0	0.0	0.0	0.0	0.0	24.793695789617228	102.61146170027192	0.0	0.0	227.51403003185195	0.0	0.0	0.0	0.0	77.84039605193512	50.372758412250654	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	2037.9842711377867
hsa-miR-1843	0.0	0.0	184.7585097595966	0.0	21.47596014061798	57.91585653414967	29.071457642886216	0.0	266.31158455392807	414.12154467336165	73.16194678312547	0.0	0.0	0.0	49.33913749548899	0.0	0.0	0.0	0.0	0.0	0.0	126.39828098337863	186.34575965320073	0.0	0.0	0.0	39.50487226757967	0.0	0.0	37.19054368442584	0.0	0.0	233.66825783623193	0.0	0.0	0.0	0.0	0.0	0.0	251.86379206125326	0.0	40.4112438343139	0.0	0.0	0.0	0.0	0.0	2011.5387479035385
hsa-miR-20a-5p	50.35246727089628	0.0	43.47259053166978	0.0	6.607987735574763	107.55801927770653	132.89809208176555	0.0	0.0	0.0	104.11507811444778	280.8357672433161	0.0	93.8981830701576	205.8146878383255	0.0	0.0	0.0	34.68488779438799	0.0	180.51938004487195	0.0	19.61534312138955	63.02190011028833	0.0	0.0	105.34632604687913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.136158420774045	0.0	0.0	142.62791941522553	0.0	83.68901163277262	241.32730015082956	0.0	56.35390250774866	1983.8750024090273
hsa-miR-374b-5p	50.35246727089628	0.0	0.0	0.0	0.0	82.7369379059281	87.21437292865865	0.0	0.0	0.0	87.23155193372652	0.0	0.0	62.598788713438395	114.18486106098881	0.0	0.0	164.4703028309451	0.0	221.9509488403063	180.51938004487195	94.79871073753397	0.0	94.53285016543249	0.0	0.0	0.0	0.0	0.0	41.32282631602871	76.95859627520393	107.4575542660649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.46241160040411	0.0	0.0	120.66365007541478	286.2458852154	0.0	1970.7020961812434
hsa-miR-339-3p	0.0	0.0	217.36295265834892	94.78223780863465	19.82396320672429	24.82108137177843	41.530653775551734	0.0	332.88948069241013	207.06077233668083	391.13502318670925	0.0	0.0	31.299394356719198	78.94261999278238	0.0	0.0	0.0	0.0	66.58528465209189	0.0	63.19914049168931	78.4613724855582	63.02190011028833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.49959250203749	46.70423763116107	0.0	0.0	78.44535567837404	0.0	0.0	0.0	0.0	0.0	1917.56506293754
hsa-miR-873-5p	0.0	49.096622152395916	0.0	0.0	13.215975471149527	115.83171306829934	195.19407274509317	113.71906841339155	0.0	0.0	154.76565665661158	0.0	0.0	0.0	229.77941176470588	0.0	0.0	0.0	0.0	0.0	51.57696572710628	0.0	0.0	189.06570033086498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.42584470937058	72.45676746208095	122.24938875305624	0.0	0.0	0.0	268.61591489867476	0.0	0.0	180.99547511312218	0.0	0.0	1910.9885772659231
hsa-miR-101-5p	125.8811681772407	0.0	0.0	0.0	13.215975471149527	16.54738758118562	20.765326887775867	0.0	0.0	0.0	11.255684120480842	0.0	0.0	78.248485891798	21.145344640923852	0.0	0.0	0.0	208.1093267663279	0.0	154.73089718131882	0.0	78.4613724855582	0.0	161.9608054850726	0.0	92.17803529101923	0.0	300.1725992445656	37.19054368442584	0.0	0.0	0.0	75.83801001061731	0.0	92.65550682562234	0.0	162.99918500407497	93.40847526232214	80.59641345960105	0.0	14.262791941522552	0.0	0.0	0.0	0.0	0.0	1839.623335412603
hsa-miR-3605-3p	0.0	0.0	0.0	0.0	0.0	91.01063169652092	16.612261510220694	0.0	133.15579227696404	0.0	0.0	0.0	92.93032548846503	0.0	12.687206784554313	104.44955086693128	0.0	102.79393926934068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.8511983144588	0.0	0.0	20.661413158014355	128.2643271253399	0.0	300.43061721801246	176.95535669144041	116.66569445254623	0.0	0.0	162.99918500407497	31.136158420774045	80.59641345960105	0.0	19.01705592203007	0.0	0.0	0.0	0.0	84.53085376162299	1819.747981420912
hsa-miR-1275	0.0	0.0	65.20888579750468	0.0	0.0	49.64216274355686	12.45919613266552	0.0	0.0	0.0	275.7642609517806	0.0	0.0	0.0	8.458137856369541	0.0	0.0	0.0	329.50643404668585	0.0	0.0	0.0	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.4575542660649	0.0	126.39668335102886	0.0	0.0	0.0	0.0	0.0	261.9383437437034	0.0	4.754263980507518	0.0	0.0	0.0	429.36882782310005	84.53085376162299	1818.5075045648791
hsa-miR-335-3p	0.0	98.19324430479183	0.0	0.0	21.47596014061798	115.83171306829934	87.21437292865865	0.0	0.0	0.0	56.27842060240421	0.0	92.93032548846503	0.0	90.22013713460845	0.0	0.0	102.79393926934068	0.0	0.0	0.0	31.599570245844657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.32282631602871	76.95859627520393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.89462018940156	192.098354357431	59.42829975634397	259.7852441981296	125.53351744915894	241.32730015082956	0.0	0.0	1813.8864418755581
hsa-miR-486-3p	0.0	0.0	86.94518106333956	0.0	307.2714297042265	57.91585653414967	8.306130755110347	0.0	0.0	0.0	22.511368240961684	0.0	69.69774411634877	0.0	28.19379285456514	0.0	0.0	123.35272712320882	104.05466338316396	110.97547442015315	0.0	63.19914049168931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.6298921061005	51.30573085013596	0.0	200.28707814534164	176.95535669144041	0.0	0.0	0.0	0.0	249.08926736619236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1804.6908338461278
ebv-miR-BART1-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.23144104803494	466.04527296937414	0.0	0.0	0.0	46.465162744232515	0.0	2.819379285456514	0.0	0.0	0.0	34.68488779438799	0.0	51.57696572710628	0.0	0.0	0.0	0.0	0.0	0.0	343.7312021998797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.49959250203749	124.54463368309618	50.372758412250654	0.0	0.0	173.19016279875305	0.0	0.0	357.80735651925005	0.0	1800.96881568386
hsa-miR-17-5p	0.0	0.0	76.07703343042212	0.0	28.08394787619274	66.18955032474248	112.13276519398968	0.0	0.0	517.6519308417021	59.09234163252442	0.0	0.0	31.299394356719198	80.35230963551065	0.0	0.0	0.0	86.71221948596997	0.0	0.0	0.0	49.03835780347388	0.0	107.97387032338173	0.0	0.0	0.0	200.11506616304376	70.24880473724882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.7081476198966	0.0	83.68901163277262	120.66365007541478	0.0	0.0	1782.0284011330057
hsa-miR-424-3p	0.0	0.0	65.20888579750468	94.78223780863465	85.90384056247191	41.36846895296405	0.0	250.18195050946142	0.0	0.0	19.697447210841474	0.0	0.0	0.0	21.145344640923852	0.0	0.0	82.23515141547254	0.0	0.0	0.0	0.0	127.49973028903209	0.0	215.94774064676346	281.8917102153219	0.0	0.0	0.0	49.587391579234456	128.2643271253399	0.0	0.0	50.558673340411545	0.0	61.770337883748226	0.0	122.24938875305624	77.84039605193512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1776.1330227831177
hsa-miR-30d-3p	0.0	245.48311076197956	141.2859192279268	0.0	16.519969338936907	41.36846895296405	16.612261510220694	0.0	0.0	0.0	67.53410472288505	0.0	0.0	125.19757742687679	19.735654998195596	156.67432630039693	0.0	0.0	0.0	0.0	128.9424143177657	78.99892561461164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.19054368442584	76.95859627520393	0.0	0.0	176.95535669144041	0.0	0.0	144.9135349241619	0.0	0.0	0.0	0.0	16.639923931776313	0.0	0.0	0.0	214.68441391155002	0.0	1705.6951025913183
hsa-miR-324-3p	0.0	0.0	0.0	0.0	13.215975471149527	41.36846895296405	45.68371915310691	0.0	0.0	414.12154467336165	19.697447210841474	0.0	0.0	62.598788713438395	59.20696499458679	0.0	0.0	0.0	0.0	0.0	0.0	94.79871073753397	88.26904404625299	0.0	0.0	0.0	0.0	0.0	50.02876654076094	0.0	0.0	0.0	0.0	379.19005005308657	0.0	0.0	0.0	0.0	31.136158420774045	130.9691718718517	0.0	30.902715873298863	0.0	0.0	180.99547511312218	0.0	0.0	1642.1830018261298
hsa-miR-1911-3p	0.0	147.28986645718774	54.34073816458723	0.0	4.9559908016810725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.67432630039693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.73591083548366	210.69265209375826	0.0	0.0	0.0	51.30573085013596	0.0	166.90589845445137	176.95535669144041	116.66569445254623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.68901163277262	0.0	357.80735651925005	0.0	1614.0185332536917
hsa-miR-652-3p	50.35246727089628	0.0	43.47259053166978	0.0	135.46374857928265	33.09477516237124	41.530653775551734	0.0	0.0	0.0	171.64918283733283	0.0	0.0	0.0	77.53293035005413	0.0	0.0	0.0	86.71221948596997	44.39018976806126	0.0	0.0	0.0	0.0	0.0	173.47182167096733	0.0	0.0	100.05753308152188	111.57163105327753	0.0	0.0	0.0	126.39668335102886	0.0	0.0	96.6090232827746	81.49959250203749	0.0	0.0	0.0	57.05116776609021	0.0	0.0	0.0	0.0	169.06170752324599	1599.9179179921337
hsa-miR-433-3p	0.0	0.0	0.0	0.0	0.0	41.36846895296405	103.82663443887934	0.0	0.0	0.0	53.464499572284	112.33430689732644	0.0	31.299394356719198	100.08796463370624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	409.64235071687415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.4575542660649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.9691718718517	0.0	152.13644737624057	173.19016279875305	0.0	180.99547511312218	0.0	0.0	1596.7724309947857
hsa-miR-141-3p	0.0	0.0	130.41777159500936	0.0	4.9559908016810725	16.54738758118562	0.0	386.6448326055313	266.31158455392807	0.0	137.8821304758903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.00974453515934	0.0	0.0	8.264565263205743	0.0	0.0	300.43061721801246	0.0	0.0	0.0	144.9135349241619	0.0	0.0	80.59641345960105	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	1560.728836993874
hsa-miR-489-3p	0.0	73.64493322859387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.69774411634877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	591.016548463357	467.33651567246386	0.0	0.0	277.96652047686706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1542.6841620679188
hsa-miR-454-3p	176.23363544813697	98.19324430479183	86.94518106333956	0.0	0.0	115.83171306829934	182.73487661242763	0.0	0.0	0.0	90.04547296384673	224.66861379465288	0.0	109.5478802485172	119.82361963190183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.53285016543249	0.0	0.0	0.0	0.0	0.0	57.851956842440195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.74225946395674	0.0	0.0	0.0	0.0	0.0	1487.1513036077433
hsa-miR-767-5p	0.0	73.64493322859387	0.0	0.0	0.0	0.0	45.68371915310691	0.0	0.0	0.0	5.627842060240421	0.0	0.0	0.0	18.32596535546734	0.0	0.0	82.23515141547254	0.0	44.39018976806126	0.0	410.79441319598055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.61146170027192	0.0	100.14353907267082	0.0	0.0	0.0	0.0	0.0	217.9531089454183	231.71468869635302	128.06556957162067	9.508527961015036	0.0	0.0	0.0	0.0	0.0	1470.6991101242727
hsa-miR-708-3p	125.8811681772407	0.0	108.68147632917446	0.0	11.563978537255835	107.55801927770653	24.91839226533104	136.46288209606988	0.0	0.0	42.208815451803154	280.8357672433161	0.0	0.0	62.026344280043304	0.0	0.0	41.11757570773627	0.0	0.0	0.0	0.0	68.65370092486343	0.0	0.0	173.47182167096733	0.0	0.0	0.0	0.0	76.95859627520393	161.18633139909736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.542639805075176	0.0	0.0	0.0	0.0	0.0	1469.0675094408844
hsa-miR-589-5p	50.35246727089628	0.0	108.68147632917446	0.0	4.9559908016810725	0.0	66.44904604088278	181.9505094614265	133.15579227696404	0.0	73.16194678312547	0.0	0.0	0.0	52.158516780945504	104.44955086693128	267.84518548279095	0.0	0.0	0.0	0.0	0.0	117.69205872833732	63.02190011028833	0.0	0.0	0.0	0.0	0.0	24.793695789617228	0.0	0.0	100.14353907267082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.19961965888156	0.0	0.0	0.0	0.0	0.0	1432.0112954546134
hsa-miR-134-5p	0.0	0.0	0.0	0.0	23.12795707451167	57.91585653414967	78.9082421735483	0.0	0.0	0.0	39.39489442168295	0.0	0.0	0.0	98.67827499097798	0.0	0.0	0.0	0.0	0.0	0.0	157.99785122922327	0.0	0.0	0.0	0.0	92.17803529101923	0.0	0.0	0.0	0.0	161.18633139909736	0.0	0.0	0.0	61.770337883748226	0.0	0.0	0.0	0.0	192.098354357431	109.3480715516729	173.19016279875305	0.0	180.99547511312218	0.0	0.0	1426.7898448189378
hsa-miR-331-3p	0.0	0.0	0.0	0.0	0.0	157.2001820212634	132.89809208176555	0.0	0.0	0.0	81.60370987348611	0.0	0.0	0.0	152.24648141465175	0.0	0.0	0.0	0.0	133.17056930418377	0.0	0.0	19.61534312138955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.42584470937058	0.0	0.0	0.0	0.0	0.0	175.90776727877815	0.0	167.37802326554524	241.32730015082956	0.0	0.0	1415.7733132212636
hsa-miR-33b-5p	0.0	0.0	0.0	0.0	0.0	124.10540685889215	78.9082421735483	0.0	0.0	0.0	109.74292017468821	337.00292069197934	0.0	46.9490915350788	142.37865391555394	0.0	0.0	41.11757570773627	0.0	88.78037953612252	0.0	0.0	0.0	94.53285016543249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.49959250203749	0.0	0.0	0.0	130.74225946395674	0.0	0.0	120.66365007541478	0.0	0.0	1396.4235428004413
hsa-miR-582-3p	0.0	0.0	0.0	0.0	0.0	57.91585653414967	70.60211141843794	0.0	266.31158455392807	0.0	39.39489442168295	112.33430689732644	0.0	62.598788713438395	108.54610249007578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.9608054850726	0.0	0.0	0.0	0.0	0.0	205.22292340054383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.46241160040411	0.0	83.68901163277262	120.66365007541478	0.0	0.0	1386.7024472232472
hsa-miR-3168	50.35246727089628	0.0	130.41777159500936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.048448213641285	0.0	0.0	82.23515141547254	0.0	44.39018976806126	0.0	0.0	0.0	0.0	0.0	86.73591083548366	158.01948907031868	0.0	225.1294494334242	119.83619631648327	76.95859627520393	0.0	66.76235938178056	0.0	0.0	0.0	0.0	0.0	93.40847526232214	0.0	0.0	0.0	0.0	83.68901163277262	0.0	143.1229426077	0.0	1368.1064590785697
hsa-miR-106b-5p	0.0	0.0	0.0	0.0	89.2078344302593	33.09477516237124	53.98984990821725	0.0	0.0	0.0	59.09234163252442	0.0	0.0	0.0	57.79727535185854	0.0	0.0	0.0	104.05466338316396	0.0	0.0	0.0	88.26904404625299	0.0	107.97387032338173	0.0	0.0	0.0	0.0	111.57163105327753	0.0	107.4575542660649	0.0	0.0	0.0	0.0	0.0	122.24938875305624	124.54463368309618	0.0	128.06556957162067	57.05116776609021	0.0	0.0	120.66365007541478	0.0	0.0	1365.0832494066499
hsa-miR-199b-5p	0.0	0.0	76.07703343042212	0.0	23.12795707451167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.229068928184771	0.0	0.0	0.0	0.0	0.0	257.8848286355314	78.99892561461164	0.0	0.0	0.0	0.0	26.336581511719782	0.0	0.0	0.0	51.30573085013596	0.0	0.0	0.0	0.0	0.0	0.0	244.49877750611248	62.27231684154809	0.0	320.16392392905163	0.0	0.0	0.0	0.0	214.68441391155002	0.0	1359.5795582333794
hsa-miR-877-5p	0.0	0.0	54.34073816458723	0.0	33.03993867787381	0.0	12.45919613266552	0.0	0.0	0.0	14.069605150601053	0.0	0.0	0.0	2.819379285456514	156.67432630039693	0.0	41.11757570773627	0.0	0.0	154.73089718131882	0.0	0.0	94.53285016543249	0.0	260.207732506451	0.0	0.0	125.07191635190235	41.32282631602871	0.0	107.4575542660649	0.0	0.0	0.0	0.0	0.0	203.74898125509372	46.70423763116107	0.0	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	1353.0520190732777
hsa-miR-195-3p	0.0	0.0	0.0	284.34671342590394	39.64792641344858	33.09477516237124	20.765326887775867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.458137856369541	104.44955086693128	0.0	102.79393926934068	69.36977558877598	0.0	283.6733114990845	47.39935536876698	0.0	0.0	0.0	130.1038662532255	0.0	0.0	0.0	45.45510894763159	0.0	161.18633139909736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.508527961015036	0.0	0.0	0.0	0.0	0.0	1340.2526468997378
hsa-miR-330-5p	75.52870090634441	0.0	0.0	0.0	0.0	140.65279444007777	182.73487661242763	0.0	133.15579227696404	0.0	101.30115708432758	0.0	0.0	93.8981830701576	132.51082641645615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.9608054850726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.79342723004694	0.0	0.0	120.66365007541478	0.0	0.0	1330.2002135972896
hsa-miR-653-5p	0.0	0.0	0.0	0.0	0.0	16.54738758118562	70.60211141843794	0.0	0.0	0.0	0.0	224.66861379465288	0.0	0.0	21.145344640923852	0.0	0.0	0.0	0.0	88.78037953612252	0.0	0.0	78.4613724855582	0.0	269.93467580845436	0.0	0.0	0.0	0.0	45.45510894763159	0.0	0.0	133.5247187635611	0.0	116.66569445254623	0.0	0.0	0.0	0.0	110.82006850695144	0.0	0.0	0.0	0.0	0.0	143.1229426077	0.0	1319.7284185437256
hsa-miR-199a-5p	75.52870090634441	0.0	108.68147632917446	0.0	67.73187428964133	0.0	33.22452302044139	0.0	0.0	0.0	25.325289271081896	0.0	116.16290686058129	0.0	8.458137856369541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.42301468208433	0.0	0.0	0.0	65.84145377929946	0.0	0.0	41.32282631602871	0.0	322.3726627981947	0.0	50.558673340411545	0.0	0.0	48.3045116413873	0.0	0.0	151.11827523675197	0.0	23.771319902537588	0.0	0.0	0.0	143.1229426077	0.0	1310.94858883803
