name	SRX3313436	SRX3313437	SRX3313434	SRX3313435	SRX3313432	SRX3313433	SRX3313430	SRX3313431	SRX3313454	SRX3313455	SRX3313456	SRX3313457	SRX3313443	SRX3313441	SRX3313438	SRX3313439	SRX3313440	SRX3313447	SRX3313446	SRX3313445	SRX3313442	SRX3313444	SRX3313425	SRX3313424	SRX3313427	SRX3313426	SRX3313421	SRX3313420	SRX3313423	SRX3313422	SRX3313450	SRX3313449	SRX3313448	SRX3313429	SRX3313428	SRX3313451	SRX3313452	SRX3313453	SRX3313418	SRX3313419	SRX3313458	SRX3313412	SRX3313413	SRX3313414	SRX3313415	SRX3313416	SRX3313417
hsa-miR-146a-5p	3600.201409869084	2700.3142183817754	18269.35617093423	2772.3804559025634	573.2429360611106	1025.9380300335085	760.0109640925967	3229.62154294032	12649.800266311584	2588.2596542085103	8151.92922425825	11963.603684565265	2741.444601909718	2707.397611856211	1041.0558011548178	4386.881136411113	2310.164724789072	1973.6436339713412	4942.5965107002885	5704.139385195872	6550.274647342497	1232.3832395879415	1392.6893616186583	3403.1826059555697	3563.1377206715974	1496.1944619120932	3752.9628654200687	11085.33127094612	2526.4527103084274	1008.2769621111006	1128.7260787029911	2256.608639587363	1702.440164235404	4348.045907275393	7233.273056057867	1575.14361603558	941.9379770070524	1874.4906275468622	6305.072080206744	4855.933910940963	7619.901389511429	494.4434539727818	3983.37374437132	4686.584651435267	3619.9095022624438	10233.290396450551	4761.9047619047615	197723.94776692602
hsa-miR-181b-5p	4582.074521651561	2896.700706991359	4249.445724470721	1184.7779726079332	416.30322734121006	9647.126959831217	12245.31326572143	1501.0917030567687	1597.8695073235685	2174.138109535149	8478.344063752194	5167.378117277016	1161.6290686058128	8834.254057183993	11252.142728256946	1410.0689367035723	2879.335743940003	2117.5551489484183	2462.627033401547	1220.7302186216846	1573.0974546767413	1437.7804461859319	1118.0745579192044	11469.985820072476	6316.471413917831	2493.6574365201554	1757.9668159072953	5241.900833548166	2176.2513445231007	566.1227205295934	3373.351803396439	2310.3374167203956	3905.598023834162	1794.8329035846098	2449.979583503471	957.4402371980975	1424.9830934209253	4523.227383863081	1681.3525547217985	1329.8408220834174	2305.180252289172	14683.544303797467	5801.870453758227	5481.630261946607	8929.110105580694	2862.4588521540004	2423.217807833192	185868.1715187083
hsa-miR-186-5p	5538.77139979859	5523.36999214454	5694.909359648742	2322.164826311549	935.030264583829	2399.371199271915	2940.370287309063	3411.5720524017465	5459.387483355526	1967.0773371984678	2192.044482463644	3089.1934396764773	952.5358362567665	2957.7927667099643	1743.7860880548537	3290.1608523083355	1339.2259274139549	2898.7890873954075	2757.4485796538447	3262.6789479525028	5905.562575753668	3744.5490741325916	4236.914114220143	3592.2483062864344	4264.967877773579	3794.6960990524103	3397.4190150118516	601.5296038497895	2951.6972259048953	1909.1145758005266	2847.4680621825455	2632.71007951859	4239.409820743065	4550.280600637039	5308.289097590854	4138.6126382111315	8332.52825813931	3219.233903830481	4047.700594700626	4523.473705420109	3073.573669718896	1564.1528495869732	4676.134395566332	4477.3621223533355	2292.609351432881	4007.4423930156004	2366.8639053254437	161372.2241256688
hsa-let-7b-5p	5609.264853977846	1730.655930871956	3659.84871538495	1961.9923226387373	1736.6617767557425	6501.882265337359	8251.725598664374	1205.4221251819506	3648.468708388815	2381.1988818718296	5326.330421863041	2976.8591327791505	1324.2571382106266	5915.585533419929	9070.577521652835	887.8211823689159	3070.1754385964914	2096.99636109455	2826.818355242621	1706.8027965819556	2237.1508884132345	3632.370599759843	1944.8612704857742	6207.6571608634	3347.189980024834	1144.9140230283842	2525.678166973927	1942.0812924293205	1210.6961502864146	1585.1436174828616	3770.971217484993	2267.354395013969	1662.3827486063356	2806.006370392841	1983.3168056932861	2895.4845883006983	72.45676746208095	3463.7326813365935	1292.150574462123	3792.061253274229	3035.1539988474096	10182.444880251975	4502.944232767579	3096.493430412587	8180.995475113122	1842.7078860741376	2507.7486615948155	155021.49417772045
hsa-miR-103a-3p	2030.8828465928166	1980.230426813302	3930.6467272384757	2369.5559452158664	4443.871752174027	4776.679215102248	5279.930449998475	3525.291120815139	2197.0705725699067	3105.911585050212	4399.096543754595	6964.727027634241	2230.3278117231607	5602.591589852736	6125.571394201849	1845.275398649119	2689.6120708896924	1966.7907046867185	5248.979686217383	1901.3797950652904	2475.694354901101	1232.3832395879415	1324.035660693795	3634.2629063599597	4408.933038204755	2161.169778317468	2278.114300763761	1661.3674772994184	2534.7908380652207	2612.980050716883	3309.219639833769	3008.8115194498173	3505.023867543479	1112.2908134890538	2663.866689999806	3119.4020631292856	2624.5451325153767	3558.8155392556378	2797.0648981328686	2689.905299214184	2902.8195769567346	5466.611200253561	4127.698880036947	2440.929505955868	4987.430869783811	2194.5517866514	3061.8953695876776	150509.03696094482
hsa-miR-146b-5p	3222.5579053373617	1448.3503534956794	10042.16841281572	1919.3403156248517	373.3513070599741	4327.14185248004	4335.800254167601	659.570596797671	2330.2263648468706	1035.3038616834042	10377.740759083337	3538.530667265783	1812.141347025068	3912.4242945899	4713.2973204619275	1096.7202841027784	1138.3420383018615	616.7636356160441	4058.1318719433943	4150.482743313728	6524.4861644789435	884.7879668836504	833.652082659056	4978.730108712778	3779.0854613183606	2211.7657263048336	1435.343692388728	5070.0352324482255	1575.9061460339697	1099.1871800063639	1462.2133292288747	967.1179883945841	1602.296625162733	2654.330350371606	6766.610278247682	247.0813515349929	313.97932566901744	2689.486552567237	2397.4841983996016	8392.101551480959	2753.4097457898442	4397.694181969454	3723.5885001731904	4351.828604904176	5791.85520361991	3291.8276799771	2423.217807833192	147727.48922257207
hsa-let-7g-5p	3197.3816717019135	1325.6087981146898	5939.5720640993	900.4312591820292	635.7828199870861	5733.669796880818	6300.299060260188	682.3144104803494	2396.804260985353	2484.72926804017	19080.72951840679	3033.026286227814	534.349371558674	4405.389755708227	6893.029930530494	626.6973052015877	1238.783982857908	1706.3793918710553	2887.5169088827997	3706.580845633115	2192.021043402017	1184.9838842191746	1108.2668863585097	5829.52576020167	2429.412082276089	3252.5966563306374	2334.549832574589	1031.193606599639	650.3739650298922	2408.530448134245	2667.89800420707	859.6604341285192	2637.1131955803316	1087.0114768188482	1924.983958467013	926.5550682562234	676.2631629794222	3626.7318663406686	2444.1884360307627	2733.081949281828	3329.7048088621373	8175.126709624837	4329.754069968826	3347.560465310905	6515.837104072399	1502.79089738085	2056.917441532826	144971.70992058027
hsa-miR-410-3p	2114.8036253776436	3584.053417124902	3130.0265182802245	1611.2980427467892	264.3195094229905	3276.3827410747526	2205.2777154817973	3047.6710334788936	7190.412782956058	4348.276219070298	1170.5911485300076	3650.8649741631093	348.48872058174385	2112.709119078546	2513.476632984482	1305.619385836641	4252.042319539307	2693.2012088567258	3676.5981062051264	1220.7302186216846	1959.9246976300385	1058.585603235796	1863.4575965320073	1890.6570033086498	2159.477406467635	4922.262939913698	3292.0726889649727	859.3280054996992	2226.280111063862	776.8691347413398	2821.8151967574777	3169.997850848915	5875.087625596689	3311.5931037969563	1516.6540278831012	5188.708382234851	22775.577238914113	2567.237163814181	1759.1929507737336	2971.9927463227887	2177.114682717551	2531.645569620253	1298.9262209906478	1924.8472675537703	4162.89592760181	3077.14326606555	2592.2795153564384	144448.46736361826
hsa-miR-1298-5p	3147.029204431017	2872.152395915161	1891.0576881276356	5734.3253874223965	113.98778843866467	1936.0443469987176	514.9801068168415	1046.2154294032023	2396.804260985353	3830.6242882285956	140.69605150601052	1348.0116827679174	1463.6526264433242	2613.499428786053	680.8800974377481	3864.6333820764576	2544.529262086514	5920.930901914024	1942.3537164857273	2463.6555321274	3661.9645666245456	3633.9505782721353	3207.108600347192	1323.459902316055	2753.3336932462344	4423.531452609667	2475.6386621016595	2835.7824181490078	4527.603371938865	1847.1303363264835	4899.697296187984	1719.3208682570385	2637.1131955803316	4019.4145305627176	2041.6496529195592	4818.086354932362	1908.0282098347984	1833.7408312958435	2304.0757231372795	4694.741084021761	2561.311391432413	328.0442146550187	3117.4229303775546	4351.828604904176	542.9864253393665	3506.5120938886503	1521.555367709214	123961.09593536668
hsa-miR-26b-5p	2190.332326283988	1742.9300864100549	4532.017562926575	1374.3424482252026	356.8313377210372	4831.837173706201	5245.321571852184	1159.9344978165939	532.6231691078561	2381.1988818718296	7456.890729818558	2246.686137946529	580.8145343029064	3959.3733861249784	5671.181432695777	1514.5184875705036	502.20972278023305	1685.8206040171872	2653.393916270681	1842.1928753745424	1985.7131804935916	2227.7697023320484	1902.6882827747866	3907.357806837876	3455.1638503482154	1843.1381052540278	2910.1922570450356	2234.2528142992182	975.5609475448383	2161.183816328302	2719.203735057206	1611.8633139909737	1835.964882998965	1390.3635168613175	2624.9781251822906	1822.2249675705727	362.28383731040475	2852.4857375713123	1883.7375844568298	2609.308885754584	3393.7375936479475	5733.6423604920665	3204.0180117769314	3473.0939827600637	3559.5776772247364	2719.3359095463	929.8393913778528	118789.13115966172
hsa-miR-25-3p	2139.9798590130918	1129.222309505106	4097.291657609877	1753.4713994597412	9018.251262125657	1464.4438009349274	1831.5018315018315	750.5458515283843	1664.4474034620505	1967.0773371984678	5875.467110891	3875.5335879577624	3670.7478567943685	1392.8230488740044	1901.6713280404185	1096.7202841027784	2578.009910271863	842.9103020085936	5879.088481148764	3817.5563200532683	1237.8471774505506	2022.372495734058	1598.6504643932485	1890.6570033086498	1565.6211196890351	1127.5668408612876	1198.31445878325	2577.984016499098	1976.136278360057	8095.141675310025	1487.8661946539428	1128.3043197936815	1502.1530860900623	2401.536983669548	1749.9854167881936	1173.6364197912164	1135.1560235726015	2118.9894050529747	3253.7285549708877	3485.7948821277455	3713.901517576999	1523.7416057526593	1558.7114651887773	2092.2252908193154	2051.2820512820513	2075.2826678116503	5015.497323189631	117504.84568100316
hsa-miR-378a-3p	3247.73413897281	1251.9638648860957	6363.300439073165	1089.9957347992986	759.9185895910978	893.5589293840235	2178.2827905276886	1091.703056768559	1531.2916111850866	2381.1988818718296	1306.0814461302957	4212.536508649741	2927.3052528866483	1158.0775911986104	922.1484797906893	1566.743263003969	837.0162046337217	2240.907876071627	1491.4501751586834	1797.802685606481	2785.156149263739	2271.2191114200846	1686.9195084395014	2363.321254135812	2051.503536144253	650.5193312661274	1856.7289965762445	1460.8576093494887	1025.5897140855993	1830.601205800072	1693.0891180544866	1182.033096926714	4072.5039222886135	1542.039536882552	3674.9693752552066	2671.567113472111	313.97932566901744	1833.7408312958435	12298.782576205747	2014.910336490026	3265.672024076327	853.7469542996374	2597.8524419812957	1799.3137501046112	1870.286576168929	2504.65149563475	2620.456466610313	104041.02887808722
hsa-let-7e-5p	3298.0866062437062	1055.577376276512	2298.61322436204	2701.2937775460878	452.6471598868713	3512.183014106648	3701.4195177460483	2524.5633187772924	1198.4021304926764	1035.3038616834042	1447.7623699968483	2752.190518984498	1510.1177891875568	3043.866101190942	3429.4224783471673	1357.8441612701067	1941.8775947502345	2405.378178902572	832.4373070653116	1487.0713572300522	1263.6356603141037	3934.1464956076597	1863.4575965320073	2457.8541043012447	2159.477406467635	1734.7182167096732	1935.738741111404	3007.6480192489475	2701.553393201091	938.0281573738517	2488.327946231594	2095.4223081882656	1635.6778048536235	2098.184943627079	3033.3080557662024	2625.2393600592995	362.28383731040475	2118.9894050529747	1883.7375844568298	2982.0672980052386	1472.7540500736377	4188.506566827123	2511.2573605819193	2343.2923257176335	2594.268476621418	1717.4753112924002	1465.2014652014652	101598.3097347813
hsa-miR-100-5p	2819.7381671701914	1963.8648860958365	2206.2339694822417	1611.2980427467892	715.3146723759681	2804.782195010963	3241.467527181813	2649.6542940320232	998.6684420772303	828.2430893467233	1359.1238575480618	786.3401482812851	418.1864646980926	1823.1897212788933	3527.043486106099	1488.4060998537707	2544.529262086514	2076.437573240682	823.7660851167146	843.413605593164	1212.0586945869975	2606.964545282184	3295.377644393445	3466.204506065858	2375.425147114398	2406.921525684672	3015.538583091915	1804.5888115493685	2676.53900993071	1078.5257668483493	2180.4935611307783	1343.2194283258114	2804.019094034783	1693.7155569037868	2099.982500145832	2717.894866884922	1980.4849772968794	1670.7416462917686	934.0847526232213	1123.3125125931897	2049.0491131459307	3452.7842158435847	2771.042604780049	2761.7373838814965	3499.245852187029	1717.4753112924002	2338.6869540715693	96605.81615530398
hsa-miR-27a-3p	1346.9284994964753	3326.296150824823	2838.397890130273	450.2156295910146	387.94394664270175	1555.454432631448	876.2967946641417	6284.873847646774	4660.452729693741	2415.7090105946095	1648.4887368120899	1198.2326069048156	232.32581372116258	659.8955643541631	1085.4610249007578	2332.7066360281324	1277.8447390741487	764.1016152354325	1465.4365093128924	1797.802685606481	4422.724811099363	1177.0839916577133	3074.705034277812	1055.6168268473295	1241.69950871889	3773.0121213435395	2739.004477218857	343.7312021998797	2968.3734814184827	1084.7241907957537	2676.4489593487588	6223.583351242926	3382.626208676881	3126.2113015487807	2420.8131598903346	3129.6971194432435	2222.0075355038157	1792.991035044825	1917.4684227460016	1816.7774867351736	1888.9671511814047	658.4655613002913	432.9754069968826	502.13406979663574	1116.1387631975867	2051.4288440437003	1103.5972574434113	94947.87214358435
hsa-miR-125a-5p	3071.5005035246727	1571.0919088766693	2238.8384123809938	758.2579024690772	426.2152089445722	5195.879700492284	5722.924090271029	932.4963609898108	1331.5579227696405	517.6519308417021	3416.1001305659356	1797.348910357223	720.2100225356039	3489.8824707741906	4814.090129916997	835.5964069354502	435.2484264095353	1110.1745441088794	381.53376573826785	1220.7302186216846	954.1738659514662	2290.9688428237378	2294.9951452025775	5262.328659209075	2807.320628407925	867.3591083548366	1751.3826705293654	429.6640027498496	1200.6903969782625	917.3667442158375	3283.5667744087013	1558.1345368579412	834.5294922722569	1820.1122402548156	1166.6569445254624	1235.4067576749646	241.5225582069365	2037.4898125509374	560.4508515739328	1108.2006850695143	1024.5245565729654	5541.094669281511	3377.208174575684	3724.1610176583818	5369.532428355958	1431.2294260770002	901.6624401239785	93979.06239798812
hsa-miR-128-3p	2895.266868076536	981.9324430479182	380.3851671521106	0.0	79.29585282689716	4757.373929590865	6744.578173149602	272.92576419213975	332.88948069241013	310.59115850502127	3053.1043176804287	561.6715344866323	0.0	4272.367329692171	6719.9905268856	365.5734280342595	468.7290745948842	534.5284842005716	312.1639901494919	577.0724669847964	464.19269154395647	853.1883966378057	608.0756367630761	5861.036710256814	2861.307563569616	1301.0386625322549	908.6120621543324	171.86560109993985	1175.676013707882	462.8156547395216	1975.2706377302343	1826.7784225231035	1201.7224688720498	910.0561201274078	291.6642361313656	957.4402371980975	313.97932566901744	2648.736756316219	902.9485942024473	725.3677211364094	320.16392392905163	9964.937303143757	3810.183581572567	3222.0269478617456	6455.505279034691	572.4917704308	0.0	84387.5223088265
hsa-miR-192-5p	1334.3403826787512	1129.222309505106	2271.4428552797463	663.4756646604426	1597.4810350751989	3359.119678980681	3862.350801126311	318.41339155749637	1597.8695073235685	621.1823170100425	6863.153392463193	1685.0146034598965	743.4426039077202	3239.487315920437	4904.3102670516055	626.6973052015877	870.4968528190706	925.1454534240662	1682.2170580278173	754.6332260570414	1212.0586945869975	1058.585603235796	1059.2285285550358	3434.693556010714	1565.6211196890351	1127.5668408612876	1066.631551224651	859.3280054996992	875.5034144633164	2190.109794749522	1410.9075983787388	1450.6769825918761	534.0988750542444	1061.7321401486424	1049.991250072916	1513.3732781518315	434.7406047724857	2363.4881825590874	1665.7844755114115	2075.357646584727	1280.6556957162065	5184.5248707434475	1298.9262209906478	1631.935726839066	2111.6138763197587	2504.65149563475	1859.6787827557057	82930.9608332314
