name	SRX1936168	SRX1936162	SRX1936158	SRX1936159	SRX1936164	SRX1936154	SRX1936155	SRX1936149	SRX1936157	SRX1936150	SRX1936151	SRX1936152	SRX1936153	SRX1936165	SRX1936161	SRX1936163	SRX1936167	SRX1936160	SRX1936166	SRX1936156
hsa-miR-200a-5p	527.6847830145238	0.0	702.7406886858749	956.0869274234412	881.8016037717342	480.21976072638626	241.6254805052169	407.5997022548044	242.01961193407053	499.06991515811444	464.1634413705735	476.69445950248246	465.1633886402599	12658.183438408887	0.0	0.0	3221.0781649886153	875.5999481125957	1134.5568603399254	265.02937408896156	24499.317548926465
hsa-miR-146a-5p	4.978158330325696	197.9065880904213	3476.717091393276	2055.586893960399	20.80199410508694	3958.9621171229387	0.0	130.6409302098732	0.0	294.9049498661585	198.92718915881719	4466.644294724524	4330.896227299839	38.59202267807587	89.17689723848875	65.45145138593448	56.576871089836935	4864.444156181087	0.0	0.0	24251.207832835084
hsa-miR-16-5p	0.0	153.9273462925499	3217.812627140585	1185.547790005067	736.9205066170637	2166.690741008233	2262.4931356397583	1360.9881796086347	2478.614646359274	1224.9897917517355	1162.153578769932	2113.28807317346	2134.4997430347407	28.06692558405518	0.0	0.0	72.26625550970769	1378.2591775846413	444.1563030195962	1546.004682185609	23666.679503284642
hsa-miR-127-3p	3716.1951935881325	1077.4914240478493	2293.153826238118	3021.2346906580747	0.0	696.8888348272096	1954.9697968149367	499.3386665799598	1877.7383684539955	508.5219968845939	429.2639345006055	430.22965659068814	632.097024079708	0.0	772.8664427335692	1341.7547534116568	0.0	2351.1480088208586	0.0	1965.6345244931313	23568.527142723087
hsa-miR-744-5p	535.1520205100123	373.8235552819069	1047.9466410227958	803.1130190356906	1919.4208544444448	1529.3542247935309	1230.093355299286	1174.026492819394	867.9324014187356	1323.2914417071215	1731.0155407504092	1447.292564771075	1359.8526482426953	2624.2575421091597	118.90252965131835	654.5145138593448	723.6134268800993	1751.1998962251914	1056.8503401587295	1280.9753080966475	23552.62831707759
hsa-miR-186-5p	7.467237495488544	351.8339343829712	1861.6463858169668	1510.6173453290373	328.4347361957629	1197.3817252940237	3316.858868753432	1057.9012215217288	2570.415188817025	990.5781649350453	1071.4148609080155	1433.5252157601728	1429.2520247737018	52.62548547010346	416.1588537796142	130.90290277186895	51.82251217472459	2026.8517317421197	353.9500744982617	2804.8942091081763	22964.532679528238
hsa-miR-1260b	505.2830705280582	263.87545078722843	1910.9615218650983	2127.2934135171568	2345.6644247115514	373.15229428475135	1790.2251510159251	163.73663252970775	1756.72856248696	219.288296054323	277.451079616245	382.90439436571245	412.6449415357144	208.74775903141042	341.8447727475402	294.5315312367052	2043.8988976067983	1678.2332338824751	2313.2793568150073	2363.1785856265737	21772.923370244946
hsa-miR-98-5p	41.81652997473585	505.7612806755211	1232.8784012032893	1577.543430248678	1372.3791460516463	1703.6397870307721	1142.2295442064799	2066.5072653775987	1129.9812226163156	1731.6213722910334	1699.605984567438	1571.3707977318295	1585.6819707922407	178.92665059835178	416.1588537796142	130.90290277186895	314.83364735873965	1572.8369438318848	294.75353908408806	839.2596846150449	21108.688954807167
hsa-miR-140-3p	1284.3648492240297	307.8546925850998	1528.7692174920787	2055.586893960399	329.78771142211	843.869025445312	2372.3228995057657	644.4952557020412	2036.3029417901105	718.3582112124374	830.6082635052367	702.134799556003	849.6734477985392	428.02061515684153	653.9639130822509	196.35435415780344	415.05553328930796	2010.6369178881828	436.4481495431773	1413.4899951411282	20058.097687457852
hsa-miR-106b-5p	9.956316660651392	87.9584835957428	1121.9193450949933	697.9434570191121	1684.7924006087487	1476.1372592249077	2196.5952773201534	1407.4382881277006	1343.6261214270812	1332.743523433601	1560.0079570875664	1825.8946625708804	1978.8200605462669	101.74260524220003	356.707588953955	65.45145138593448	99.8415372173593	729.6666234271631	375.8245640935045	1546.004682185609	19999.072205223132
hsa-miR-185-5p	54.75974163358266	109.9481044946785	1639.7282736003747	1510.6173453290373	604.2161864995171	2230.0442714470705	1427.7869302580998	696.7516277859904	1059.878990194033	646.5223900911936	752.0843730478089	2596.8662071813937	2389.589343256819	150.8597250142966	59.45126482565917	65.45145138593448	285.7369707982521	1653.9110131015696	257.4939918068578	971.7743716595256	19163.472573411695
hsa-miR-193b-3p	32.35802914711702	131.93772539361422	1257.535969227355	1223.791267102005	1680.8462228652363	1111.220923897205	1427.7869302580998	1754.6528493077192	1026.4969747548507	1701.3747107662991	1999.7417436491623	1189.154770816662	1194.7946716284096	42.10038837608277	178.3537944769775	130.90290277186895	266.7195351378027	1005.3184589440914	509.7797718053245	1280.9753080966475	19145.842948422534
hsa-miR-106b-3p	209.08264987367926	395.8131761808426	1060.2754250348287	1548.860822425975	621.4666206354428	1759.9610755908984	1164.1954969796814	1587.4324586390815	1126.6430210723972	1393.2368464830695	1626.3170201405055	1461.059913781977	1342.9717188162342	512.221391909007	59.45126482565917	229.0800798507707	128.3676907080334	1443.1184330003891	231.66126123723777	1170.5464022262468	19071.762769411955
hsa-miR-10b-5p	0.0	0.0	2021.9205779733945	2944.747736464199	34.27537240079366	1028.8613343267168	1713.3443163097197	725.7829456104067	2645.5247235551847	655.9744718176731	561.8820606064836	647.0654035123949	909.6945302037341	389.42859247876567	0.0	0.0	186.37086947240402	2172.7850564275523	117.91391534197534	2230.6638985820928	18986.235805083492
hsa-miR-192-5p	288.73318315889037	109.9481044946785	1923.2903058771312	1883.4912470241793	1368.2525716112875	406.72966541733507	922.5700164744645	1842.9080554939446	1001.4604631754642	1410.2505935907325	1724.0356393764157	328.6954576352857	371.38044738214296	242.07723316247595	118.90252965131835	229.0800798507707	957.0524496121155	2059.2813594499935	483.1137273463619	861.345465789125	18532.598595574113
hsa-miR-30b-5p	0.0	0.0	936.9875849144998	640.5782413737056	443.8510395322073	1248.909263384278	2789.676002196595	868.2299450688758	2147.5763265873848	774.4405627895488	771.2791018262913	1192.0229685272668	1569.3012170524896	0.0	0.0	0.0	17.11569209440445	1280.9702944610196	165.55169268272627	2760.722646760016	17607.21257925131
hsa-miR-532-5p	1100.172991001979	659.688626968071	591.7816325775789	544.9695486313616	1107.410222765116	715.8948939588607	922.5700164744645	1558.4011408146653	951.387440016691	1196.633546572297	1455.3094364776625	614.3679496115027	592.7081887512988	1280.5534797725177	475.6101186052734	490.8858853945086	415.53096918081917	826.9555065507848	851.8551233804544	927.6028093113654	17280.289526817272
hsa-let-7c-5p	320.46894251471673	2934.51490896297	781.0284671622837	1244.3471360416088	102.70961100233441	375.8976139371009	551.3454146073586	572.2653369548934	863.7596494888379	530.1357570991435	499.9354359122906	354.7960568017875	299.00234600260484	211.0281967351149	2887.8451889063945	2472.4285761036754	91.90175782912168	665.618108704112	157.2254980717116	566.5002871151553	16482.754289953213
hsa-miR-455-5p	694.4530870804347	1319.377253936142	1306.8511052754866	860.4782346810972	388.5293858326807	571.4488445583119	1186.1614497528828	390.18091156015464	667.6403087836428	293.01453352086264	321.07546320370494	633.298054501493	611.4647770029222	322.76964421663456	1040.3971344490355	1309.0290277186896	763.0746058755318	1329.6147360228306	779.5651434799854	1104.2890587040065	15892.712760156533
hsa-miR-148b-3p	423.1434580776842	285.86507168616413	838.3573128182367	458.92172516325184	963.318361159148	1326.6229273892518	1032.3997803404723	874.423292871418	742.7498435218026	845.0161063472619	1176.1133815179192	1366.4093893320255	1383.2983835572245	266.63579304852425	59.45126482565917	359.98298262263967	299.04917576056664	664.8073680114153	274.2644338298773	883.4312469632051	14524.261298843752
hsa-miR-7704	54.75974163358266	1407.335737531885	443.83622443318416	678.8217184706433	12.515020843710841	49.41575374229304	2020.8676551345413	174.1879069464976	1393.6991445858544	240.08287585257776	418.7940824396151	65.3949078017846	61.896741230357165	24.558559886048283	1218.750928926013	2454.429426972543	9.98415372173593	1297.1851083149566	12.49970834013873	2451.5217103228943	14490.537107130858
hsa-miR-934	0.0	0.0	0.0	0.0	2079.5229228955204	1353.2314101735633	307.5233388248215	2133.2212337381075	250.36511579386604	1863.9505164617456	2341.756910974848	1640.0354509237031	1464.8895424517862	519.2381233050208	0.0	0.0	6.656102481157287	0.0	147.28822994130135	287.1151552630417	14394.794053228485
hsa-miR-28-3p	273.7987081679133	417.8027970797783	900.0012328784012	372.8739016951421	322.7973394193166	1567.3663430568333	593.0807248764414	976.6135316133632	776.1318589609848	879.0436005625879	830.6082635052367	1583.2451362537324	1262.3183893342537	1066.543172194097	267.5306917154663	163.6286284648362	233.9144586235275	502.6592294720457	258.7439626408717	773.0023410928045	14021.704311607633
hsa-miR-374b-5p	9.956316660651392	43.9792417978714	863.0148808423025	783.9912804872218	378.38207163507735	1223.9902080783354	1867.1059857221305	555.0787968028391	1510.5361986229918	361.0695219515146	568.8619619804772	1380.1767383429276	1533.3510895702116	0.0	0.0	98.17717707890172	30.90333294823026	989.1036450901544	85.6230021299503	1656.4335880560095	13939.735037797798
hsa-miR-1260a	343.49292479247305	153.9273462925499	789.0421767701051	1075.5977933513714	2041.4704946545078	214.76846818765824	1306.9741900054914	143.99533640910468	1180.8887961610683	185.26080183899703	232.08172068528674	191.8824268394469	210.0737884181819	145.59717646728626	193.2166106833923	294.5315312367052	1107.765627221177	656.6999610844467	1673.7109467445757	1369.318432792968	13510.296550636795
hsa-miR-181a-2-3p	1841.9185822205077	527.7509015744569	61.64392006016446	86.04782346810971	995.3387748493632	312.96644036785597	43.93190554640307	807.0706355187723	75.10953473815981	776.96111791661	753.8293483913072	271.9051429653149	219.45208254399358	5487.083951682788	356.707588953955	261.8058055437379	123.61333179292104	97.28888312362174	102.91426533380887	66.25734352224039	13269.597380114092
hsa-miR-19b-3p	12.445395825814241	153.9273462925499	949.3163689265327	611.8956335510024	864.3256737647505	688.0193405657724	1186.1614497528828	779.2005704073326	1034.8424786146463	722.1390439030292	746.8494470173137	1151.2945610366814	1399.2414835711043	0.0	59.45126482565917	0.0	86.52933225504472	843.1703204047218	294.15980293793143	1148.4606210521667	12731.430134704935
hsa-miR-484	27.37987081679133	329.8443134840355	1134.2481291070262	764.8695419387531	599.1425294007155	538.5050087301165	1559.5826468973091	420.37348209754754	1235.134571249739	519.8644949563692	568.8619619804772	722.785823072356	628.3457064293833	45.60875407408967	416.1588537796142	0.0	145.0079469109266	843.1703204047218	748.5242011019742	1148.4606210521667	12395.868777484115
hsa-miR-144-3p	0.0	0.0	2071.235714021526	2017.343416863461	0.3382438065867795	444.7417836806374	1889.071938495332	326.31201234643885	1301.8986021281034	362.9599382968105	181.47743572383322	376.88117917344283	543.9410592970781	0.0	0.0	0.0	0.0	1345.8295498767675	0.0	1501.8331198374487	12363.863993547466
hsa-miR-16-2-3p	84.62869161553684	351.8339343829712	838.3573128182367	889.1608425038004	420.09880778078013	472.61733707372576	878.6381109280615	572.4975874974888	993.1149593156687	567.1249035887664	561.8820606064836	557.5776349415319	572.0759416745132	112.26770233622072	297.25632412829583	327.2572569296724	999.3662439566154	535.0888571799196	1419.9668674397597	905.5170281372853	12356.328404835333
hsa-miR-411-5p	29.868949981954177	241.8858298882927	2194.523554141855	1319.399959844349	4.058925679041354	442.2076424630839	1230.093355299286	479.59737045935674	2111.4124765282704	277.8912027584955	223.35684396779476	395.8112840634331	581.4542358003249	0.0	267.5306917154663	65.45145138593448	0.9508717830224696	1199.896225191335	3.958240974377264	949.6885904854455	12019.03770241112
hsa-miR-30a-3p	144.36659157944518	0.0	1097.2617770709276	1491.4956067805683	166.1340830018732	1102.351429635768	65.89785831960461	549.2725332379558	216.9831003546839	545.3851156178637	499.0629482405414	1061.8067924658183	1102.887389195455	1212.140348661383	0.0	0.0	423.13794344499894	1248.5406667531456	29.790971543997305	132.51468704448078	11089.02984294851
hsa-miR-381-3p	2359.6470485743803	549.7405224733925	764.3846087460394	860.4782346810972	2.25495871057853	273.6872514957769	1186.1614497528828	222.96052089151695	600.8762779052785	190.93205087488468	122.14827404488776	206.5102351635303	296.3540943756494	0.0	356.707588953955	785.4174166312138	0.9508717830224696	1135.036969775587	15.62463542517341	971.7743716595256	10901.647381918372
hsa-miR-149-5p	39.82526664260557	329.8443134840355	530.1377125174143	621.4565028252368	1165.2499136914555	655.075504737577	680.9445359692476	650.3015192669244	600.8762779052785	812.8790284772318	1012.08569922907	473.25262224975694	517.6818357448053	94.72587384618623	148.62816206414792	130.90290277186895	271.47389405291506	518.8740433259826	939.7697387060967	662.5734352224039	10856.558782730242
hsa-miR-146b-5p	472.92504138094114	483.7716597765854	308.2196003008223	315.5086860497356	1050.6416372263016	433.97168350603505	395.38714991762765	1359.2463005391696	550.8032547465053	1342.1956051600805	1437.8596830426786	410.4390923875165	506.4278827938313	157.8764564103104	237.8050593026367	65.45145138593448	122.18702411838733	324.29627707873914	107.49749172519307	574.2303105260834	10656.741347375117
hsa-miR-196a-5p	0.0	0.0	357.53473634895386	305.9478167755012	559.8686651914727	347.17734680482806	944.535969247666	1696.5902136588866	1293.553098268308	1251.4556205858778	1580.9476612095473	400.97403994252136	316.9863414524351	0.0	59.45126482565917	0.0	56.1014351983257	259.4370216629913	309.9927668354405	905.5170281372853	10646.071026145697
hsa-miR-452-5p	37.33618747744272	351.8339343829712	283.56203227675655	219.8999933073915	537.4694086663926	1909.4754074265543	65.89785831960461	365.794604587645	141.8735656165241	379.9736854044735	471.14334274456706	1944.6380477899104	2006.954942923702	428.02061515684153	118.90252965131835	0.0	114.58004985420757	372.94071864055	40.832380577786516	44.17156234816026	9835.3008671528
hsa-miR-503-5p	1127.5528618187702	2067.024364499956	0.0	105.16956201657854	312.6500252217132	394.0589593295676	0.0	470.30734875554356	58.418527018568746	383.75451809506524	464.1634413705735	476.69445950248246	476.41734159123394	154.36809071230348	1634.909782705627	1112.6746735608863	31.378768839741493	113.5036969775587	41.6656944671291	88.34312469632052	9513.05524117962
hsa-miR-210-3p	7.467237495488544	263.87545078722843	542.4664965294473	430.2391173405486	1238.7615676563155	600.591468560177	593.0807248764414	565.5300712196289	267.0561235134571	654.0840554723773	1179.6033322049161	795.0644053795917	795.2793418688315	21.050194188041385	178.3537944769775	163.6286284648362	70.83994783517397	470.2296017641718	147.28822994130135	397.5440611334423	9382.033850708392
hsa-miR-152-3p	77.16145412004829	0.0	221.91811221659208	248.58260113009473	783.2599081194525	795.7203423117957	263.59143327841844	1294.7967749689656	392.23868141039014	1119.1264764151656	1179.6033322049161	865.6220690604646	913.4458478540587	206.99357618240697	59.45126482565917	130.90290277186895	50.87164039170212	129.71851083149565	71.87332295579769	397.5440611334423	9202.422312182736
hsa-miR-28-5p	32.35802914711702	373.8235552819069	579.452848565546	248.58260113009473	502.29205278136754	860.3409433594097	351.4552443712246	772.2330541294727	559.1487586063008	693.7827987235909	649.1308277814035	891.4358484559058	851.5491066237015	84.20077675216554	326.98195654112544	163.6286284648362	111.72743450514017	372.94071864055	247.70255360708248	331.28671761120194	9004.054455079144
