name	SRX1936168	SRX1936162	SRX1936158	SRX1936159	SRX1936164	SRX1936154	SRX1936155	SRX1936149	SRX1936157	SRX1936150	SRX1936151	SRX1936152	SRX1936153	SRX1936165	SRX1936161	SRX1936163	SRX1936167	SRX1936160	SRX1936166	SRX1936156
hsa-miR-585-3p	0.0	109.9481044946785	0.0	0.0	0.0	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.48224571223199
hsa-miR-6753-3p	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.74260524220003	0.0	0.0	6.1806665896460515	0.0	2.2916131956921	0.0	110.66587676965388
hsa-miR-3176	0.0	0.0	0.0	19.121738548468826	8.34334722914056	3.8012118263302344	0.0	3.4837581389299523	16.69100771959107	5.671249035887664	0.0	10.325511758176516	20.63224707678572	7.016731396013795	0.0	0.0	4.7543589151123475	0.0	10.62475208911792	0.0	110.4659137335546
hsa-miR-4787-5p	0.0	43.9792417978714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.45145138593448	0.0	0.0	0.0	0.0	109.43069318380589
hsa-miR-195-5p	0.0	0.0	0.0	0.0	4.397169485628134	22.807270957981405	0.0	6.967516277859905	0.0	0.0	0.0	15.488267637264773	9.378294125811692	0.0	0.0	0.0	0.0	0.0	3.958240974377264	44.17156234816026	107.16832180708343
hsa-miR-154-3p	0.0	43.9792417978714	0.0	0.0	0.0	6.335353043883724	0.0	4.645010851906603	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	48.64444156181087	0.0	0.0	107.0458845081981
hsa-miR-579-5p	0.0	0.0	0.0	28.68260782270324	6.9903720027934435	3.8012118263302344	0.0	8.128768990836555	16.69100771959107	0.0	0.0	0.0	5.626976475487015	0.0	0.0	0.0	4.7543589151123475	0.0	31.45759932268247	0.0	106.13290307553636
hsa-miR-3911	0.0	0.0	0.0	0.0	5.975640583033105	15.204847305320937	0.0	11.612527129766507	0.0	9.45208172647944	10.469852060990378	6.88367450545101	7.502635300649353	35.08365698006898	0.0	0.0	0.9508717830224696	0.0	0.0	0.0	103.13578737478218
hsa-miR-541-5p	0.0	0.0	0.0	0.0	0.0	2.5341412175534894	0.0	2.3225054259533016	58.418527018568746	0.0	0.0	3.441837252725505	3.7513176503246766	0.0	0.0	0.0	0.0	32.42962770787391	0.0	0.0	102.89795627299964
hsa-miR-299-5p	0.0	0.0	24.657568024065785	0.0	0.0	15.204847305320937	0.0	15.096285268696459	33.38201543918214	0.0	0.0	5.162755879088258	9.378294125811692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.88176604216527
hsa-miR-1909-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	98.17717707890172	0.0	0.0	0.416656944671291	0.0	102.03567127629852
hsa-miR-5010-3p	0.0	0.0	0.0	0.0	9.470826584429826	10.136564870213958	0.0	11.612527129766507	0.0	5.671249035887664	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	7.606974264179756	0.0	9.583109727439693	44.17156234816026	102.00413161040234
hsa-miR-3605-3p	12.445395825814241	65.96886269680711	0.0	0.0	2.25495871057853	3.8012118263302344	0.0	9.290021703813206	0.0	0.0	6.979901373993586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	101.1570090820082
hsa-miR-224-3p	4.978158330325696	0.0	0.0	0.0	8.68159103572734	24.07434156675815	0.0	15.096285268696459	0.0	0.0	0.0	15.488267637264773	31.88620002775975	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	100.62150081120346
hsa-miR-4449	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	3.441837252725505	3.7513176503246766	0.0	89.17689723848875	0.0	0.0	0.0	0.0	0.0	100.07930615152674
hsa-miR-664b-5p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.17717707890172	0.0	0.0	0.6249854170069364	0.0	99.02765836696652
hsa-miR-3648	0.0	0.0	0.0	0.0	0.3382438065867795	8.869494261437213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.17689723848875	0.0	0.0	0.0	0.0	0.0	98.38463530651273
hsa-miR-338-5p	0.0	0.0	0.0	0.0	0.5637396776446325	0.0	65.89785831960461	4.645010851906603	25.036511579386605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.14312042854246
hsa-miR-1306-5p	0.0	0.0	0.0	0.0	8.34334722914056	13.937776696544192	0.0	22.063801546556363	16.69100771959107	9.45208172647944	0.0	0.0	5.626976475487015	14.03346279202759	0.0	0.0	0.0	0.0	4.9998833360554915	0.0	95.14833752188171
hsa-miR-636	0.0	0.0	24.657568024065785	0.0	3.156942194809942	3.8012118263302344	0.0	0.0	16.69100771959107	0.0	0.0	8.604593131813763	0.0	0.0	0.0	0.0	1.4263076745337042	32.42962770787391	4.374897919048555	0.0	95.14215619806697
hsa-miR-374a-3p	0.0	0.0	0.0	19.121738548468826	20.63287220179355	6.335353043883724	0.0	4.645010851906603	0.0	0.0	13.959802747987172	5.162755879088258	7.502635300649353	0.0	0.0	0.0	6.1806665896460515	0.0	11.458065978460501	0.0	94.99890114188403
hsa-miR-296-5p	0.0	0.0	73.97270407219736	19.121738548468826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.901743566044939	0.0	0.0	0.0	94.99618618671113
hsa-miR-29c-5p	0.0	0.0	0.0	0.0	2.029462839520677	2.5341412175534894	0.0	3.4837581389299523	0.0	3.780832690591776	0.0	22.371942142715785	5.626976475487015	0.0	0.0	0.0	11.88589728778087	32.42962770787391	10.62475208911792	0.0	94.76739058957139
hsa-miR-152-5p	7.467237495488544	0.0	0.0	0.0	26.608512784826654	6.335353043883724	0.0	0.0	0.0	7.561665381183552	0.0	8.604593131813763	3.7513176503246766	24.558559886048283	0.0	0.0	2.8526153490674084	0.0	6.874839587076301	0.0	94.6146943097129
hsa-miR-195-3p	4.978158330325696	0.0	0.0	0.0	1.4657231618760445	7.602423652660469	0.0	3.4837581389299523	16.69100771959107	3.780832690591776	0.0	3.441837252725505	3.7513176503246766	21.050194188041385	0.0	0.0	10.459589613247164	0.0	17.08293473152293	0.0	93.78777712983667
hsa-miR-181b-2-3p	0.0	0.0	0.0	0.0	26.04477310718202	19.00605913165117	0.0	3.4837581389299523	0.0	9.45208172647944	0.0	12.046430384539267	16.880929426461044	0.0	0.0	0.0	0.9508717830224696	0.0	3.1249270850346824	0.0	90.98983078330005
hsa-miR-29a-5p	0.0	0.0	0.0	0.0	1.578471097404971	7.602423652660469	0.0	2.3225054259533016	0.0	0.0	0.0	8.604593131813763	3.7513176503246766	0.0	0.0	65.45145138593448	0.0	0.0	1.666627778685164	0.0	90.97739012277682
hsa-miR-664a-5p	9.956316660651392	0.0	0.0	0.0	4.397169485628134	2.5341412175534894	0.0	25.547559685486316	0.0	15.123330762367104	6.979901373993586	17.209186263627526	3.7513176503246766	0.0	0.0	0.0	2.8526153490674084	0.0	1.2499708340138729	0.0	89.60150928271352
hsa-miR-122b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.69100771959107	0.0	6.979901373993586	0.0	0.0	0.0	0.0	65.45145138593448	0.0	0.0	0.0	0.0	89.12236047951913
hsa-miR-887-5p	0.0	43.9792417978714	0.0	0.0	0.0	0.0	43.93190554640307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.91114734427447
hsa-miR-486-3p	0.0	0.0	0.0	0.0	28.637975624347334	5.068282435106979	0.0	9.290021703813206	0.0	20.794579798254766	17.449753434983965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.041525697733719	0.0	87.28213869423998
hsa-miR-4435	0.0	0.0	0.0	0.0	4.622665356685987	3.8012118263302344	0.0	0.0	16.69100771959107	11.342498071775328	6.979901373993586	3.441837252725505	0.0	0.0	0.0	0.0	2.3771794575561738	32.42962770787391	3.958240974377264	0.0	85.64416974090906
hsa-miR-1255a	7.467237495488544	0.0	36.98635203609868	0.0	5.862892647504178	0.0	0.0	9.290021703813206	0.0	7.561665381183552	6.979901373993586	0.0	0.0	0.0	0.0	0.0	9.98415372173593	0.0	1.0416423616782273	0.0	85.17386672149591
hsa-miR-30c-1-3p	0.0	0.0	0.0	0.0	4.84816122774384	3.8012118263302344	43.93190554640307	13.93503255571981	0.0	0.0	0.0	3.441837252725505	9.378294125811692	0.0	0.0	0.0	0.9508717830224696	0.0	4.374897919048555	0.0	84.66221223680517
hsa-miR-3180	1.1488057685366992	0.0	0.0	0.0	1.1448251915244847	0.0	0.0	0.7146170541394774	0.0	1.4541664194583754	2.684577451535995	0.0	0.0	0.0	50.304916390942374	25.17363514843634	0.4388638998565244	0.0	0.3525558762603232	0.0	83.4169632006906
hsa-miR-615-5p	0.0	0.0	0.0	0.0	9.470826584429826	3.8012118263302344	0.0	9.290021703813206	16.69100771959107	0.0	31.409556182971137	3.441837252725505	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	4.374897919048555	0.0	82.2306768392342
hsa-miR-4689	0.0	65.96886269680711	0.0	0.0	0.3382438065867795	6.335353043883724	0.0	4.645010851906603	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	0.416656944671291	0.0	82.09683637960347
hsa-miR-3912-3p	0.0	0.0	0.0	0.0	6.652128196206664	13.937776696544192	0.0	2.3225054259533016	0.0	9.45208172647944	6.979901373993586	10.325511758176516	28.134882377435073	0.0	0.0	0.0	0.0	0.0	3.541584029705973	0.0	81.34637158449475
hsa-miR-128-1-5p	0.0	0.0	0.0	0.0	1.6912190329338976	5.068282435106979	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	59.45126482565917	0.0	1.901743566044939	0.0	7.499825004083237	0.0	79.3636525141529
hsa-miR-539-3p	0.0	0.0	0.0	19.121738548468826	0.3382438065867795	3.8012118263302344	0.0	2.3225054259533016	0.0	9.45208172647944	0.0	5.162755879088258	5.626976475487015	0.0	0.0	0.0	0.0	32.42962770787391	0.0	0.0	78.25514139626776
hsa-miR-4458	52.270662468419815	0.0	0.0	0.0	3.0441942592810154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.525097094020692	0.0	0.0	9.508717830224695	0.0	2.7082701403633913	0.0	78.05694179230962
hsa-miR-4479	0.0	0.0	0.0	28.68260782270324	1.4657231618760445	0.0	0.0	2.3225054259533016	0.0	0.0	6.979901373993586	0.0	5.626976475487015	0.0	0.0	0.0	0.0	32.42962770787391	0.0	0.0	77.5073419678871
hsa-miR-10527-5p	0.0	0.0	0.0	0.0	1.4657231618760445	7.602423652660469	0.0	6.967516277859905	0.0	5.671249035887664	6.979901373993586	17.209186263627526	30.010541202597413	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	76.32319791317389
hsa-miR-3130-5p	0.0	0.0	0.0	19.121738548468826	1.0147314197603385	0.0	43.93190554640307	0.0	0.0	5.671249035887664	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	3.124927085034682	0.0	76.3063888882801
hsa-miR-10392-5p	7.467237495488544	0.0	0.0	0.0	3.156942194809942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.13385116811036	0.0	0.0	8.557846047202226	0.0	0.416656944671291	0.0	75.73253385028237
hsa-miR-431-5p	0.0	0.0	0.0	0.0	0.0	2.5341412175534894	43.93190554640307	5.8062635648832535	16.69100771959107	0.0	0.0	0.0	5.626976475487015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.5902945239179
hsa-miR-6747-3p	19.912633321302785	0.0	0.0	19.121738548468826	1.578471097404971	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	3.441837252725505	0.0	24.558559886048283	0.0	0.0	2.3771794575561738	0.0	0.0	0.0	74.47417770243649
hsa-miR-3661	0.0	0.0	0.0	0.0	2.25495871057853	2.5341412175534894	0.0	0.0	0.0	3.780832690591776	0.0	10.325511758176516	16.880929426461044	38.59202267807587	0.0	0.0	0.0	0.0	0.0	0.0	74.36839648143723
hsa-miR-3691-3p	0.0	65.96886269680711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.979901373993586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.94876407080069
hsa-miR-208b-3p	0.0	0.0	0.0	47.804346371172066	0.0	5.068282435106979	0.0	6.967516277859905	0.0	0.0	6.979901373993586	0.0	5.626976475487015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.44702293361955
hsa-miR-3690	0.0	0.0	0.0	0.0	4.622665356685987	0.0	0.0	2.3225054259533016	0.0	9.45208172647944	6.979901373993586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5832263913842	44.17156234816026	72.13194262265677
hsa-miR-497-5p	0.0	0.0	0.0	0.0	1.8039669684628241	8.869494261437213	0.0	10.451274416789856	0.0	0.0	0.0	3.441837252725505	13.129611776136368	0.0	0.0	0.0	0.0	32.42962770787391	1.2499708340138729	0.0	71.37578321743956
hsa-miR-10401-5p	4.978158330325697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.45145138593448	0.0	0.0	0.6249854170069363	0.0	71.05459513326711
hsa-miR-4652-5p	0.0	0.0	0.0	0.0	2.8186983882231624	3.8012118263302344	0.0	3.4837581389299523	0.0	3.780832690591776	0.0	3.441837252725505	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	4.9998833360554915	44.17156234816026	70.24910163134106
hsa-miR-6866-5p	4.978158330325696	0.0	0.0	0.0	2.029462839520677	2.5341412175534894	0.0	0.0	0.0	5.671249035887664	0.0	15.488267637264773	0.0	35.08365698006898	0.0	0.0	3.3280512405786435	0.0	1.0416423616782273	0.0	70.15462964287816
hsa-miR-3138	0.0	43.9792417978714	0.0	0.0	0.7892355487024855	11.403635478990703	0.0	0.0	0.0	3.780832690591776	0.0	3.441837252725505	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	2.0832847233564546	0.0	69.229385142563
hsa-miR-550a-3p	0.0	0.0	0.0	0.0	4.284421550099206	2.5341412175534894	0.0	0.0	25.036511579386605	7.561665381183551	6.9799013739935845	10.325511758176514	7.502635300649352	0.0	0.0	0.0	0.0	0.0	4.791554863719846	0.0	69.01634302476216
hsa-miR-6894-5p	0.0	65.96886269680711	0.0	0.0	0.3382438065867795	0.0	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.62961192934718
hsa-miR-3944-3p	0.0	0.0	0.0	0.0	1.352975226347118	2.5341412175534894	0.0	3.4837581389299523	41.727519298977676	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	1.901743566044939	0.0	11.666394450796147	0.0	68.337780934537
hsa-miR-874-5p	0.0	0.0	0.0	0.0	1.8039669684628241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.25734352224039	68.06131049070322
hsa-miR-4286	0.0	0.0	24.657568024065785	0.0	8.34334722914056	5.068282435106979	0.0	5.8062635648832535	0.0	3.780832690591776	10.469852060990378	3.441837252725505	5.626976475487015	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	67.61161667766254
hsa-miR-1273c	0.0	0.0	0.0	0.0	1.8039669684628241	8.869494261437213	0.0	5.8062635648832535	0.0	9.45208172647944	0.0	0.0	5.626976475487015	0.0	0.0	0.0	0.0	32.42962770787391	2.0832847233564546	0.0	66.07169542798012
hsa-let-7a-2-3p	9.956316660651392	0.0	0.0	0.0	7.5541116804380755	13.937776696544192	0.0	0.0	0.0	3.780832690591776	0.0	5.162755879088258	11.25395295097403	0.0	0.0	0.0	9.033281938713461	0.0	5.2082118083911375	0.0	65.88724030539233
hsa-miR-641	0.0	0.0	0.0	0.0	7.1031199383223695	10.136564870213958	0.0	0.0	0.0	15.123330762367104	0.0	12.046430384539267	9.378294125811692	0.0	0.0	0.0	0.0	0.0	12.083051395467438	0.0	65.87079147672182
hsa-miR-653-5p	0.0	0.0	0.0	0.0	6.201136454090958	11.403635478990703	0.0	16.25753798167311	0.0	11.342498071775328	10.469852060990378	5.162755879088258	3.7513176503246766	0.0	0.0	0.0	0.9508717830224696	0.0	0.0	0.0	65.53960535995587
hsa-miR-4463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.45145138593448	0.0	0.0	0.0	0.0	65.45145138593448
hsa-miR-323b-3p	4.978158330325696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.45126482565917	0.0	0.0	0.0	0.0	0.0	64.42942315598486
hsa-miR-4713-5p	0.0	0.0	0.0	0.0	2.480454581636383	17.738988522874426	0.0	0.0	25.036511579386605	0.0	0.0	17.209186263627526	0.0	0.0	0.0	0.0	0.0	0.0	1.666627778685164	0.0	64.13176872621011
hsa-miR-4707-3p	0.0	0.0	24.657568024065785	0.0	3.2696901303388684	8.869494261437213	0.0	9.290021703813206	0.0	0.0	0.0	3.441837252725505	3.7513176503246766	10.525097094020692	0.0	0.0	0.0	0.0	0.0	0.0	63.805026116725955
hsa-miR-512-3p	0.0	0.0	0.0	0.0	10.260062133132312	0.0	0.0	23.225054259533014	0.0	20.794579798254766	6.979901373993586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.259597564913676
hsa-miR-4473	0.0	0.0	0.0	0.0	5.975640583033105	3.8012118263302344	0.0	3.4837581389299523	16.69100771959107	5.671249035887664	6.979901373993586	0.0	0.0	14.03346279202759	0.0	0.0	1.901743566044939	0.0	2.7082701403633913	0.0	61.24624517620153
hsa-miR-3664-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.07302315877321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.416423616782275	0.0	60.489446775555486
hsa-miR-3179	0.0	0.0	0.0	0.0	1.4657231618760447	2.5341412175534894	43.93190554640307	3.483758138929952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.749795838097112	0.0	60.16532390285967
hsa-miR-3655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.45126482565917	0.0	0.0	0.0	0.0	0.0	59.45126482565917
hsa-miR-122-3p	0.0	0.0	0.0	0.0	0.0	2.5341412175534894	0.0	4.645010851906603	41.727519298977676	0.0	0.0	10.325511758176516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.23218312661429
hsa-miR-4758-5p	0.0	0.0	0.0	0.0	0.22549587105785301	20.273129740427915	0.0	0.0	0.0	0.0	6.979901373993586	10.325511758176516	13.129611776136368	7.016731396013795	0.0	0.0	0.0	0.0	0.833313889342582	0.0	58.78369580514862
hsa-miR-3691-5p	0.0	0.0	0.0	19.121738548468826	0.0	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	28.06692558405518	0.0	0.0	2.3771794575561738	0.0	2.7082701403633913	0.0	58.559572598321736
hsa-miR-577	0.0	0.0	0.0	19.121738548468826	0.0	15.204847305320937	0.0	0.0	0.0	0.0	0.0	13.76734901090202	9.378294125811692	0.0	0.0	0.0	0.0	0.0	0.6249854170069364	0.0	58.09721440751042
hsa-miR-509-3-5p	4.978158330325696	0.0	0.0	0.0	17.13768620039683	0.0	0.0	17.41879069464976	0.0	11.342498071775328	6.979901373993586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.85703467114119
hsa-miR-6772-3p	17.423554156139936	0.0	0.0	0.0	1.127479355289265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.59202267807587	0.0	0.0	0.0	0.0	0.416656944671291	0.0	57.55971313417636
hsa-miR-431-3p	4.978158330325696	43.9792417978714	0.0	0.0	0.0	5.068282435106979	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.467519816029586
hsa-miR-3074-5p	0.0	0.0	0.0	0.0	1.6912190329338976	10.136564870213958	0.0	4.645010851906603	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.9508717830224696	32.42962770787391	3.1249270850346824	0.0	56.7295389813102
hsa-miR-3909	0.0	0.0	0.0	0.0	12.515020843710841	0.0	0.0	18.580043407626412	0.0	13.232914417071216	0.0	0.0	0.0	0.0	0.0	0.0	8.557846047202226	0.0	3.333255557370328	0.0	56.219080272981024
hsa-miR-183-3p	0.0	0.0	0.0	0.0	5.637396776446325	3.8012118263302344	0.0	8.128768990836555	0.0	0.0	17.449753434983965	15.488267637264773	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	1.2499708340138729	0.0	55.5066871502004
hsa-miR-3662	39.82526664260557	0.0	0.0	0.0	1.352975226347118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.9350255047584	0.0	3.1249270850346824	0.0	55.238194458745774
hsa-miR-3605-5p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	4.645010851906603	0.0	0.0	0.0	0.0	5.626976475487015	0.0	0.0	0.0	0.0	0.0	0.0	44.17156234816026	54.66904554661173
hsa-miR-450a-2-3p	0.0	0.0	0.0	0.0	8.907086906785194	2.5341412175534894	0.0	15.096285268696459	0.0	13.232914417071216	10.469852060990378	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.99159752142141
hsa-miR-1247-5p	0.0	0.0	0.0	0.0	12.627768779239767	6.335353043883724	0.0	15.096285268696459	0.0	18.90416345295888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.96357054477883
hsa-miR-6529-3p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	3.4837581389299523	0.0	18.90416345295888	6.979901373993586	10.325511758176516	9.378294125811692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.87284067620086
hsa-miR-190a-5p	0.0	0.0	0.0	0.0	2.480454581636383	10.136564870213958	0.0	0.0	16.69100771959107	0.0	0.0	10.325511758176516	9.378294125811692	0.0	0.0	0.0	0.0	0.0	2.0832847233564546	0.0	51.095117778786076
hsa-miR-548l	0.0	0.0	0.0	0.0	1.0147314197603385	6.335353043883724	0.0	5.8062635648832535	16.69100771959107	5.671249035887664	0.0	10.325511758176516	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	50.63707655418548
hsa-miR-616-5p	0.0	0.0	0.0	19.121738548468826	1.2402272908181915	0.0	0.0	2.3225054259533016	0.0	0.0	6.979901373993586	6.88367450545101	13.129611776136368	0.0	0.0	0.0	0.0	0.0	0.833313889342582	0.0	50.51097281016387
hsa-miR-6516-5p	0.0	0.0	0.0	0.0	2.480454581636383	0.0	0.0	4.645010851906603	0.0	7.561665381183552	13.959802747987172	13.76734901090202	7.502635300649353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.91691787426509
hsa-miR-4510	0.0	35.183393438297124	0.0	0.0	1.3304256392413325	1.5204847305320939	0.0	0.4645010851906603	0.0	4.536999228710131	0.0	3.441837252725505	0.0	0.0	0.0	0.0	1.2361333179292104	0.0	2.166616112290713	0.0	49.88039080491677
hsa-miR-3609	0.0	0.0	0.0	0.0	0.9019834842314121	2.5341412175534894	0.0	0.0	0.0	5.671249035887664	6.979901373993586	0.0	0.0	0.0	0.0	0.0	0.0	32.42962770787391	1.2499708340138729	0.0	49.76687365355394
hsa-miR-509-3p	0.0	0.0	0.0	0.0	1.0147314197603385	0.0	0.0	17.41879069464976	0.0	20.794579798254766	10.469852060990378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.697953973655245
hsa-miR-561-5p	0.0	0.0	0.0	19.121738548468826	0.45099174211570603	10.136564870213958	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	10.525097094020692	0.0	0.0	2.3771794575561738	0.0	3.333255557370328	0.0	49.69614492007037
hsa-miR-877-3p	0.0	0.0	0.0	0.0	7.2158678738512965	5.068282435106979	0.0	3.4837581389299523	0.0	0.0	0.0	0.0	0.0	31.57529128206208	0.0	0.0	1.4263076745337042	0.0	0.6249854170069364	0.0	49.39449282149095
hsa-miR-7975	0.0	43.9792417978714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.14199767695966
hsa-miR-6887-5p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.64444156181087	0.0	0.0	48.869937432868724
hsa-miR-376c-5p	0.0	0.0	24.657568024065785	0.0	0.0	11.403635478990703	0.0	0.0	0.0	5.671249035887664	6.979901373993586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.712353912937736
hsa-miR-629-3p	0.0	0.0	0.0	19.121738548468826	3.833429807983501	0.0	0.0	5.8062635648832535	0.0	5.671249035887664	0.0	6.88367450545101	0.0	0.0	0.0	0.0	0.0	0.0	6.666511114740656	0.0	47.98286657741491
hsa-miR-449c-5p	0.0	0.0	24.657568024065785	0.0	1.8039669684628241	8.869494261437213	0.0	5.8062635648832535	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	1.901743566044939	0.0	1.2499708340138729	0.0	47.7308444716334
hsa-miR-30b-3p	0.0	0.0	0.0	0.0	7.3286158093802225	2.5341412175534894	0.0	0.0	16.69100771959107	5.671249035887664	6.979901373993586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.333138893425819	0.0	47.53805404983185
hsa-miR-2277-5p	0.0	0.0	0.0	0.0	7.2158678738512965	6.335353043883724	0.0	4.645010851906603	0.0	0.0	6.979901373993586	3.441837252725505	13.129611776136368	0.0	0.0	0.0	0.0	0.0	5.624868753062428	0.0	47.372450925559505
hsa-miR-2276-3p	0.0	0.0	0.0	0.0	0.5637396776446325	2.5341412175534894	0.0	0.0	0.0	0.0	6.979901373993586	18.93010488999028	16.880929426461044	0.0	0.0	0.0	0.9508717830224696	0.0	0.0	0.0	46.8396883686655
hsa-miR-376a-3p	0.0	0.0	0.0	0.0	0.3382438065867795	3.8012118263302344	29.28793703093538	3.4837581389299523	0.0	5.671249035887664	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	46.750374433665975
hsa-miR-1323	0.0	0.0	0.0	0.0	4.17167361457028	0.0	0.0	12.773779842743158	0.0	15.123330762367104	13.959802747987172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.02858696766771
hsa-miR-6513-3p	0.0	0.0	0.0	0.0	0.9019834842314121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.833313889342582	44.17156234816026	45.90685972173425
hsa-miR-7976	0.0	0.0	0.0	0.0	6.313884389619884	5.068282435106979	0.0	12.773779842743158	0.0	0.0	0.0	6.88367450545101	5.626976475487015	0.0	0.0	0.0	3.803487132089878	0.0	5.2082118083911375	0.0	45.678296588889054
