name	mean Cancer	noSamples_Cancer	stddev Cancer	mean Normal	noSamples_Normal	stddev Normal	FC 	log2(FC) 	t-statistics 	p-value 	p-value_cor 
hsa-miR-107	323.51025213019	142.0	65.52295311612457	312.61910289424924	50.0	46.43826081615815	0.9663344541193772	-0.0494054940363723	-1.0826514326991936	0.28033524101604645	1.0
hsa-miR-24-2-5p	21.727971046502347	142.0	5.3549817493057	22.25862754858572	50.0	3.9516104935611924	1.0244227360643872	0.03481117761395283	0.6414559523865756	0.5219995381258167	1.0
hsa-let-7b-5p	20003.446130170993	142.0	3418.713481487904	20431.67227292947	50.0	3301.6331216910844	1.0214076184659298	0.03055872496385323	0.7684085586576885	0.443198516889419	1.0
hsa-miR-3909	0.07980158784750153	142.0	0.3695374096572296	0.035917259206335386	50.0	0.18035643845177596	0.4500820118388146	-1.1517401883499072	-0.805613648800982	0.42147272674945213	1.0
hsa-miR-3907	0.0	142.0	0.0	0.014360192397857746	50.0	0.10154189423668729	1.0143601923978578	0.020570034504505466	1.6934497656687464	0.0920086754627516	1.0
hsa-miR-939-5p	0.152330564592694	142.0	0.7014591959896148	0.0468516687434735	50.0	0.19096285252646053	0.30756577886221903	-1.701033103331018	-1.0480621561440069	0.29594133764227837	1.0
hsa-miR-629-3p	0.03081001127936023	142.0	0.3671436570266092	0.0	50.0	0.0	0.0	-Infinity	-0.5923816975988665	0.5542993355504223	1.0
hsa-miR-10399-5p	0.12448290768571889	142.0	0.3474385535467224	0.12557313640144402	50.0	0.34943581452348804	1.0087580595279604	0.012580200040424837	0.019053441357525888	0.9848184666911451	1.0
hsa-miR-664b-5p	0.01799474811543905	142.0	0.1068704333126349	0.04088746570660999	50.0	0.20317398804763387	2.272188832225418	1.184082736248714	1.0067315964245824	0.3153441520436129	1.0
hsa-miR-432-5p	3702.926787218274	142.0	605.3930427382828	3856.15024073971	50.0	541.6015995327238	1.041379012420751	0.05849523657518305	1.5803183048027611	0.1156972897264058	1.0
hsa-miR-3688-3p	0.18338840106659807	142.0	0.801184699654455	0.13651708180727185	50.0	0.3767300645623112	0.744415028503876	-0.4258209135779455	-0.39796537199984455	0.6911025012278009	1.0
hsa-miR-135b-5p	9.58918133404687	142.0	7.2666683606342515	9.70565050578668	50.0	3.765565842978656	1.0121458931354526	0.017417258542887688	0.10820520298140474	0.913947099782535	1.0
hsa-miR-518b	0.010845692323451724	142.0	0.09294013667725191	0.0	50.0	0.0	0.0	-Infinity	-0.8237582503735171	0.41110974978323567	1.0
hsa-miR-122-3p	0.0699155602675755	142.0	0.36476025452406735	0.0539882240542992	50.0	0.21917593493013093	0.7721918246478978	-0.3729688146329356	-0.2905454283543095	0.7717158852370828	1.0
hsa-miR-3679-5p	0.27815176856006013	142.0	0.5774917762845563	0.24899530620005023	50.0	0.4661896199365445	0.8951778645487408	-0.1597537322779123	-0.3218150682919071	0.7479465757885075	1.0
hsa-miR-19a-3p	24.860628725679984	142.0	17.45631071507183	25.513883533016607	50.0	9.668362264008984	1.0262766808733939	0.0374197292999087	0.25111903089996856	0.8019934574261108	1.0
hsa-miR-642a-3p	0.34643036156639456	142.0	0.6869728038748829	0.26233391303031306	50.0	0.5266180462414767	0.7572486194459485	-0.4011610520684966	-0.7874658949433738	0.4319904162838708	1.0
hsa-miR-211-3p	0.0584093984602207	142.0	0.19854178127874617	0.053053471399952375	50.0	0.1833449586989115	0.908303677122853	-0.13875337420727935	-0.16725022269995757	0.8673510407379235	1.0
hsa-miR-18b-5p	0.18530557921302598	142.0	0.285856274716594	0.21254802071958867	50.0	0.311969771019072	1.1470136065101686	0.197882505502223	0.5657611583221884	0.5722236948670911	1.0
