name	SRX395539	SRX395538	SRX395537	SRX395536	SRX395535	SRX395548	SRX395542	SRX395543	SRX395540	SRX395541	SRX395546	SRX395547	SRX395544	SRX395545
hsa-miR-431-3p	110.97273769743899	48.406459357936725	43.68447329006491	0.0	134.2259358064462	0.0	45.63292872136534	0.0	95.82048467743341	59.69487391589845	42.471261113313325	62.11102967664998	35.10249929795001	33.233080208039084	711.3557637625363
hsa-miR-181a-2-3p	92.47728141453248	48.406459357936725	68.64702945581628	45.02476361999099	50.334725927417324	121.18274357731458	0.0	0.0	52.26571891496368	76.75055217758371	56.62834815108443	62.11102967664998	0.0	33.233080208039084	707.0617324813292
hsa-miR-186-3p	73.981825131626	19.36258374317469	87.36894658012982	45.02476361999099	33.55648395161155	90.88705768298594	0.0	0.0	34.843812609975785	34.11135652337054	0.0	99.37764748263996	70.20499859590002	99.69924062411725	688.4187165455226
hsa-miR-149-5p	92.47728141453248	87.1316268442861	81.12830753869197	90.04952723998198	67.1129679032231	0.0	0.0	57.69841040879324	34.843812609975785	17.05567826168527	0.0	74.53323561197998	0.0	66.46616041607817	668.4970082492281
hsa-miR-106b-5p	61.65152094302166	0.0	31.203195207189218	90.04952723998198	33.55648395161155	60.59137178865729	0.0	0.0	60.97667206745762	85.27839130842635	28.314174075542216	24.84441187065999	122.85874754282506	33.233080208039084	632.5575762034119
hsa-miR-194-5p	18.4954562829065	29.043875614762037	68.64702945581628	0.0	33.55648395161155	90.88705768298594	0.0	86.54761561318986	26.13285945748184	59.69487391589845	42.471261113313325	62.11102967664998	35.10249929795001	66.46616041607817	619.1562024786439
hsa-miR-24-1-5p	73.981825131626	48.406459357936725	62.406390414378436	45.02476361999099	83.89120987902888	0.0	45.63292872136534	57.69841040879324	17.421906304987893	68.22271304674108	28.314174075542216	37.26661780598999	0.0	49.849620312058626	618.1170190784394
hsa-miR-382-3p	12.330304188604332	48.406459357936725	31.203195207189218	45.02476361999099	33.55648395161155	60.59137178865729	0.0	0.0	17.421906304987893	85.27839130842635	56.62834815108443	62.11102967664998	87.75624824487504	66.46616041607817	606.774662216092
hsa-miR-501-3p	104.80758560313681	38.72516748634938	43.68447329006491	45.02476361999099	67.1129679032231	0.0	0.0	0.0	26.13285945748184	59.69487391589845	99.09960926439776	0.0	35.10249929795001	83.0827005200977	602.4675003585909
hsa-miR-487b-3p	98.64243350883466	87.1316268442861	31.203195207189218	45.02476361999099	33.55648395161155	0.0	0.0	0.0	95.82048467743341	110.86190870095426	0.0	37.26661780598999	0.0	0.0	539.5075143162901
hsa-miR-29b-3p	61.65152094302166	19.36258374317469	79.04809452487936	75.04127269998499	33.55648395161155	30.295685894328646	0.0	57.69841040879324	11.61460420332526	25.583517392527906	56.62834815108443	16.56294124710666	0.0	66.46616041607817	533.5096235759165
hsa-miR-10396b-5p	32.880811169611555	212.9884211749216	0.0	30.016509079993995	22.370989301074363	0.0	0.0	0.0	0.0	0.0	42.471261113313325	0.0	0.0	188.32078784555478	529.0487796844697
hsa-miR-510-3p	36.990912565813	48.406459357936725	49.925112331502746	0.0	67.1129679032231	60.59137178865729	68.449393082048	86.54761561318986	17.421906304987893	42.639195654213175	0.0	49.68882374131998	0.0	0.0	527.7737583428917
hsa-miR-370-3p	73.981825131626	0.0	99.85022466300549	45.02476361999099	67.1129679032231	0.0	0.0	0.0	113.2423909824213	25.583517392527906	28.314174075542216	37.26661780598999	0.0	33.233080208039084	523.609561782366
hsa-miR-105-3p	30.82576047151083	38.72516748634938	81.12830753869197	45.02476361999099	33.55648395161155	0.0	45.63292872136534	0.0	26.13285945748184	42.639195654213175	0.0	24.84441187065999	70.20499859590002	83.0827005200977	521.7975778878728
hsa-miR-10396a-3p	20.55050698100722	209.76132388439248	22.88234315193876	67.5371454299865	0.0	0.0	0.0	28.84920520439662	0.0	0.0	18.876116050361475	0.0	0.0	149.54886093617588	518.0055016382589
hsa-miR-1246	36.990912565813	58.08775122952407	43.68447329006491	0.0	50.334725927417324	0.0	68.449393082048	0.0	26.13285945748184	0.0	56.62834815108443	24.84441187065999	0.0	132.93232083215634	498.0851964062499
hsa-miR-363-3p	43.15606466011516	38.72516748634938	56.16575137294059	0.0	33.55648395161155	0.0	0.0	57.69841040879324	69.68762521995157	68.22271304674108	28.314174075542216	0.0	52.65374894692502	33.233080208039084	481.4132193770089
hsa-miR-4443	12.330304188604332	19.36258374317469	0.0	67.5371454299865	0.0	0.0	182.53171488546135	115.39682081758647	0.0	0.0	28.314174075542216	0.0	35.10249929795001	0.0	460.5752424383056
hsa-miR-411-3p	36.990912565813	58.08775122952407	56.16575137294059	0.0	0.0	121.18274357731458	0.0	0.0	17.421906304987893	17.05567826168527	113.25669630216886	37.26661780598999	0.0	0.0	457.42805742042424
hsa-miR-301a-5p	43.15606466011516	67.76904310111142	43.68447329006491	45.02476361999099	0.0	0.0	0.0	0.0	17.421906304987893	42.639195654213175	28.314174075542216	62.11102967664998	35.10249929795001	66.46616041607817	451.68931009670393
hsa-miR-542-3p	86.31212932023033	19.36258374317469	43.68447329006491	0.0	0.0	0.0	0.0	115.39682081758647	17.421906304987893	51.16703478505581	56.62834815108443	24.84441187065999	0.0	33.233080208039084	448.05078849088363
hsa-miR-17-5p	92.47728141453248	38.72516748634938	37.44383424862706	90.04952723998198	0.0	0.0	0.0	57.69841040879324	0.0	17.05567826168527	42.471261113313325	0.0	52.65374894692502	0.0	428.5749091202078
hsa-miR-218-2-3p	0.0	19.36258374317469	62.406390414378436	67.5371454299865	0.0	0.0	0.0	0.0	52.26571891496368	17.05567826168527	70.78543518885553	0.0	52.65374894692502	83.0827005200977	425.14940142006685
hsa-miR-143-5p	30.82576047151083	58.08775122952407	18.72191712431353	0.0	0.0	0.0	0.0	0.0	34.843812609975785	17.05567826168527	28.314174075542216	37.26661780598999	0.0	199.3984812482345	424.51419282677625
hsa-miR-1248	12.330304188604332	0.0	12.481278082875686	0.0	117.44769383064042	0.0	91.26585744273068	144.24602602198308	0.0	0.0	0.0	24.84441187065999	0.0	0.0	402.6155714374942
hsa-miR-16-2-3p	36.990912565813	38.72516748634938	49.925112331502746	135.074290859973	0.0	0.0	0.0	57.69841040879324	0.0	0.0	0.0	0.0	35.10249929795001	33.233080208039084	386.74947315842047
hsa-miR-137-5p	86.31212932023033	29.043875614762037	37.44383424862706	0.0	33.55648395161155	0.0	68.449393082048	0.0	17.421906304987893	0.0	42.471261113313325	24.84441187065999	35.10249929795001	0.0	374.64579480419025
hsa-miR-154-5p	67.81667303732382	77.45033497269876	43.68447329006491	0.0	0.0	0.0	0.0	0.0	43.55476576246973	0.0	0.0	37.26661780598999	70.20499859590002	33.233080208039084	373.21094367248634
hsa-miR-324-5p	30.82576047151083	67.76904310111142	12.481278082875686	0.0	33.55648395161155	0.0	0.0	0.0	0.0	42.639195654213175	42.471261113313325	86.95544154730997	52.65374894692502	0.0	369.352212868871
hsa-miR-1197	12.330304188604332	19.36258374317469	43.68447329006491	0.0	33.55648395161155	0.0	0.0	86.54761561318986	26.13285945748184	34.11135652337054	0.0	24.84441187065999	35.10249929795001	33.233080208039084	348.90566814414683
hsa-miR-450a-5p	43.15606466011516	38.72516748634938	12.481278082875686	0.0	0.0	0.0	0.0	0.0	60.97667206745762	17.05567826168527	84.94252222662665	24.84441187065999	0.0	66.46616041607817	348.64795507184795
hsa-miR-19a-3p	12.330304188604332	77.45033497269876	24.962556165751373	0.0	0.0	0.0	45.63292872136534	0.0	52.26571891496368	25.583517392527906	42.471261113313325	24.84441187065999	0.0	33.233080208039084	338.77411354792383
hsa-miR-1291	55.48636884871949	19.36258374317469	18.72191712431353	45.02476361999099	67.1129679032231	0.0	0.0	0.0	0.0	0.0	28.314174075542216	49.68882374131998	0.0	49.849620312058626	333.5612193683426
hsa-miR-32-5p	43.15606466011516	0.0	24.962556165751373	0.0	33.55648395161155	0.0	0.0	57.69841040879324	34.843812609975785	25.583517392527906	0.0	62.11102967664998	0.0	49.849620312058626	331.7614951774836
hsa-miR-1306-3p	55.48636884871949	48.406459357936725	12.481278082875686	0.0	0.0	0.0	68.449393082048	0.0	52.26571891496368	0.0	0.0	24.84441187065999	35.10249929795001	33.233080208039084	330.2692096631927
hsa-miR-4516	18.4954562829065	67.76904310111142	18.72191712431353	45.02476361999099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.53323561197998	0.0	99.69924062411725	324.2436563644197
hsa-let-7b-3p	67.81667303732382	48.406459357936725	0.0	45.02476361999099	0.0	0.0	0.0	0.0	0.0	42.639195654213175	42.471261113313325	37.26661780598999	0.0	33.233080208039084	316.8580507968071
hsa-miR-130b-3p	73.981825131626	19.36258374317469	68.64702945581628	45.02476361999099	0.0	0.0	0.0	0.0	17.421906304987893	34.11135652337054	28.314174075542216	24.84441187065999	0.0	0.0	311.7080507251686
hsa-miR-10527-5p	12.330304188604332	0.0	49.925112331502746	0.0	0.0	60.59137178865729	91.26585744273068	0.0	43.55476576246973	17.05567826168527	28.314174075542216	0.0	0.0	0.0	303.0372638511923
hsa-miR-223-5p	30.82576047151083	29.043875614762037	49.925112331502746	0.0	0.0	0.0	68.449393082048	0.0	17.421906304987893	0.0	0.0	24.84441187065999	70.20499859590002	0.0	290.7154582713715
hsa-miR-592	49.32121675441733	0.0	31.203195207189218	0.0	50.334725927417324	60.59137178865729	0.0	0.0	34.843812609975785	25.583517392527906	0.0	0.0	0.0	33.233080208039084	285.1109198882239
hsa-miR-188-5p	18.4954562829065	48.406459357936725	43.68447329006491	0.0	33.55648395161155	0.0	0.0	0.0	17.421906304987893	17.05567826168527	28.314174075542216	24.84441187065999	0.0	49.849620312058626	281.62866370745365
hsa-miR-1298-3p	36.990912565813	29.043875614762037	12.481278082875686	45.02476361999099	0.0	0.0	0.0	0.0	34.843812609975785	76.75055217758371	42.471261113313325	0.0	0.0	0.0	277.60645578431456
hsa-miR-28-5p	18.4954562829065	0.0	43.68447329006491	0.0	33.55648395161155	0.0	0.0	0.0	78.39857837244551	0.0	0.0	0.0	52.65374894692502	49.849620312058626	276.63836115601214
hsa-miR-210-3p	36.990912565813	0.0	31.203195207189218	45.02476361999099	83.89120987902888	0.0	0.0	0.0	0.0	17.05567826168527	0.0	24.84441187065999	0.0	33.233080208039084	272.2432516124064
hsa-miR-99a-3p	0.0	67.76904310111142	24.962556165751373	0.0	33.55648395161155	60.59137178865729	0.0	0.0	34.843812609975785	25.583517392527906	0.0	24.84441187065999	0.0	0.0	272.1511968802953
hsa-miR-1264	0.0	58.08775122952407	12.481278082875686	0.0	0.0	0.0	0.0	0.0	43.55476576246973	17.05567826168527	0.0	49.68882374131998	35.10249929795001	33.233080208039084	249.2038765838638
hsa-miR-183-5p	24.660608377208664	29.043875614762037	31.203195207189218	0.0	0.0	60.59137178865729	0.0	0.0	0.0	17.05567826168527	0.0	49.68882374131998	0.0	33.233080208039084	245.47663319886158
hsa-miR-490-5p	24.660608377208664	0.0	37.44383424862706	45.02476361999099	0.0	0.0	0.0	0.0	52.26571891496368	25.583517392527906	0.0	24.84441187065999	35.10249929795001	0.0	244.9253537219283
hsa-miR-204-5p	36.990912565813	58.08775122952407	21.842236645032454	0.0	33.55648395161155	0.0	45.63292872136534	0.0	43.55476576246973	0.0	0.0	0.0	0.0	0.0	239.66507887581616
hsa-miR-449a	0.0	19.36258374317469	0.0	90.04952723998198	33.55648395161155	0.0	0.0	0.0	17.421906304987893	51.16703478505581	0.0	24.84441187065999	0.0	0.0	236.40194789547192
hsa-let-7f-2-3p	24.660608377208664	0.0	24.962556165751373	0.0	0.0	0.0	0.0	0.0	34.843812609975785	34.11135652337054	28.314174075542216	49.68882374131998	0.0	33.233080208039084	229.81441170120763
hsa-miR-346	36.990912565813	48.406459357936725	12.481278082875686	0.0	67.1129679032231	0.0	0.0	0.0	17.421906304987893	42.639195654213175	0.0	0.0	0.0	0.0	225.05271986904958
hsa-miR-133a-3p	12.330304188604332	12.908389162116459	37.44383424862706	0.0	22.370989301074363	0.0	0.0	0.0	0.0	17.05567826168527	18.876116050361475	41.40735311776665	0.0	55.38846701339847	217.7811313436341
hsa-miR-539-5p	0.0	0.0	37.44383424862706	0.0	67.1129679032231	0.0	0.0	0.0	0.0	17.05567826168527	28.314174075542216	0.0	0.0	66.46616041607817	216.3928149051558
hsa-miR-377-5p	30.82576047151083	38.72516748634938	18.72191712431353	45.02476361999099	0.0	0.0	0.0	0.0	0.0	17.05567826168527	28.314174075542216	24.84441187065999	0.0	0.0	203.5118729100522
hsa-miR-337-3p	0.0	19.36258374317469	18.72191712431353	45.02476361999099	0.0	0.0	45.63292872136534	57.69841040879324	0.0	17.05567826168527	0.0	0.0	0.0	0.0	203.49628187932308
hsa-miR-124-5p	24.66060837720866	48.40645935793672	43.6844732900649	0.0	0.0	0.0	0.0	0.0	0.0	25.583517392527902	56.628348151084424	0.0	0.0	0.0	198.9634065688226
hsa-miR-129-2-3p	30.82576047151083	67.76904310111142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	14.157087037771108	0.0	0.0	66.46616041607817	196.2737292881568
hsa-miR-758-3p	24.660608377208664	19.36258374317469	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	35.10249929795001	83.0827005200977	191.74534828299204
hsa-miR-151a-5p	12.330304188604332	29.043875614762037	31.203195207189218	22.512381809995496	0.0	0.0	0.0	0.0	34.843812609975785	29.847436957949224	28.314174075542216	0.0	0.0	0.0	188.09518046401828
hsa-miR-30b-5p	0.0	38.72516748634938	0.0	0.0	33.55648395161155	90.88705768298594	0.0	0.0	0.0	0.0	0.0	24.84441187065999	0.0	0.0	188.01312099160685
hsa-miR-378g	18.4954562829065	19.36258374317469	18.72191712431353	0.0	0.0	0.0	0.0	0.0	0.0	42.639195654213175	28.314174075542216	24.84441187065999	0.0	33.233080208039084	185.61081895884917
hsa-miR-424-3p	43.15606466011516	0.0	0.0	0.0	33.55648395161155	90.88705768298594	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	0.0	185.02151259970054
hsa-miR-145-5p	12.330304188604332	0.0	0.0	0.0	67.1129679032231	60.59137178865729	0.0	0.0	17.421906304987893	25.583517392527906	0.0	0.0	0.0	0.0	183.0400675780005
hsa-miR-4791	0.0	87.1316268442861	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0827005200977	182.69560544725948
hsa-miR-370-5p	36.990912565813	58.08775122952407	0.0	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	35.10249929795001	33.233080208039084	180.83614960631405
hsa-miR-33b-5p	49.32121675441733	29.043875614762037	31.203195207189218	0.0	33.55648395161155	0.0	0.0	0.0	34.843812609975785	0.0	0.0	0.0	0.0	0.0	177.96858413795593
hsa-miR-652-3p	0.0	38.72516748634938	0.0	45.02476361999099	0.0	0.0	0.0	0.0	17.421906304987893	17.05567826168527	28.314174075542216	24.84441187065999	0.0	0.0	171.38610161921574
hsa-miR-10396a-5p	10.27525349050361	87.1316268442861	0.0	15.008254539996997	11.185494650537182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.310773610718776	167.91140313604268
hsa-miR-21-3p	0.0	0.0	12.481278082875686	0.0	50.334725927417324	0.0	0.0	57.69841040879324	17.421906304987893	0.0	0.0	24.84441187065999	0.0	0.0	162.78073259473413
hsa-miR-1343-3p	12.330304188604332	19.36258374317469	0.0	67.5371454299865	0.0	0.0	45.63292872136534	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	161.91864034481614
hsa-miR-496	24.660608377208664	0.0	24.962556165751373	45.02476361999099	33.55648395161155	0.0	0.0	0.0	0.0	0.0	28.314174075542216	0.0	0.0	0.0	156.5185861901048
hsa-miR-551b-3p	12.330304188604332	0.0	0.0	0.0	50.334725927417324	0.0	0.0	0.0	26.13285945748184	17.05567826168527	0.0	0.0	0.0	49.849620312058626	155.7031881472474
hsa-miR-135a-2-3p	30.82576047151083	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	26.13285945748184	17.05567826168527	0.0	0.0	35.10249929795001	33.233080208039084	154.8311557795427
hsa-miR-3074-5p	30.82576047151083	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	34.843812609975785	34.11135652337054	0.0	0.0	0.0	33.233080208039084	152.37659355607093
hsa-miR-153-3p	12.330304188604332	19.36258374317469	24.962556165751373	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	28.314174075542216	49.68882374131998	0.0	0.0	151.71412017607787
hsa-miR-379-3p	12.330304188604332	0.0	0.0	0.0	33.55648395161155	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	35.10249929795001	49.849620312058626	147.89458601190978
hsa-miR-7704	0.0	0.0	12.481278082875686	67.5371454299865	33.55648395161155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.233080208039084	146.8079876725128
hsa-miR-410-5p	0.0	0.0	0.0	0.0	0.0	0.0	45.63292872136534	57.69841040879324	26.13285945748184	17.05567826168527	0.0	0.0	0.0	0.0	146.51987684932567
hsa-miR-1277-3p	18.4954562829065	38.72516748634938	37.44383424862706	0.0	0.0	0.0	0.0	0.0	0.0	42.639195654213175	0.0	0.0	0.0	0.0	137.30365367209612
hsa-miR-15b-3p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	57.69841040879324	0.0	0.0	0.0	0.0	0.0	66.46616041607817	136.6458489077471
hsa-miR-20b-5p	12.330304188604332	0.0	12.481278082875686	0.0	33.55648395161155	0.0	0.0	0.0	0.0	25.583517392527906	0.0	0.0	52.65374894692502	0.0	136.6053325625445
hsa-miR-1843	18.4954562829065	0.0	0.0	0.0	50.334725927417324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.46616041607817	135.296342626402
hsa-miR-6128	0.0	0.0	0.0	45.02476361999099	33.55648395161155	0.0	0.0	0.0	0.0	0.0	56.62834815108443	0.0	0.0	0.0	135.20959572268697
hsa-let-7c-3p	49.32121675441733	14.521937807381018	12.481278082875686	0.0	33.55648395161155	0.0	0.0	0.0	0.0	0.0	0.0	24.84441187065999	0.0	0.0	134.72532846694557
hsa-miR-24-2-5p	24.660608377208664	19.36258374317469	37.44383424862706	0.0	0.0	0.0	0.0	0.0	34.843812609975785	17.05567826168527	0.0	0.0	0.0	0.0	133.36651724067147
hsa-miR-503-5p	24.660608377208664	0.0	12.481278082875686	0.0	0.0	60.59137178865729	0.0	0.0	17.421906304987893	17.05567826168527	0.0	0.0	0.0	0.0	132.2108428154148
hsa-miR-376a-3p	0.0	0.0	56.16575137294059	0.0	0.0	0.0	0.0	0.0	34.843812609975785	17.05567826168527	0.0	0.0	23.401666198633343	0.0	131.46690844323498
hsa-miR-628-5p	12.330304188604332	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	26.13285945748184	17.05567826168527	0.0	24.84441187065999	35.10249929795001	0.0	127.94703115925714
hsa-miR-584-5p	67.81667303732382	0.0	31.203195207189218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.314174075542216	0.0	0.0	0.0	127.33404232005526
hsa-miR-129-1-3p	12.330304188604332	29.043875614762037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.157087037771108	37.26661780598999	0.0	33.233080208039084	126.03096485516654
hsa-miR-30d-3p	24.660608377208664	19.36258374317469	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	25.583517392527906	0.0	0.0	35.10249929795001	0.0	117.19048689373696
hsa-miR-217-5p	18.4954562829065	19.36258374317469	18.72191712431353	0.0	0.0	0.0	0.0	0.0	43.55476576246973	17.05567826168527	0.0	0.0	0.0	0.0	117.19040117454972
hsa-miR-184	24.660608377208664	0.0	24.962556165751373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.46616041607817	116.08932495903821
hsa-miR-1251-5p	30.82576047151083	0.0	12.481278082875686	45.02476361999099	0.0	0.0	0.0	0.0	26.13285945748184	0.0	0.0	0.0	0.0	0.0	114.46466163185936
hsa-miR-2113	18.4954562829065	19.36258374317469	18.72191712431353	0.0	0.0	0.0	45.63292872136534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.21288587176005
hsa-let-7e-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.69841040879324	26.13285945748184	17.05567826168527	0.0	0.0	0.0	0.0	100.88694812796035
hsa-miR-216b-5p	36.990912565813	0.0	37.44383424862706	0.0	0.0	0.0	0.0	0.0	26.13285945748184	0.0	0.0	0.0	0.0	0.0	100.5676062719219
hsa-miR-487a-5p	36.990912565813	0.0	37.44383424862706	0.0	0.0	0.0	0.0	0.0	0.0	25.583517392527906	0.0	0.0	0.0	0.0	100.01826420696797
hsa-miR-150-5p	18.4954562829065	38.72516748634938	24.962556165751373	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	99.23885819669252
hsa-miR-199b-5p	24.660608377208664	19.36258374317469	37.44383424862706	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	0.0	98.88893267399831
hsa-miR-625-3p	24.660608377208664	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	42.471261113313325	0.0	0.0	0.0	97.03505387838557
hsa-miR-144-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.843812609975785	0.0	0.0	62.11102967664998	0.0	0.0	96.95484228662576
hsa-miR-187-5p	0.0	0.0	0.0	0.0	50.334725927417324	0.0	0.0	0.0	17.421906304987893	0.0	28.314174075542216	0.0	0.0	0.0	96.07080630794744
hsa-miR-215-5p	0.0	19.36258374317469	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	34.11135652337054	28.314174075542216	0.0	0.0	0.0	94.26939242496313
hsa-miR-342-3p	0.0	19.36258374317469	12.481278082875686	45.02476361999099	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	93.92430370772664
hsa-miR-135a-5p	0.0	19.36258374317469	12.481278082875686	0.0	33.55648395161155	0.0	0.0	0.0	26.13285945748184	0.0	0.0	0.0	0.0	0.0	91.53320523514377
hsa-miR-1297	0.0	14.521937807381018	15.601597603594609	0.0	16.778241975805773	0.0	0.0	0.0	0.0	21.319597827106588	0.0	18.633308902994994	0.0	0.0	86.85468411688299
hsa-miR-409-5p	24.660608377208664	0.0	0.0	0.0	0.0	60.59137178865729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.25198016586596
hsa-miR-629-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.68882374131998	35.10249929795001	0.0	84.79132303927
hsa-miR-331-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	0.0	66.46616041607817	83.88806672106605
hsa-miR-1290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0827005200977	83.0827005200977
hsa-miR-539-3p	0.0	19.36258374317469	37.44383424862706	0.0	0.0	0.0	0.0	0.0	0.0	25.583517392527906	0.0	0.0	0.0	0.0	82.38993538432966
hsa-miR-15b-5p	0.0	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	17.421906304987893	17.05567826168527	0.0	0.0	35.10249929795001	0.0	82.06136194749885
hsa-let-7g-3p	43.15606466011516	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	25.583517392527906	0.0	0.0	0.0	0.0	81.22086013551876
hsa-miR-223-3p	0.0	0.0	12.481278082875686	0.0	33.55648395161155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.10249929795001	0.0	81.14026133243723
hsa-miR-10395-3p	0.0	29.043875614762037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.849620312058626	78.89349592682066
hsa-miR-654-3p	30.82576047151083	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.10249929795001	0.0	78.40953785233653
hsa-let-7f-1-3p	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	57.69841040879324	0.0	0.0	0.0	0.0	0.0	0.0	77.06099415196792
hsa-miR-541-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	24.84441187065999	35.10249929795001	0.0	77.00258943029527
hsa-miR-200b-3p	18.4954562829065	0.0	24.962556165751373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.233080208039084	76.69109265669695
hsa-miR-128-1-5p	18.4954562829065	0.0	12.481278082875686	0.0	0.0	0.0	45.63292872136534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.60966308714752
hsa-miR-338-5p	0.0	0.0	31.203195207189218	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	28.314174075542216	0.0	0.0	0.0	76.5730475444167
hsa-miR-3196	18.4954562829065	0.0	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.471261113313325	0.0	0.0	0.0	73.44799547909551
hsa-miR-3615	18.4954562829065	0.0	24.962556165751373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.314174075542216	0.0	0.0	0.0	71.77218652420008
hsa-miR-671-3p	18.4954562829065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.421906304987893	0.0	0.0	0.0	35.10249929795001	0.0	71.01986188584439
hsa-miR-193b-5p	12.330304188604332	0.0	0.0	0.0	0.0	0.0	0.0	57.69841040879324	0.0	0.0	0.0	0.0	0.0	0.0	70.02871459739757
hsa-miR-935	0.0	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.849620312058626	69.21220405523331
hsa-miR-505-3p	0.0	38.72516748634938	12.481278082875686	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	68.26212383091034
hsa-miR-15a-5p	30.82576047151083	0.0	18.72191712431353	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	66.60335585750963
hsa-miR-128-2-5p	0.0	19.36258374317469	12.481278082875686	0.0	0.0	0.0	0.0	0.0	17.421906304987893	17.05567826168527	0.0	0.0	0.0	0.0	66.32144639272354
hsa-miR-615-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.314174075542216	37.26661780598999	0.0	0.0	65.5807918815322
hsa-miR-10a-3p	12.330304188604332	0.0	0.0	0.0	33.55648395161155	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	62.94246640190114
hsa-miR-154-3p	24.660608377208664	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.05567826168527	0.0	0.0	0.0	0.0	61.07887038206863
hsa-miR-214-3p	12.330304188604332	19.36258374317469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.314174075542216	0.0	0.0	0.0	60.00706200732124
hsa-miR-485-3p	30.82576047151083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.314174075542216	0.0	0.0	0.0	59.139934547053045
hsa-miR-514a-3p	0.0	0.0	12.481278082875688	45.024763619991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.50604170286669
hsa-miR-432-3p	0.0	0.0	12.481278082875686	45.02476361999099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.50604170286668
hsa-miR-151b	0.0	9.681291871587344	12.481278082875686	22.512381809995496	0.0	0.0	0.0	0.0	0.0	12.791758696263953	0.0	0.0	0.0	0.0	57.46671046072248
