name	SRX3292449	SRX3292448	SRX3292447	SRX3292446	SRX3292445	SRX3292444	SRX3292443	SRX3292442	SRX3292441	SRX3292440	SRX3292429	SRX3292428	SRX3292416	SRX3292415	SRX3292421	SRX3292420	SRX3292423	SRX3292422	SRX3292425	SRX3292424	SRX3292427	SRX3292426	SRX3292417	SRX3292435	SRX3292450	SRX3292451	SRX3292452	SRX3292453	SRX3292454	SRX3292438	SRX3292439	SRX3292418	SRX3292419	SRX3292432	SRX3292433	SRX3292430	SRX3292431	SRX3292436	SRX3292437	SRX3292434	SRX3292413	SRX3292414
hsa-miR-20b-5p	0.0	0.0	0.0	0.0	124.60438109003911	0.0	148.37266975423125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.91884706870013	68.23929815881843	18.766743453925297	168.16365291022038	5.941417622244668	39.120451871311765	131.58052129810164	37.19546215361726	49.635527551819905	0.0	185.40621342572743	69.14075328850707	0.0	0.0	0.0	119.04295983197004	0.0	71.50944520588762	22.6927179068237	14.836244946404065	63.77042646472698	29.771651433505017	56.5434960843629	0.0	114.25400297060408	0.0	42.92656123903227	0.0	1721.4334457305808
hsa-miR-181d-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.25743041358706	0.0	0.0	181.41935909488234	0.0	51.17947361911383	79.75865967918251	0.0	160.41827580060604	192.5929938279964	71.77119343532817	55.79319323042589	120.60202562177727	0.0	0.0	17.285188322126768	0.0	0.0	0.0	26.90697037297953	0.0	71.50944520588762	68.0781537204711	74.18122473202033	0.0	119.08660573402007	155.49461423199796	0.0	114.25400297060408	0.0	0.0	0.0	1717.588810013007
hsa-miR-130b-3p	93.18796011555307	1235.0761630300535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.39604160582303	0.0	0.0	0.0	0.0	0.0	9.383371726962649	0.0	53.47275860020201	15.046327642812217	0.0	0.0	17.22886080311104	0.0	57.93944169553982	34.570376644253535	0.0	0.0	0.0	4.892176431450824	0.0	0.0	22.6927179068237	0.0	47.82781984854523	0.0	56.5434960843629	0.0	0.0	0.0	0.0	0.0	1715.2575121354937
hsa-miR-330-5p	0.0	617.5380815150268	0.0	201.93861066235866	0.0	158.78056525881232	7.065365226391965	0.0	0.0	0.0	0.0	101.7397497202157	0.0	0.0	0.0	55.44442975403998	121.98383245051444	0.0	0.0	27.083389757061994	0.0	0.0	54.14784823834898	0.0	0.0	0.0	0.0	0.0	0.0	12.23044107862706	0.0	0.0	45.3854358136474	126.10808204443454	79.71303308090873	0.0	56.5434960843629	0.0	0.0	0.0	25.75593674341936	0.0	1691.4582974281705
hsa-miR-6741-3p	0.0	0.0	0.0	0.0	99.68350487203129	0.0	21.196095679175894	0.0	0.0	0.0	0.0	127.17468715026962	0.0	65.97067603450266	111.93507765496011	0.0	14.075057590443974	39.567918331816564	65.35559384469134	12.037062114249775	47.84746229021878	37.19546215361726	9.84506331606345	0.0	23.17577667821593	0.0	0.0	0.0	449.53922229714544	14.676529294352472	0.0	23.836481735295873	45.3854358136474	29.67248989280813	95.65563969709046	89.31495430051504	42.40762206327217	0.0	0.0	142.88980338363052	68.68249798245162	0.0	1677.120114170466
hsa-let-7b-3p	62.12530674370205	0.0	0.0	201.93861066235866	74.76262865402347	0.0	91.84974794309554	0.0	0.0	0.0	112.32673600970504	0.0	0.0	0.0	55.967538827480055	12.794868404778457	23.458429317406623	89.02781624658726	0.0	30.092655285624435	59.80932786277347	37.19546215361726	59.07037989638071	0.0	57.93944169553982	25.927782483190153	0.0	145.31715469011118	0.0	80.72091111893859	0.0	35.75472260294381	22.6927179068237	81.59934720522236	0.0	59.543302867010034	28.27174804218145	0.0	97.93200254623207	0.0	128.7796837170968	0.0	1674.8983228828226
hsa-miR-30b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.79208321164606	0.0	0.0	0.0	0.0	183.39311380182454	426.94341357680054	0.0	136.65260531162735	147.45401089955973	23.92373114510939	185.9773107680863	226.43645626945937	0.0	0.0	0.0	0.0	0.0	0.0	12.23044107862706	0.0	0.0	0.0	51.92685731241423	63.77042646472698	0.0	0.0	0.0	10.881333616248007	0.0	60.09718573464517	0.0	1664.4789691907745
hsa-miR-6852-3p	62.12530674370205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.86987486010785	0.0	49.478007025877	83.95130824122009	51.17947361911383	0.0	29.67593874886242	0.0	21.064858699937105	0.0	0.0	29.535189948190354	0.0	0.0	0.0	0.0	1089.8786601758338	0.0	0.0	0.0	0.0	0.0	51.92685731241423	31.88521323236349	0.0	70.67937010545361	0.0	0.0	0.0	34.34124899122581	0.0	1656.5913077043017
hsa-miR-338-5p	0.0	0.0	0.0	0.0	0.0	0.0	49.457556584743756	0.0	0.0	0.0	44.930694403882015	101.7397497202157	252.0478890989288	0.0	0.0	59.70938588896613	93.83371726962649	0.0	202.0081991563187	66.20384162837377	59.80932786277347	37.19546215361726	123.06329145079314	0.0	0.0	0.0	0.0	0.0	0.0	88.05917576611482	0.0	119.18240867647935	45.3854358136474	155.78057193724268	63.77042646472698	0.0	0.0	0.0	32.64400084874402	0.0	34.34124899122581	0.0	1629.1623837164202
hsa-miR-4665-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.930694403882015	101.7397497202157	0.0	164.92669008625666	0.0	12.794868404778457	32.84180104436928	0.0	17.824252866734003	21.064858699937105	23.92373114510939	74.39092430723451	27.07392411917449	0.0	0.0	0.0	0.0	0.0	674.3088334457182	0.0	0.0	107.26416780883143	34.03907686023555	37.09061236601016	63.77042646472698	0.0	0.0	0.0	0.0	142.88980338363052	42.92656123903227	0.0	1623.800976365877
hsa-miR-500a-3p	0.0	0.0	58.98661003952103	0.0	24.920876218007823	0.0	7.065365226391965	0.0	0.0	0.0	0.0	0.0	756.1436672967865	65.97067603450266	0.0	66.10682009135536	51.60854449829457	0.0	17.824252866734003	12.037062114249775	0.0	0.0	6.153164572539657	0.0	86.90916254330973	0.0	0.0	0.0	0.0	67.26742593244883	0.0	95.34592694118349	22.6927179068237	85.30840844182337	31.88521323236349	52.10039000863378	84.81524412654434	0.0	0.0	0.0	25.75593674341936	0.0	1618.8974648349333
hsa-miR-324-3p	0.0	0.0	0.0	0.0	0.0	0.0	31.794143518763843	0.0	0.0	0.0	0.0	101.7397497202157	0.0	65.97067603450266	0.0	34.119649079409214	28.150115180887948	19.783959165908282	101.00409957815936	36.11118634274932	35.885596717664086	0.0	27.07392411917449	0.0	46.35155335643186	0.0	0.0	0.0	0.0	0.0	542.0054200542005	23.836481735295873	22.6927179068237	89.01746967842439	47.82781984854523	0.0	70.67937010545361	0.0	0.0	228.62368541380886	25.75593674341936	0.0	1578.4235542998383
hsa-miR-10527-5p	155.31326685925512	0.0	0.0	0.0	74.76262865402347	158.78056525881232	0.0	0.0	0.0	0.0	67.39604160582303	0.0	0.0	65.97067603450266	0.0	17.059824539704607	0.0	39.567918331816564	0.0	21.064858699937105	0.0	37.19546215361726	19.6901266321269	596.9600955136152	34.763665017323895	0.0	0.0	0.0	0.0	7.338264647176236	0.0	0.0	68.0781537204711	22.254367419606098	0.0	59.543302867010034	56.5434960843629	0.0	0.0	0.0	68.68249798245162	0.0	1570.965212021636
hsa-miR-25-5p	0.0	0.0	0.0	0.0	224.28788596207042	0.0	21.196095679175894	0.0	0.0	0.0	0.0	127.17468715026962	0.0	32.98533801725133	167.90261648244018	0.0	0.0	19.783959165908282	0.0	6.018531057124887	0.0	74.39092430723451	17.22886080311104	275.52004408320704	115.87888339107964	17.285188322126768	0.0	0.0	0.0	66.04438182458613	0.0	0.0	0.0	29.67248989280813	63.77042646472698	59.543302867010034	28.27174804218145	0.0	146.8980038193481	0.0	60.09718573464517	0.0	1553.9505530663052
hsa-miR-6721-5p	62.12530674370205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.0478890989288	577.2434153018983	139.91884706870013	29.854692944483066	0.0	19.783959165908282	77.23842908918068	6.018531057124887	23.92373114510939	0.0	36.918987435237945	183.68002938880468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.65747715025752	0.0	0.0	0.0	0.0	0.0	0.0	1453.4112955893359
hsa-miR-1307-5p	0.0	0.0	235.94644015808413	0.0	0.0	0.0	7.065365226391965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.187982206603	145.44226176792108	19.783959165908282	101.00409957815936	117.3613556139353	23.92373114510939	92.98865538404316	56.60911406736484	0.0	0.0	51.85556496638031	0.0	0.0	0.0	0.0	0.0	0.0	79.42451267388294	192.87118430325285	0.0	0.0	42.40762206327217	0.0	48.966001273116035	0.0	17.170624495612905	0.0	1429.0084740890377
hsa-miR-15b-3p	0.0	0.0	117.97322007904206	0.0	0.0	0.0	38.85950874515581	0.0	0.0	0.0	89.86138880776403	0.0	0.0	0.0	0.0	106.62390337315381	103.21708899658914	0.0	106.94551720040403	165.5096040709344	59.80932786277347	0.0	49.225316580317255	0.0	0.0	51.85556496638031	0.0	145.31715469011118	0.0	39.13741145160659	0.0	0.0	0.0	51.92685731241423	0.0	59.543302867010034	0.0	0.0	97.93200254623207	85.73388203017832	42.92656123903227	0.0	1412.397612819099
hsa-miR-3605-3p	0.0	0.0	0.0	0.0	0.0	158.78056525881232	7.065365226391965	0.0	0.0	0.0	44.930694403882015	0.0	0.0	610.2287533191496	0.0	0.0	0.0	39.567918331816564	0.0	6.018531057124887	35.885596717664086	37.19546215361726	0.0	91.84001469440234	0.0	34.570376644253535	0.0	0.0	0.0	7.338264647176236	0.0	23.836481735295873	34.03907686023555	14.836244946404065	0.0	0.0	84.81524412654434	0.0	0.0	114.31184270690443	34.34124899122581	0.0	1379.6016818209005
hsa-miR-6741-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	488.8381945576014	0.0	0.0	0.0	50.86987486010785	0.0	230.89736612075933	0.0	25.589736809556914	18.766743453925297	49.4598979147707	89.12126433367003	39.120451871311765	35.885596717664086	0.0	24.612658290158627	0.0	34.763665017323895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.92685731241423	111.59824631327221	29.771651433505017	0.0	0.0	0.0	57.155921353452214	0.0	0.0	1338.3781263594938
hsa-miR-628-3p	0.0	0.0	0.0	0.0	0.0	0.0	7.065365226391965	0.0	0.0	0.0	112.32673600970504	0.0	0.0	0.0	111.93507765496011	17.059824539704607	112.60046072355179	69.24385708067898	41.58992335571268	117.3613556139353	23.92373114510939	0.0	98.45063316063451	183.68002938880468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.672963470591746	0.0	89.01746967842439	31.88521323236349	59.543302867010034	0.0	0.0	0.0	114.31184270690443	85.85312247806453	0.0	1323.5209083325474
hsa-miR-1260a	62.12530674370205	0.0	0.0	0.0	0.0	0.0	14.13073045278393	0.0	0.0	0.0	78.62871520679353	152.60962458032355	189.03591682419662	57.72434153018983	0.0	14.927346472241533	96.17956020136715	0.0	0.0	18.05559317137466	0.0	0.0	35.68835452073001	0.0	11.587888339107964	0.0	0.0	0.0	0.0	0.0	0.0	250.28305822060665	0.0	18.54530618300508	47.82781984854523	29.771651433505017	141.35874021090723	0.0	0.0	28.577960676726107	42.92656123903227	0.0	1289.9844758551385
hsa-miR-874-3p	0.0	0.0	117.97322007904206	0.0	149.52525730804695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.70938588896613	107.90877486007047	108.81177541249555	118.82835244489335	42.12971739987421	131.58052129810164	0.0	56.60911406736484	0.0	34.763665017323895	0.0	0.0	0.0	0.0	0.0	0.0	35.75472260294381	56.73179476705925	126.10808204443454	0.0	44.65747715025752	56.5434960843629	0.0	32.64400084874402	0.0	0.0	0.0	1280.2793572739813
hsa-miR-1304-3p	0.0	0.0	0.0	0.0	0.0	0.0	24.728778292371878	0.0	0.0	0.0	0.0	0.0	0.0	148.434021077631	0.0	98.0939911033015	75.06697381570119	19.783959165908282	202.0081991563187	99.30576244256063	47.84746229021878	37.19546215361726	125.524557279809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.01746967842439	31.88521323236349	44.65747715025752	70.67937010545361	0.0	81.61000212186005	0.0	77.26781023025808	0.0	1273.1065092960557
hsa-miR-361-5p	93.18796011555307	0.0	0.0	0.0	0.0	0.0	31.794143518763843	0.0	0.0	0.0	67.39604160582303	50.86987486010785	0.0	0.0	0.0	55.44442975403998	140.75057590443976	49.4598979147707	89.12126433367003	87.26870032831087	47.84746229021878	0.0	182.13367134717384	0.0	46.35155335643186	0.0	0.0	0.0	0.0	0.0	0.0	59.59120433823968	68.0781537204711	22.254367419606098	79.71303308090873	29.771651433505017	0.0	0.0	0.0	0.0	51.51187348683872	0.0	1252.545858808873
hsa-miR-136-5p	0.0	0.0	353.9196602371262	0.0	149.52525730804695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.47859631763686	42.22517277133192	59.35187749772484	0.0	66.20384162837377	83.73305900788286	0.0	46.76405075130139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.73179476705925	0.0	63.77042646472698	44.65747715025752	28.27174804218145	0.0	32.64400084874402	85.73388203017832	0.0	0.0	1250.0108448225726
hsa-miR-1306-5p	0.0	0.0	0.0	0.0	0.0	0.0	81.2517001035076	0.0	0.0	334.7840642785403	0.0	0.0	0.0	230.89736612075933	0.0	12.794868404778457	0.0	19.783959165908282	59.41417622244668	0.0	23.92373114510939	0.0	4.922531658031725	0.0	57.93944169553982	25.927782483190153	0.0	217.97573203516677	0.0	24.46088215725412	0.0	59.59120433823968	0.0	0.0	31.88521323236349	0.0	0.0	0.0	48.966001273116035	0.0	0.0	0.0	1234.518654313952
hsa-miR-200b-3p	62.12530674370205	0.0	0.0	0.0	0.0	0.0	17.663413065979913	0.0	0.0	0.0	0.0	0.0	0.0	65.97067603450266	55.967538827480055	17.059824539704607	103.21708899658914	39.567918331816564	65.35559384469134	51.15751398556154	0.0	0.0	31.996455777206215	0.0	0.0	0.0	0.0	435.95146407033354	0.0	7.338264647176236	0.0	47.672963470591746	45.3854358136474	51.92685731241423	0.0	0.0	0.0	0.0	0.0	57.155921353452214	77.26781023025808	0.0	1232.7800470451075
hsa-miR-18a-5p	0.0	0.0	0.0	0.0	149.52525730804695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.29912269852304	75.06697381570119	49.4598979147707	106.94551720040403	81.25016927118598	23.92373114510939	0.0	81.22177235752348	0.0	0.0	43.21297080531692	0.0	0.0	0.0	44.02958788305741	0.0	0.0	34.03907686023555	96.43559215162642	95.65563969709046	74.42912858376253	0.0	0.0	81.61000212186005	57.155921353452214	34.34124899122581	0.0	1213.601610158892
hsa-miR-494-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.68372791285842	51.60854449829457	0.0	77.23842908918068	66.20384162837377	23.92373114510939	74.39092430723451	258.4329120466656	0.0	0.0	0.0	0.0	0.0	0.0	9.784352862901647	0.0	0.0	22.6927179068237	148.36244946404065	143.4834595456357	89.31495430051504	0.0	0.0	0.0	0.0	103.02374697367743	0.0	1192.143791681311
hsa-miR-885-5p	0.0	0.0	0.0	0.0	0.0	0.0	105.98047839587947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.783959165908282	0.0	0.0	0.0	0.0	0.0	0.0	115.87888339107964	43.21297080531692	0.0	0.0	0.0	36.69132323588118	0.0	107.26416780883143	22.6927179068237	0.0	0.0	0.0	0.0	643.8193343898573	0.0	85.73388203017832	0.0	0.0	1181.0577171297564
hsa-miR-215-5p	155.31326685925512	0.0	0.0	0.0	199.36700974406259	0.0	81.2517001035076	0.0	0.0	0.0	0.0	25.434937430053925	0.0	0.0	0.0	25.589736809556914	0.0	98.9197958295414	0.0	0.0	0.0	0.0	9.84506331606345	0.0	81.11521837375575	60.49815912744369	0.0	0.0	0.0	63.59829360886071	0.0	125.14152911030332	204.2344611614133	0.0	0.0	0.0	14.135874021090725	0.0	32.64400084874402	0.0	0.0	0.0	1177.0890463436526
hsa-miR-513c-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1162.5372375208894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1162.5372375208894
hsa-miR-32-5p	0.0	0.0	0.0	0.0	0.0	0.0	28.26146090556786	0.0	0.0	0.0	44.930694403882015	0.0	0.0	0.0	83.95130824122009	89.56407883344919	93.83371726962649	39.567918331816564	89.12126433367003	132.40768325674753	35.885596717664086	0.0	66.45417738342829	0.0	23.17577667821593	0.0	0.0	0.0	0.0	66.04438182458613	0.0	0.0	45.3854358136474	22.254367419606098	111.59824631327221	0.0	70.67937010545361	0.0	65.28800169748804	0.0	51.51187348683872	0.0	1159.9153530161802
hsa-miR-15b-5p	124.2506134874041	0.0	235.94644015808413	0.0	0.0	0.0	35.32682613195983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.64956134926152	70.37528795221988	19.783959165908282	23.76567048897867	42.12971739987421	0.0	55.79319323042589	83.68303818653933	0.0	0.0	25.927782483190153	0.0	0.0	0.0	51.36785253023365	0.0	0.0	22.6927179068237	0.0	31.88521323236349	0.0	70.67937010545361	198.09825673534073	0.0	0.0	17.170624495612905	0.0	1151.526125039674
hsa-miR-1306-3p	0.0	0.0	235.94644015808413	0.0	49.841752436015646	0.0	31.794143518763843	0.0	0.0	0.0	0.0	50.86987486010785	0.0	98.956014051754	0.0	21.32478067463076	23.458429317406623	0.0	106.94551720040403	15.046327642812217	47.84746229021878	37.19546215361726	31.996455777206215	0.0	0.0	0.0	0.0	0.0	0.0	26.90697037297953	0.0	0.0	34.03907686023555	44.508734839212195	31.88521323236349	44.65747715025752	0.0	0.0	0.0	200.04572473708274	17.170624495612905	0.0	1150.4364817687654
hsa-miR-511-5p	0.0	0.0	0.0	0.0	0.0	0.0	38.85950874515581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.285188322126768	682.360968952576	0.0	0.0	19.568705725803294	0.0	0.0	22.6927179068237	0.0	0.0	0.0	0.0	346.67194928684626	0.0	0.0	0.0	0.0	1127.4390389393316
hsa-miR-6862-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.529912269852304	0.0	0.0	0.0	0.0	0.0	0.0	4.922531658031725	0.0	23.17577667821593	0.0	1023.5414534288639	0.0	0.0	4.892176431450824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.155921353452214	0.0	0.0	1122.217771819867
hsa-miR-4466	0.0	0.0	117.97322007904206	0.0	0.0	0.0	14.13073045278393	0.0	148.80214275085564	251.08804820890526	0.0	0.0	0.0	98.956014051754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.836244946404065	0.0	0.0	0.0	445.7210776545166	0.0	0.0	0.0	0.0	1091.5074781442615
hsa-miR-503-5p	124.2506134874041	0.0	0.0	0.0	0.0	0.0	70.65365226391965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.589736809556914	70.37528795221988	79.13583666363313	0.0	39.120451871311765	23.92373114510939	148.78184861446903	54.14784823834898	0.0	81.11521837375575	43.21297080531692	0.0	0.0	0.0	56.26002896168447	0.0	0.0	0.0	14.836244946404065	0.0	0.0	113.0869921687258	0.0	48.966001273116035	0.0	85.85312247806453	0.0	1079.3095860530404
hsa-miR-502-3p	0.0	0.0	58.98661003952103	0.0	24.920876218007823	0.0	38.85950874515581	0.0	0.0	0.0	0.0	0.0	0.0	32.98533801725133	0.0	23.457258742093835	60.99191622525722	0.0	5.941417622244668	15.046327642812217	0.0	37.19546215361726	38.149620349745874	0.0	75.32127420420177	17.285188322126768	0.0	0.0	0.0	67.26742593244883	0.0	83.42768607353555	0.0	77.89028596862134	0.0	186.07282145940636	98.95111814763507	0.0	48.966001273116035	0.0	51.51187348683872	0.0	1043.2280106236376
hsa-miR-548e-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.854692944483066	42.22517277133192	0.0	41.58992335571268	39.120451871311765	0.0	55.79319323042589	19.6901266321269	0.0	0.0	0.0	682.360968952576	0.0	0.0	22.014793941528705	0.0	23.836481735295873	0.0	14.836244946404065	31.88521323236349	0.0	0.0	0.0	32.64400084874402	0.0	0.0	0.0	1035.8512644623042
hsa-miR-877-5p	0.0	0.0	117.97322007904206	0.0	0.0	0.0	56.52292181113572	0.0	99.20142850057042	0.0	0.0	0.0	0.0	98.956014051754	0.0	29.854692944483066	42.22517277133192	0.0	118.82835244489335	15.046327642812217	59.80932786277347	37.19546215361726	27.07392411917449	0.0	0.0	51.85556496638031	0.0	0.0	0.0	17.122617510077884	0.0	119.18240867647935	22.6927179068237	51.92685731241423	0.0	29.771651433505017	0.0	0.0	0.0	0.0	34.34124899122581	0.0	1029.579911178494
hsa-miR-1229-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.7840642785403	157.25743041358706	203.4794994404314	0.0	49.478007025877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.05466006929558	0.0	0.0	0.0	0.0	0.0	0.0	59.59120433823968	45.3854358136474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.75593674341936	0.0	1014.7862381230377
hsa-miR-106a-5p	0.0	0.0	0.0	0.0	0.0	0.0	44.15853266494978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.983769413740028	42.64956134926152	37.533486907850595	79.13583666363313	15.843780325985781	32.09883230466606	59.80932786277347	37.19546215361726	26.253502176169203	0.0	46.35155335643186	25.927782483190153	0.0	0.0	0.0	56.26002896168447	0.0	71.50944520588762	79.42451267388294	4.945414982134688	79.71303308090873	0.0	42.40762206327217	0.0	0.0	57.155921353452214	103.02374697367743	0.0	969.3811529571691
hsa-miR-6511a-3p	155.31326685925518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	630.119722747322	0.0	0.0	0.0	0.0	49.459897914770714	35.64850573346801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.338264647176234	0.0	0.0	0.0	0.0	0.0	0.0	28.271748042181454	0.0	0.0	0.0	17.17062449561291	0.0	923.3220304397865
hsa-miR-671-5p	0.0	0.0	0.0	0.0	149.52525730804695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.967538827480055	21.32478067463076	93.83371726962649	0.0	83.17984671142536	42.12971739987421	0.0	0.0	46.76405075130139	0.0	69.52733003464779	0.0	0.0	0.0	0.0	9.784352862901647	0.0	0.0	0.0	155.78057193724268	79.71303308090873	29.771651433505017	0.0	0.0	0.0	57.155921353452214	17.170624495612905	0.0	911.6283941406562
hsa-miR-15a-5p	0.0	0.0	0.0	0.0	0.0	158.78056525881232	52.99023919793974	0.0	0.0	167.39203213927016	157.25743041358706	0.0	0.0	0.0	0.0	12.794868404778457	0.0	19.783959165908282	0.0	0.0	71.77119343532817	0.0	39.3802532642538	0.0	0.0	0.0	0.0	0.0	0.0	66.04438182458613	0.0	47.672963470591746	0.0	22.254367419606098	0.0	0.0	28.27174804218145	0.0	0.0	0.0	51.51187348683872	0.0	895.9058755236821
hsa-miR-3187-3p	0.0	0.0	0.0	403.8772213247173	49.841752436015646	158.78056525881232	14.13073045278393	0.0	0.0	0.0	44.930694403882015	50.86987486010785	0.0	0.0	55.967538827480055	0.0	0.0	0.0	23.76567048897867	6.018531057124887	0.0	0.0	12.306329145079314	0.0	0.0	0.0	0.0	0.0	0.0	7.338264647176236	0.0	0.0	0.0	0.0	0.0	29.771651433505017	0.0	0.0	0.0	0.0	25.75593674341936	0.0	883.3547610790828
hsa-miR-195-3p	0.0	0.0	0.0	0.0	0.0	0.0	17.663413065979913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.383371726962649	0.0	0.0	18.05559317137466	0.0	0.0	4.922531658031725	0.0	23.17577667821593	51.85556496638031	682.360968952576	0.0	0.0	4.892176431450824	0.0	23.836481735295873	0.0	0.0	0.0	44.65747715025752	0.0	0.0	0.0	0.0	0.0	0.0	880.8033555365253
hsa-miR-4685-3p	0.0	0.0	0.0	0.0	0.0	0.0	31.794143518763843	0.0	248.00357125142605	167.39203213927016	0.0	0.0	0.0	131.94135206900532	0.0	0.0	0.0	29.67593874886242	0.0	0.0	0.0	55.79319323042589	4.922531658031725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.65747715025752	0.0	0.0	146.8980038193481	0.0	17.170624495612905	0.0	878.2488680810039
hsa-miR-1249-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.956014051754	0.0	0.0	18.766743453925297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.570376644253535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.20078001726756	0.0	594.2947702060221	0.0	0.0	17.170624495612905	0.0	867.9593088688354
hsa-miR-4669	62.12530674370205	0.0	176.9598301185631	0.0	199.36700974406259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.783959165908282	0.0	0.0	0.0	0.0	4.922531658031725	0.0	0.0	0.0	0.0	217.97573203516677	0.0	85.61308755038941	0.0	0.0	22.6927179068237	0.0	0.0	59.543302867010034	0.0	0.0	0.0	0.0	0.0	0.0	848.9834777896577
hsa-miR-4306	0.0	205.84602717167556	88.47991505928155	151.453957996769	0.0	79.39028262940616	10.598047839587947	0.0	0.0	0.0	22.465347201941007	0.0	0.0	0.0	0.0	0.0	0.0	29.67593874886242	14.85354405561167	0.0	0.0	46.49432769202158	0.0	0.0	0.0	0.0	0.0	72.65857734505559	0.0	36.69132323588118	0.0	11.918240867647937	11.34635895341185	0.0	0.0	0.0	0.0	0.0	40.805001060930024	0.0	25.75593674341936	0.0	848.4328266015028
hsa-miR-505-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.79208321164606	0.0	0.0	164.92669008625666	0.0	38.384605214335366	51.60854449829457	0.0	112.8869348226487	45.138982928436654	0.0	74.39092430723451	120.60202562177727	0.0	0.0	17.285188322126768	0.0	0.0	0.0	0.0	0.0	23.836481735295873	0.0	37.09061236601016	0.0	0.0	0.0	0.0	0.0	0.0	17.170624495612905	0.0	838.1136976096755
hsa-miR-431-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.967538827480055	140.74355245256302	46.916858634813245	0.0	77.23842908918068	42.12971739987421	0.0	37.19546215361726	184.59493717618972	0.0	0.0	0.0	0.0	0.0	0.0	24.46088215725412	0.0	0.0	45.3854358136474	37.09061236601016	79.71303308090873	0.0	28.27174804218145	0.0	0.0	0.0	25.75593674341936	0.0	825.4641439371395
