name	SRX3292449	SRX3292448	SRX3292447	SRX3292446	SRX3292445	SRX3292444	SRX3292443	SRX3292442	SRX3292441	SRX3292440	SRX3292429	SRX3292428	SRX3292416	SRX3292415	SRX3292421	SRX3292420	SRX3292423	SRX3292422	SRX3292425	SRX3292424	SRX3292427	SRX3292426	SRX3292417	SRX3292435	SRX3292450	SRX3292451	SRX3292452	SRX3292453	SRX3292454	SRX3292438	SRX3292439	SRX3292418	SRX3292419	SRX3292432	SRX3292433	SRX3292430	SRX3292431	SRX3292436	SRX3292437	SRX3292434	SRX3292413	SRX3292414
hsa-miR-424-3p	217.43857360295718	0.0	0.0	0.0	224.28788596207042	158.78056525881232	275.54924382928664	0.0	0.0	0.0	426.84159683687915	76.30481229016178	0.0	0.0	111.93507765496011	81.03416656359688	131.3672041774771	148.3796937443121	409.9578159348821	81.25016927118598	239.2373114510939	148.78184861446903	167.36607637307867	0.0	104.29099505197168	120.99631825488738	0.0	0.0	0.0	156.54964580642635	0.0	452.8931529706216	158.8490253477659	200.28930677645488	255.08170585890792	59.543302867010034	212.03811031636087	198.09825673534073	440.69401145804426	257.20164609053495	386.3390511512904	0.0	5901.376570250839
hsv2-miR-H10	155.31326685925512	0.0	353.9196602371262	1413.5702746365105	348.8922670521095	396.9514131470308	49.457556584743756	0.0	198.40285700114083	334.7840642785403	89.86138880776403	0.0	0.0	65.97067603450266	0.0	8.529912269852304	0.0	59.35187749772484	41.58992335571268	0.0	83.73305900788286	55.79319323042589	9.84506331606345	413.28006612481056	92.70310671286371	60.49815912744369	682.360968952576	290.63430938022236	0.0	53.81394074595906	0.0	0.0	68.0781537204711	14.836244946404065	63.77042646472698	74.42912858376253	0.0	198.09825673534073	97.93200254623207	0.0	111.60905922148389	0.0	5888.010276578682
hsa-miR-4732-5p	403.81449383406334	0.0	471.89288031616826	0.0	872.2306676302738	396.9514131470308	250.82046553691475	0.0	0.0	0.0	89.86138880776403	101.7397497202157	0.0	0.0	83.95130824122009	25.589736809556914	0.0	346.2192854033949	17.824252866734003	6.018531057124887	155.50425244321104	37.19546215361726	12.306329145079314	91.84001469440234	220.16987844305132	423.48711389210587	0.0	145.31715469011118	0.0	190.79488082658213	0.0	154.93713127942317	79.42451267388294	74.18122473202033	31.88521323236349	208.40156003453512	339.26097650617737	0.0	473.3380123067883	0.0	111.60905922148389	0.0	5816.5669496452965
hsa-miR-7706	62.12530674370205	411.6920543433511	235.94644015808413	0.0	623.0219054501956	0.0	236.68973508413083	0.0	0.0	334.7840642785403	44.930694403882015	228.9144368704853	0.0	0.0	83.95130824122009	51.17947361911383	51.60854449829457	217.6235508249911	95.06268195591468	48.1482484569991	59.80932786277347	37.19546215361726	86.14430401555519	0.0	162.2304367475115	190.13707154339446	0.0	145.31715469011118	0.0	247.0549097882666	542.0054200542005	262.2012990882546	90.7708716272948	170.61681688364675	95.65563969709046	223.28738575128762	325.12510248508664	0.0	146.8980038193481	57.155921353452214	188.87686945174195	0.0	5756.160441941537
hsa-miR-941	93.18796011555311	0.0	0.0	0.0	49.84175243601566	317.5611305176246	325.0068004140303	0.0	396.80571400228155	334.7840642785403	247.1188192213511	127.17468715026962	0.0	181.41935909488237	111.93507765496008	136.4785963176369	234.58429317406626	306.65136707157825	148.53544055611673	57.176045042686454	107.65679015299226	167.3795796912777	159.98227888603105	0.0	405.5760918687787	51.85556496638032	0.0	581.268618760445	0.0	117.41223435481982	0.0	107.26416780883144	113.46358953411847	274.47053150847506	223.19649262654454	59.54330286701002	28.271748042181436	0.0	114.25400297060405	0.0	51.5118734868387	0.0	5631.367974572921
hsa-miR-664a-5p	0.0	411.6920543433511	0.0	201.93861066235866	99.68350487203129	0.0	0.0	0.0	148.80214275085564	0.0	202.18812481746906	432.39393631091673	0.0	296.868042155262	251.85392472366027	162.06833312719377	154.8256334948837	178.05563249317453	124.76977006713803	123.37988667106019	143.54238687065634	297.56369722893805	260.89417787568146	275.52004408320704	127.46677173018762	17.285188322126768	0.0	0.0	0.0	68.49047004031154	0.0	274.11953995590255	22.6927179068237	415.4148584993138	79.71303308090873	387.0314686355652	127.22286618981651	0.0	81.61000212186005	0.0	223.21811844296778	0.0	5590.304937473621
hsa-miR-323b-3p	0.0	0.0	353.9196602371262	0.0	0.0	0.0	7.065365226391965	0.0	0.0	0.0	247.1188192213511	508.6987486010785	504.0957781978576	32.98533801725133	307.8214635511403	332.66657852423987	98.52540313310782	108.81177541249555	154.47685817836137	60.18531057124887	179.42798358832042	241.7705039985122	273.20050702076077	0.0	69.52733003464779	0.0	0.0	145.31715469011118	0.0	17.122617510077884	0.0	95.34592694118349	374.42984546259106	274.4705315084752	478.2781984854523	327.4881657685552	42.40762206327217	0.0	0.0	257.20164609053495	94.43843472587098	0.0	5586.797566760017
hsa-miR-19a-3p	279.56388034665923	0.0	176.9598301185631	0.0	224.28788596207042	0.0	0.0	325.89212970506765	0.0	585.8721124874456	0.0	50.86987486010785	0.0	0.0	139.91884706870013	217.51276288123375	145.44226176792108	138.48771416135796	338.6608044679461	343.0562702561186	251.1991770236486	92.98865538404316	145.2146839119359	0.0	69.52733003464779	224.707448187648	0.0	0.0	0.0	425.61934953622165	0.0	178.77361301471905	90.7708716272948	192.87118430325285	191.31127939418093	148.85825716752507	113.0869921687258	0.0	163.2200042437201	114.31184270690443	120.19437146929035	0.0	5489.179434256949
hsa-miR-125b-5p	124.2506134874041	0.0	0.0	0.0	0.0	158.78056525881232	250.82046553691475	0.0	0.0	167.39203213927016	0.0	228.9144368704853	504.0957781978576	98.956014051754	83.95130824122009	72.50425429374458	121.98383245051444	217.6235508249911	196.06678153407404	54.16677951412399	334.93223603153143	204.57504184489494	91.06683567358692	0.0	231.75776678215928	216.0648540265846	0.0	0.0	0.0	112.52005792336894	542.0054200542005	214.52833561766286	124.80994848753035	229.961796669263	159.42606616181746	59.543302867010034	310.9892284639959	0.0	130.57600339497608	85.73388203017832	154.53562046051616	0.0	5482.532808890444
hsa-miR-182-5p	124.2506134874041	0.0	0.0	0.0	0.0	158.78056525881232	466.3141049418697	0.0	99.20142850057042	167.39203213927016	202.18812481746906	0.0	0.0	32.98533801725133	167.90261648244018	132.21364018271072	319.03463871673006	138.48771416135796	237.6567048897867	177.54666618518416	119.61865572554694	148.78184861446903	246.1265829015863	91.84001469440234	185.40621342572743	25.927782483190153	0.0	0.0	0.0	171.22617510077882	542.0054200542005	59.59120433823968	181.5417432545896	51.92685731241423	79.71303308090873	133.97243145077258	42.40762206327217	0.0	293.7960076386962	428.6694101508916	197.4621816995484	0.0	5423.9673717700925
hsa-miR-326	0.0	0.0	0.0	403.8772213247173	99.68350487203129	0.0	42.39219135835179	0.0	0.0	0.0	0.0	152.60962458032355	0.0	82.46334504312833	0.0	315.60675398453526	947.7205444232276	29.67593874886242	231.71528726754207	318.982146027619	143.54238687065634	55.79319323042589	391.34126681352217	91.84001469440234	23.17577667821593	0.0	0.0	145.31715469011118	0.0	4.892176431450824	0.0	119.18240867647935	34.03907686023555	979.1921664626682	191.31127939418093	59.543302867010034	212.03811031636087	0.0	32.64400084874402	200.04572473708274	111.60905922148389	0.0	5420.233656423369
hsa-miR-335-3p	62.12530674370205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.79208321164606	76.30481229016178	0.0	313.36071116388763	55.967538827480055	580.0340343499566	89.14203140614516	69.24385708067898	582.2589269799774	683.1032749836747	71.77119343532817	185.9773107680863	829.4465843783457	0.0	0.0	25.927782483190153	0.0	0.0	0.0	7.338264647176236	0.0	202.61009475001492	158.8490253477659	259.6342865620711	334.7947389398166	44.65747715025752	127.22286618981651	0.0	0.0	342.9355281207133	111.60905922148389	0.0	5349.106789031377
hsa-miR-206	434.87714720591435	617.5380815150268	0.0	0.0	49.841752436015646	0.0	45.92487397154777	0.0	0.0	0.0	247.1188192213511	0.0	0.0	0.0	0.0	0.0	0.0	59.35187749772484	11.882835244489335	9.02779658568733	23.92373114510939	55.79319323042589	0.0	0.0	312.87298515591505	17.285188322126768	0.0	435.95146407033354	0.0	119.85832257054518	813.0081300813008	345.6289851617901	34.03907686023555	14.836244946404065	271.0243124750897	243.1351533736243	56.5434960843629	99.04912836767036	897.7100233404606	0.0	85.85312247806453	0.0	5302.075741341217
hsa-miR-382-5p	0.0	0.0	117.97322007904206	201.93861066235866	99.68350487203129	0.0	14.13073045278393	0.0	0.0	0.0	224.6534720194101	203.4794994404314	0.0	428.8093942242673	111.93507765496011	976.6749548980888	164.20900522184635	108.81177541249555	47.53134097795734	117.3613556139353	119.61865572554694	223.17277292170357	297.8131653109194	183.68002938880468	34.763665017323895	17.285188322126768	0.0	0.0	0.0	12.23044107862706	0.0	71.50944520588762	113.4635895341185	489.5960832313341	207.2538860103627	44.65747715025752	70.67937010545361	0.0	0.0	57.155921353452214	128.7796837170968	0.0	4888.851315602624
hsa-miR-493-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	673.9604160582302	101.7397497202157	0.0	214.40469711213365	251.85392472366027	345.46144692901834	145.44226176792108	98.9197958295414	190.12536391182937	198.61152488512127	107.65679015299226	130.1841175376604	649.7741788601878	137.76002204160352	0.0	51.85556496638031	0.0	0.0	0.0	24.46088215725412	0.0	0.0	136.1563074409422	126.10808204443454	334.7947389398166	223.28738575128762	28.27174804218145	0.0	163.2200042437201	200.04572473708274	111.60905922148389	0.0	4645.703787074699
hsa-miR-505-5p	217.43857360295718	0.0	0.0	201.93861066235866	0.0	0.0	21.196095679175894	0.0	0.0	0.0	134.79208321164606	508.6987486010785	630.119722747322	362.8387181897647	279.83769413740026	12.794868404778457	32.84180104436928	108.81177541249555	23.76567048897867	21.064858699937105	131.58052129810164	37.19546215361726	91.06683567358692	413.28006612481056	150.64254840840354	17.285188322126768	0.0	0.0	0.0	95.39744041329106	0.0	202.61009475001492	68.0781537204711	29.67248989280813	111.59824631327221	267.94486290154515	141.35874021090723	0.0	81.61000212186005	0.0	17.170624495612905	0.0	4412.630497682692
hsa-miR-769-5p	62.12530674370205	411.6920543433511	0.0	201.93861066235866	49.841752436015646	0.0	24.728778292371878	0.0	0.0	0.0	157.25743041358706	0.0	0.0	115.44868306037966	0.0	226.04267515108606	361.259811488062	59.35187749772484	130.71118768938268	201.62079041368372	143.54238687065634	74.39092430723451	157.5210130570152	321.44005143040823	57.93944169553982	43.21297080531692	0.0	0.0	0.0	4.892176431450824	0.0	178.77361301471905	79.42451267388294	548.9410630169504	318.8521323236349	133.97243145077258	127.22286618981651	0.0	0.0	0.0	128.7796837170968	0.0	4320.924225176202
hsa-miR-320d	302.8608703755475	0.0	564.586124663987	807.7544426494346	306.1707649640961	124.75615841763823	17.15874412123763	0.0	0.0	0.0	12.837341258252003	36.335624900077036	0.0	120.16087420570128	47.972176137840044	37.16604631864219	54.959748686495516	77.0161267530001	6.79019156827962	40.41013709783853	128.59005490496298	0.0	14.855497325131457	321.44005143040823	56.28402907566725	127.1695997985041	0.0	217.97573203516677	128.4397777991844	165.89719720223417	0.0	64.69902185294593	6.483633687663914	19.07517207394808	31.88521323236349	237.64157483529897	40.38821148883064	0.0	142.2345751266704	0.0	25.75593674341936	0.0	4285.750650730469
hsa-miR-203a-3p	186.37592023110614	0.0	176.9598301185631	0.0	149.52525730804695	317.56113051762463	42.39219135835179	325.89212970506765	248.00357125142605	0.0	0.0	0.0	504.0957781978576	0.0	0.0	0.0	9.383371726962649	0.0	41.58992335571268	0.0	0.0	0.0	4.922531658031725	229.60003673600588	23.17577667821593	60.49815912744369	1023.5414534288639	363.2928867252779	0.0	39.13741145160659	0.0	0.0	0.0	37.09061236601016	31.88521323236349	89.31495430051504	56.5434960843629	297.14738510301106	0.0	0.0	0.0	0.0	4257.929020662427
hsa-miR-339-3p	0.0	411.6920543433511	235.94644015808413	0.0	74.76262865402347	0.0	91.84974794309554	0.0	0.0	0.0	0.0	0.0	0.0	32.98533801725133	0.0	102.35894723822766	445.71015703072584	69.24385708067898	219.83245202305272	123.37988667106019	131.58052129810164	92.98865538404316	251.049114559618	0.0	92.70310671286371	17.285188322126768	682.360968952576	0.0	0.0	41.583499667332	0.0	166.8553721470711	45.3854358136474	504.43232817773816	63.77042646472698	119.08660573402007	84.81524412654434	0.0	0.0	0.0	94.43843472587098	0.0	4196.096411245831
hsa-miR-30e-3p	0.0	0.0	0.0	0.0	112.14394298103521	0.0	60.055604424331705	0.0	0.0	0.0	67.39604160582303	0.0	0.0	164.92669008625666	55.967538827480055	580.0340343499566	258.0427224914729	158.27167332726626	202.0081991563187	523.6122019698652	71.77119343532817	130.1841175376604	280.5843045078083	229.60003673600588	0.0	17.285188322126768	0.0	0.0	0.0	40.360455559469294	0.0	59.59120433823968	204.2344611614133	215.12555172285894	79.71303308090873	148.85825716752507	98.95111814763507	0.0	0.0	200.04572473708274	103.02374697367743	0.0	4061.7870426475456
hsa-miR-193b-5p	0.0	0.0	235.94644015808413	504.84652665589664	124.60438109003911	0.0	17.663413065979913	0.0	99.20142850057042	0.0	0.0	50.86987486010785	630.119722747322	0.0	0.0	8.529912269852304	0.0	79.13583666363313	0.0	6.018531057124887	47.84746229021878	37.19546215361726	0.0	137.76002204160352	254.93354346037523	345.70376644253537	0.0	799.2443507956115	0.0	24.46088215725412	0.0	190.69185388236698	147.50266639435404	29.67248989280813	31.88521323236349	0.0	56.5434960843629	99.04912836767036	0.0	0.0	17.170624495612905	0.0	3976.597028759365
hsa-miR-1908-5p	0.0	0.0	0.0	201.93861066235866	99.68350487203129	0.0	52.99023919793974	0.0	0.0	0.0	44.930694403882015	101.7397497202157	0.0	164.92669008625666	0.0	157.80337699226763	112.60046072355179	39.567918331816564	326.77796922345675	42.12971739987421	59.80932786277347	0.0	68.91544321244416	0.0	69.52733003464779	69.14075328850707	0.0	435.95146407033354	674.3088334457182	12.23044107862706	0.0	107.26416780883143	45.3854358136474	237.37991914246504	79.71303308090873	0.0	28.27174804218145	0.0	114.25400297060408	257.20164609053495	68.68249798245162	0.0	3673.124975538327
hsa-miR-185-3p	62.12530674370205	0.0	235.94644015808413	0.0	49.841752436015646	0.0	123.64389146185938	0.0	198.40285700114083	0.0	0.0	228.9144368704853	0.0	49.478007025877	111.93507765496011	200.45293834152915	323.7263245802114	148.3796937443121	202.0081991563187	135.41694878530996	47.84746229021878	74.39092430723451	196.90126632126902	0.0	46.35155335643186	0.0	0.0	0.0	0.0	46.47567609878283	0.0	0.0	68.0781537204711	289.30677645487924	63.77042646472698	74.42912858376253	127.22286618981651	0.0	130.57600339497608	114.31184270690443	248.97405518638712	0.0	3598.9080090356665
hsa-miR-142-3p	0.0	0.0	117.97322007904206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.39604160582303	101.7397497202157	0.0	263.88270413801064	167.90261648244018	341.19649079409214	398.7932983959126	108.81177541249555	65.35559384469134	373.148925541743	47.84746229021878	148.78184861446903	233.82025375650696	0.0	0.0	17.285188322126768	0.0	0.0	0.0	68.49047004031154	0.0	71.50944520588762	113.4635895341185	170.61681688364675	207.2538860103627	29.771651433505017	70.67937010545361	0.0	146.8980038193481	0.0	214.63280619516132	0.0	3547.2512082255835
hsa-miR-345-5p	62.12530674370205	0.0	117.97322007904206	0.0	49.841752436015646	396.9514131470308	63.588287037527685	0.0	0.0	251.08804820890526	89.86138880776403	76.30481229016178	0.0	49.478007025877	55.967538827480055	179.12815766689837	262.7344083549542	29.67593874886242	190.12536391182937	285.88022521343214	59.80932786277347	0.0	199.3625321502849	0.0	104.29099505197168	51.85556496638031	0.0	0.0	0.0	22.014793941528705	0.0	71.50944520588762	56.73179476705925	222.54367419606098	0.0	163.7440828842776	183.76636227417941	0.0	0.0	0.0	17.170624495612905	0.0	3313.5230662955
hsa-miR-140-5p	62.12530674370205	0.0	0.0	0.0	124.60438109003911	0.0	31.794143518763843	0.0	0.0	0.0	112.32673600970504	0.0	0.0	0.0	0.0	226.04267515108606	361.259811488062	69.24385708067898	255.48095775652072	331.0192081418688	167.46611801576572	37.19546215361726	182.13367134717384	0.0	0.0	60.49815912744369	0.0	0.0	0.0	136.98094008062307	0.0	154.93713127942317	147.50266639435404	155.78057193724268	127.54085292945396	104.20078001726756	212.03811031636087	0.0	195.86400509246414	0.0	51.51187348683872	0.0	3307.547419158455
hsa-miR-210-3p	124.2506134874041	1029.230135858378	0.0	0.0	0.0	0.0	123.64389146185938	0.0	0.0	0.0	44.930694403882015	0.0	0.0	445.302063232893	0.0	170.59824539704607	75.06697381570119	29.67593874886242	202.0081991563187	111.34282455681041	47.84746229021878	37.19546215361726	54.14784823834898	0.0	185.40621342572743	0.0	0.0	0.0	0.0	9.784352862901647	0.0	23.836481735295873	56.73179476705925	103.85371462482846	127.54085292945396	119.08660573402007	42.40762206327217	0.0	114.25400297060408	0.0	17.170624495612905	0.0	3295.312618410117
hsa-miR-152-3p	62.12530674370205	0.0	0.0	0.0	49.841752436015646	158.78056525881232	35.32682613195983	0.0	0.0	0.0	44.930694403882015	50.86987486010785	0.0	230.89736612075933	55.967538827480055	221.77771901615992	234.58429317406623	89.02781624658726	421.84065117937143	276.8524286277448	191.38984916087512	130.1841175376604	123.06329145079314	0.0	23.17577667821593	0.0	0.0	0.0	0.0	24.46088215725412	0.0	47.672963470591746	113.4635895341185	170.61681688364675	175.3686727779992	44.65747715025752	98.95111814763507	0.0	0.0	114.31184270690443	77.26781023025808	0.0	3267.4070409128585
hsa-miR-4326	0.0	0.0	117.97322007904206	0.0	0.0	0.0	14.13073045278393	0.0	0.0	0.0	179.72277761552806	152.60962458032355	0.0	0.0	139.91884706870013	0.0	220.50923558362226	168.16365291022038	112.8869348226487	213.6578525279335	95.69492458043756	111.58638646085178	189.51746883422143	0.0	0.0	0.0	0.0	0.0	0.0	53.81394074595906	0.0	202.61009475001492	68.0781537204711	356.06987871369756	0.0	104.20078001726756	127.22286618981651	495.2456418383518	130.57600339497608	0.0	0.0	0.0	3254.189014886869
